,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Andy Impey,eng ENG,DFMF,22,40,40,3517,39.1,3,2,5,3,0,0,3,0,0.08,0.05,0.13,0.08,0.13,Matches,67cbd956
Alan McDonald,nir NIR,DF,30,39,39,3484,38.7,1,1,2,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,Matches,ae5144ed
Simon Barker,eng ENG,MF,29,37,37,3211,35.7,4,6,10,4,0,0,9,0,0.11,0.17,0.28,0.11,0.28,Matches,e76255e1
Les Ferdinand,eng ENG,FW,27,37,37,3199,35.5,24,9,33,24,0,1,6,1,0.68,0.25,0.93,0.68,0.93,Matches,aad47f5a
Clive Wilson,eng ENG,DF,32,36,36,3101,34.5,2,1,3,2,0,0,5,1,0.06,0.03,0.09,0.06,0.09,Matches,de2ad53e
Trevor Sinclair,eng ENG,MF,21,33,32,2791,31.0,4,7,11,4,0,0,3,1,0.13,0.23,0.35,0.13,0.35,Matches,d2f7373c
Tony Roberts,wls WAL,GK,24,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ba8f0ea1
Kevin Gallen,eng ENG,FW,18,37,31,2723,30.3,10,10,20,10,0,0,2,0,0.33,0.33,0.66,0.33,0.66,Matches,aa4d048f
David Bardsley,eng ENG,DF,29,30,30,2700,30.0,0,4,4,0,0,0,8,0,0.00,0.13,0.13,0.00,0.13,Matches,e2cfaafb
Ian Holloway,eng ENG,MF,31,31,28,2470,27.4,1,8,9,1,0,0,5,1,0.04,0.29,0.33,0.04,0.33,Matches,8c116e30
Steve Yates,eng ENG,DF,24,23,22,1957,21.7,1,1,2,1,0,0,1,0,0.05,0.05,0.09,0.05,0.09,Matches,5645fac6
Danny Maddix,jm JAM,DF,26,27,21,2022,22.5,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches,6b4bd218
Rufus Brevett,eng ENG,DF,24,19,17,1590,17.7,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,e7ebaace
Steve Hodge,eng ENG,MF,31,15,15,1253,13.9,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,5cd08cec
Sieb Dijkstra,nl NED,GK,27,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2de1c413
Karl Ready,wls WAL,DF,21,13,11,946,10.5,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,3df79848
Gary Penrice,eng ENG,FWMF,30,18,9,1019,11.3,3,0,3,3,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,19821c3d
Michael Meaker,wls WAL,MF,22,8,7,621,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d0db805
Danny Dichio,eng ENG,FW,19,9,4,454,5.0,3,0,3,3,0,0,1,0,0.59,0.00,0.59,0.59,0.59,Matches,da431eb0
Bradley Allen,eng ENG,FW,22,5,2,266,3.0,2,0,2,2,0,0,0,0,0.68,0.00,0.68,0.68,0.68,Matches,49a6d30d
Ray Wilkins,eng ENG,MF,37,2,1,92,1.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,05f2d7e3
Devon White,eng ENG,FW,30,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5db8501e
Alan McCarthy,eng ENG,DF,22,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6aea5635
Squad Total,,,26.8,42,461,3780,42.0,60,47,107,60,0,1,76,4,1.43,1.12,2.55,1.43,2.55,,-9999
Opponent Total,,,26.5,42,,3780,42.0,,,,,,,,,,,,,,,-9999
