,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Frank Yallop,ca CAN,DF,30,41,41,3659,40.7,1,2,3,1,0,0,4,0,0.02,0.05,0.07,0.02,0.07,Matches,3d12308f
Geraint Williams,wls WAL,MF,32,38,38,3355,37.3,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,aba3c370
Craig Forrest,ca CAN,GK,26,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b253de9c
David Linighan,eng ENG,DF,29,32,31,2693,29.9,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches,db86533d
Claus Thomsen,dk DEN,DF,24,33,31,2618,29.1,5,4,9,5,0,0,0,0,0.17,0.14,0.31,0.17,0.31,Matches,75cc86bc
Steve Sedgley,eng ENG,DFMF,26,26,26,2295,25.5,4,1,5,4,0,0,2,0,0.16,0.04,0.20,0.16,0.20,Matches,4afed0b6
John Wark,sct SCO,MF,36,26,26,2196,24.4,4,0,4,1,3,3,3,1,0.16,0.00,0.16,0.04,0.04,Matches,b035baf1
Stuart Slater,eng ENG,FWMF,25,27,22,2068,23.0,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,f64699aa
Alex Mathie,sct SCO,FW,25,22,22,1175,13.1,3,0,3,3,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,01147747
Simon Milton,eng ENG,MF,30,25,19,1774,19.7,2,1,3,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches,272a4d87
Paul Mason,eng ENG,MF,30,21,19,1674,18.6,3,5,8,3,0,,2,0,0.16,0.27,0.43,0.16,0.43,Matches,2e2236b9
Gavin Johnson,eng ENG,DFMF,23,17,14,1314,14.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0a548b42
Mick Stockwell,eng ENG,MF,29,15,14,1271,14.1,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,c3572260
Ian Marshall,eng ENG,DFFW,28,18,14,1223,13.6,3,0,3,3,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,859cc903
Adrián Paz,uy URU,FWMF,25,17,13,1168,13.0,1,2,3,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,Matches,326b5656
Chris Kiwomya,eng ENG,FW,24,15,13,1166,13.0,3,3,6,3,0,0,1,0,0.23,0.23,0.46,0.23,0.46,Matches,9abf596d
Phil Whelan,eng ENG,DF,22,13,12,1005,11.2,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,e2887e98
Boncho Genchev,bg BUL,FWMF,30,15,11,1053,11.7,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches,55905401
Steve Palmer,eng ENG,DF,26,12,10,919,10.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1f27a6dd
Tony Vaughan,eng ENG,DFMF,18,10,10,842,9.4,0,0,0,0,0,,4,0,0.00,0.00,0.00,0.00,0.00,Matches,aac7ce23
Lee Chapman,eng ENG,FW,34,16,9,913,10.1,1,1,2,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches,2fecb27a
Neil Thompson,eng ENG,DF,30,10,9,868,9.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f572947
Eddie Youds,eng ENG,DF,24,10,9,844,9.4,0,0,0,0,0,,4,0,0.00,0.00,0.00,0.00,0.00,Matches,869d6ad3
Adam Tanner,eng ENG,DFMF,20,10,9,840,9.3,2,0,2,2,0,,1,0,0.21,0.00,0.21,0.21,0.21,Matches,53ebba8b
