,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gavin Peacock,eng ENG,FWMF,26,38,38,3371,37.5,4,8,12,4,0,0,4,0,0.11,0.21,0.32,0.11,0.32,Matches,a3faaf35
Nigel Spackman,eng ENG,MF,33,36,36,3144,34.9,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,b6f521e0
Frank Sinclair,jm JAM,DF,22,35,35,3148,35.0,3,0,3,3,0,0,10,0,0.09,0.00,0.09,0.09,0.09,Matches,02942593
Erland Johnsen,no NOR,DFMF,27,33,33,2949,32.8,0,1,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches,14735b09
Dmitri Kharine,ru RUS,GK,25,31,31,2745,30.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,48a7d00f
Paul Furlong,eng ENG,FW,25,36,30,2825,31.4,10,4,14,10,0,0,5,0,0.32,0.13,0.45,0.32,0.45,Matches,83af4aa2
Steve Clarke,sct SCO,DF,30,29,29,2548,28.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,eb327112
John Spencer,sct SCO,FW,23,29,26,2230,24.8,11,4,15,11,0,0,4,0,0.44,0.16,0.61,0.44,0.61,Matches,81922efe
David Rocastle,eng ENG,MF,27,28,26,2097,23.3,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,e52cce17
Jakob Kjeldbjerg,dk DEN,DF,24,23,23,2008,22.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches,10ea8f3b
Eddie Newton,eng ENG,MF,22,29,22,1973,21.9,1,2,3,1,0,0,0,0,0.05,0.09,0.14,0.05,0.14,Matches,c5e71e43
Mark Stein,eng ENG,FW,28,24,21,1952,21.7,8,2,10,8,0,0,3,0,0.37,0.09,0.46,0.37,0.46,Matches,c72afccf
Scott Minto,eng ENG,DF,22,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8cd0120b
Dennis Wise,eng ENG,MF,27,19,18,1631,18.1,6,3,9,5,1,2,5,1,0.33,0.17,0.50,0.28,0.44,Matches,e718c23d
Craig Burley,sct SCO,MF,22,25,16,1393,15.5,2,1,3,2,0,0,5,0,0.13,0.06,0.19,0.13,0.19,Matches,718a4c38
Kevin Hitchcock,,GK,31,12,11,1035,11.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee2a3876
Anthony Barness,eng ENG,DF,21,12,10,880,9.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1f2e31a8
David Lee,eng ENG,DF,24,14,9,864,9.6,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches,724e2a7d
Andy Myers,eng ENG,DF,20,10,9,783,8.7,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,e5b54539
David Hopkin,sct SCO,MF,23,15,7,850,9.4,1,3,4,1,0,0,1,0,0.11,0.32,0.42,0.11,0.42,Matches,f411e76b
Neil Shipperley,eng ENG,FW,19,10,6,580,6.4,2,0,2,2,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches,82dabdf3
Gareth Hall,wls WAL,DF,25,6,4,440,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,283329e8
Glenn Hoddle,eng ENG,MF,36,12,3,369,4.1,0,2,2,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,Matches,231f7c03
Graham Rix,eng ENG,MF,36,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b58e7843
Squad Total,,,26.3,42,456,3780,42.0,47,39,86,46,1,2,60,3,1.12,0.93,2.05,1.10,2.02,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
