,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ian Nolan,nir NIR,DF,24,42,42,3778,42.0,3,2,5,3,0,0,4,0,0.07,0.05,0.12,0.07,0.12,Matches,6587459a
Peter Atherton,eng ENG,DFMF,24,41,41,3621,40.2,1,6,7,1,0,0,5,0,0.02,0.15,0.17,0.02,0.17,Matches,1bcd6fc7
Des Walker,eng ENG,DF,28,38,38,3381,37.6,0,1,1,0,0,0,2,1,0.00,0.03,0.03,0.00,0.03,Matches,4e1b2261
Andy Pearce,eng ENG,DF,28,34,34,3060,34.0,0,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches,fd9d0118
Kevin Pressman,eng ENG,GK,26,34,34,3017,33.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
John Sheridan,ie IRL,MF,29,36,34,2995,33.3,1,4,5,1,0,0,3,0,0.03,0.12,0.15,0.03,0.15,Matches,85f0a5ee
Mark Bright,eng ENG,FW,32,37,33,2887,32.1,11,3,14,10,1,2,3,0,0.34,0.09,0.44,0.31,0.41,Matches,681a0456
Graham Hyde,eng ENG,MF,23,35,33,2866,31.8,5,1,6,5,0,0,9,0,0.16,0.03,0.19,0.16,0.19,Matches,1cedc407
Chris Bart-Williams,eng ENG,DFMF,20,38,32,2984,33.2,2,7,9,2,0,0,6,0,0.06,0.21,0.27,0.06,0.27,Matches,250d1973
Andy Sinton,eng ENG,MF,28,25,22,1760,19.6,0,4,4,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,d74cafe4
Chris Waddle,eng ENG,FWMF,33,25,20,1845,20.5,4,0,4,4,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches,27215170
Dan Petrescu,ro ROU,DF,26,29,20,1697,18.9,3,2,5,3,0,0,3,0,0.16,0.11,0.27,0.16,0.27,Matches,dc2e7399
Guy Whittingham,eng ENG,FW,29,21,16,1485,16.5,9,0,9,,,,0,0,0.55,0.00,0.55,,,Matches,2a222ae2
David Hirst,eng ENG,FW,26,15,13,1108,12.3,3,1,4,3,0,0,2,0,0.24,0.08,0.32,0.24,0.32,Matches,e274c78d
Klas Ingesson,se SWE,MF,25,13,9,883,9.8,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches,2255df73
Ian Taylor,eng ENG,MF,26,14,9,827,9.2,1,0,1,,,,1,0,0.11,0.00,0.11,,,Matches,daa71b88
Mike Williams,eng ENG,FW,24,10,8,779,8.7,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,c0b1df23
Chris Woods,eng ENG,GK,34,9,8,768,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6148af60
Lee Briscoe,eng ENG,DFMF,18,6,6,440,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49c0435b
Gordon Watson,eng ENG,FW,23,23,5,714,7.9,2,0,2,,,,0,1,0.25,0.00,0.25,,,Matches,53c30561
Ryan Jones,wls WAL,MF,21,5,3,357,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca07d0a8
Adem Poric,au AUS,MF,21,4,1,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5f0a91c5
Simon Coleman,eng ENG,DF,26,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,88d709a1
O'Neill Donaldson,eng ENG,FW,24,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,154a889e
Squad Total,,,26.8,42,463,3780,42.0,48,34,82,47,1,2,57,2,1.14,0.81,1.95,1.12,1.93,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
