,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David James,eng ENG,GK,23,42,42,3780,42.0,0,1,1,0,0,0,0,0,0.00,0.02,0.02,0.00,0.02,Matches,86841dfb
Robbie Fowler,eng ENG,FW,19,42,42,3725,41.4,25,6,31,23,2,3,4,0,0.60,0.14,0.75,0.56,0.70,Matches,7cd34266
Steve McManaman,eng ENG,MF,22,40,40,3581,39.8,7,8,15,7,0,0,5,0,0.18,0.20,0.38,0.18,0.38,Matches,9be05f40
John Barnes,eng ENG,DFFW,30,38,38,3324,36.9,7,5,12,7,0,0,0,0,0.19,0.14,0.32,0.19,0.32,Matches,e654196b
Neil Ruddock,eng ENG,DF,26,37,37,3303,36.7,2,0,2,2,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,8533db00
Jamie Redknapp,eng ENG,MF,21,41,36,3312,36.8,3,4,7,,,,5,,0.08,0.11,0.19,,,Matches,c337443d
Ian Rush,wls WAL,FW,32,36,36,3183,35.4,12,5,17,11,1,1,1,0,0.34,0.14,0.48,0.31,0.45,Matches,2a942638
John Scales,eng ENG,DF,28,35,35,3045,33.8,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,1c67bd76
Phil Babb,ie IRL,DF,23,34,33,2927,32.5,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches,37af386a
Rob Jones,eng ENG,DF,22,31,31,2740,30.4,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,cd6a211c
Stig Inge Bjørnebye,no NOR,DF,24,31,31,2561,28.5,0,6,6,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches,b8e08ea6
Michael Thomas,eng ENG,MF,26,23,16,1556,17.3,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,68de2664
Jan Mølby,dk DEN,MF,31,14,12,1109,12.3,2,3,5,0,2,2,0,0,0.16,0.24,0.41,0.00,0.24,Matches,3a30335d
Steve Harkness,eng ENG,DF,22,8,8,720,8.0,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,e4fa02d3
Mark Walters,eng ENG,MF,30,18,7,824,9.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0e763b5b
Mark Wright,eng ENG,DF,30,6,5,495,5.5,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9995820e
Mark Kennedy,ie IRL,DFMF,18,6,4,386,4.3,0,1,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,9f91768b
Steve Nicol,sct SCO,DF,32,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f8cf9d0b
Nigel Clough,eng ENG,FWMF,28,10,3,384,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3cd439de
Dominic Matteo,sct SCO,DFMF,20,7,2,211,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f6ea8457
Lee Jones,wls WAL,FW,21,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba52124e
Squad Total,,,25.4,42,463,3780,42.0,60,46,106,55,5,6,44,1,1.43,1.10,2.52,1.31,2.40,,-9999
Opponent Total,,,26.5,42,,3780,42.0,,,,,,,,,,,,,,,-9999
