,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mark Draper,eng ENG,MF,23,39,39,3289,36.5,5,2,7,5,0,0,7,0,0.14,0.05,0.19,0.14,0.19,Matches,bf597500
Kevin Poole,eng ENG,GK,31,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2143ffd
Simon Grayson,eng ENG,DF,24,34,34,2905,32.3,0,1,1,0,0,0,6,1,0.00,0.03,0.03,0.00,0.03,Matches,c4c559e6
Iwan Roberts,wls WAL,FW,26,37,32,2897,32.2,9,2,11,9,0,0,2,0,0.28,0.06,0.34,0.28,0.34,Matches,9aeddde0
Jimmy Willis,eng ENG,DF,26,29,29,2562,28.5,2,0,2,2,0,0,8,1,0.07,0.00,0.07,0.07,0.07,Matches,194fa98f
Mike Whitlow,eng ENG,DF,26,28,28,2409,26.8,2,3,5,2,0,0,6,1,0.07,0.11,0.19,0.07,0.19,Matches,9d3d5f5d
Mark Blake,eng ENG,MF,23,30,26,2305,25.6,3,1,4,3,0,0,8,0,0.12,0.04,0.16,0.12,0.16,Matches,8b400f6b
Colin Hill,nir NIR,DF,30,24,24,2084,23.2,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,ae19af98
Nicky Mohan,eng ENG,DF,23,23,23,2038,22.6,0,1,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,Matches,a6efa9a5
David Lowe,eng ENG,MF,28,29,19,1837,20.4,8,3,11,8,0,0,3,1,0.39,0.15,0.54,0.39,0.54,Matches,5b887ecc
Lee Philpott,eng ENG,MF,24,23,19,1711,19.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d3c3ec9a
Steve Thompson,eng ENG,MF,29,19,16,1491,16.6,0,1,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches,4caa1ce7
Mark Robins,eng ENG,FW,24,17,16,1433,15.9,5,3,8,5,0,,0,0,0.31,0.19,0.50,0.31,0.50,Matches,d3d59d26
Garry Parker,eng ENG,MF,28,14,14,1260,14.0,2,4,6,2,0,0,0,0,0.14,0.29,0.43,0.14,0.43,Matches,54ae7f03
Neil Lewis,eng ENG,DF,20,16,14,1166,13.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,41583f42
Franz Carr,eng ENG,FWMF,27,13,12,995,11.1,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches,bf5f4723
Julian Joachim,eng ENG,FW,19,15,11,1020,11.3,3,2,5,3,0,0,0,0,0.26,0.18,0.44,0.26,0.44,Matches,2a0f531a
Brian Carey,ie IRL,DF,26,12,11,915,10.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,445ce4d4
Richard Smith,eng ENG,DF,23,12,10,916,10.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,0e0006a4
Jamie Lawrence,jm JAM,MF,24,17,9,1080,12.0,1,3,4,1,0,0,0,0,0.08,0.25,0.33,0.08,0.33,Matches,25117d43
David Oldfield,eng ENG,MF,26,14,8,758,8.4,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,185be55d
Steve Agnew,eng ENG,MF,28,11,7,690,7.7,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches,23d5ce02
Gavin Ward,eng ENG,GK,24,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab0ee28f
Ian Ormondroyd,eng ENG,FW,29,6,6,476,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7444efb5
Steve Walsh,eng ENG,DF,29,5,5,450,5.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e59c893
Mike Galloway,sct SCO,DF,29,5,4,387,4.3,0,3,3,0,0,,3,0,0.00,0.70,0.70,0.00,0.70,Matches,0d24df18
Phil Gee,eng ENG,FW,29,7,3,271,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37bb014f
Gary Mills,eng ENG,DFMF,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9225c3af
Emile Heskey,eng ENG,FW,16,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30184789
Sam McMahon,eng ENG,MF,18,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0f3338a6
Squad Total,,,26.2,42,467,3780,42.0,46,27,73,46,0,1,62,8,1.10,0.64,1.74,1.10,1.74,,-9999
Opponent Total,,,26.7,42,,3780,42.0,,,,,,,,,,,,,,,-9999
