,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Lee Dixon,eng ENG,DF,30,39,39,3510,39.0,1,4,5,1,0,0,0,0,0.03,0.10,0.13,0.03,0.13,Matches,b6ba1615
Nigel Winterburn,eng ENG,DF,30,39,39,3437,38.2,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,0672e24e
Stefan Schwarz,se SWE,DFMF,25,34,34,3045,33.8,2,2,4,2,0,0,10,1,0.06,0.06,0.12,0.06,0.12,Matches,aeab7566
David Seaman,eng ENG,GK,30,31,31,2790,31.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,2d578837
Steve Bould,eng ENG,DF,31,31,30,2683,29.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,42e0fd3a
Ian Wright,eng ENG,FW,30,31,30,2645,29.4,18,3,21,15,3,4,9,0,0.61,0.10,0.71,0.51,0.61,Matches,60c275b3
Tony Adams,eng ENG,DF,27,27,27,2387,26.5,3,1,4,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,Matches,26b5e727
Martin Keown,eng ENG,DFMF,28,31,24,2356,26.2,1,0,1,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,Matches,b844a204
Paul Merson,eng ENG,FWMF,26,24,24,2101,23.3,4,7,11,4,0,0,3,0,0.17,0.30,0.47,0.17,0.47,Matches,eba7e6fd
John Jensen,dk DEN,MF,29,24,24,2004,22.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches,77e1f19b
Ray Parlour,eng ENG,MF,21,30,22,1976,22.0,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,d567e937
Kevin Campbell,eng ENG,FW,24,23,19,1882,20.9,4,4,8,4,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,b209e651
Alan Smith,eng ENG,FW,31,19,17,1359,15.1,3,2,5,3,0,0,0,0,0.20,0.13,0.33,0.20,0.33,Matches,0b7b04d2
John Hartson,wls WAL,FW,19,15,14,1188,13.2,7,0,7,7,0,0,5,1,0.53,0.00,0.53,0.53,0.53,Matches,10d28fb8
Andy Linighan,eng ENG,DF,32,20,13,1274,14.2,2,0,2,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,d2acfbec
Glenn Helder,nl NED,FWMF,25,13,12,1032,11.5,0,2,2,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,9cd12958
Vince Bartram,eng ENG,GK,25,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2fa71a3
Steve Morrow,nir NIR,DFMF,24,15,11,984,10.9,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,6d8a536c
Eddie McGoldrick,ie IRL,DFFW,29,11,9,834,9.3,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,a85fecd3
Ian Selley,eng ENG,MF,20,12,9,830,9.2,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,b01c7a45
Chris Kiwomya,eng ENG,FW,24,14,5,558,6.2,3,0,3,3,0,0,1,0,0.48,0.00,0.48,0.48,0.48,Matches,9abf596d
David Hillier,eng ENG,MF,24,9,5,497,5.5,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches,c3861872
Paul Dickov,sct SCO,FW,21,9,4,445,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1ea43e27
Paul Davis,eng ENG,MF,32,4,3,241,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,002c1acb
Mark Flatts,eng ENG,MF,21,3,1,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3478d720
Jimmy Carter,eng ENG,MF,28,3,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,39bbad32
Stephen Hughes,eng ENG,MF,17,1,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe278764
Gavin McGowan,eng ENG,DFMF,18,1,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4be205a
Adrian Clarke,eng ENG,MF,19,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e5959dc
Paul Shaw,eng ENG,FWMF,20,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,26828c9a
Squad Total,,,27.8,42,471,3780,42.0,54,41,95,51,3,4,64,4,1.29,0.98,2.26,1.21,2.19,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
