,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve Ogrizovic,eng ENG,GK,36,33,33,2970,33.0,0,1,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matches,3f847d67
Paul Cook,eng ENG,MF,27,34,33,2966,33.0,2,6,8,1,1,1,4,0,0.06,0.18,0.24,0.03,0.21,Matches,b5980cb9
Brian Borrows,eng ENG,DF,33,35,33,2946,32.7,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,7062d368
Sean Flynn,eng ENG,MF,26,32,32,2763,30.7,4,1,5,4,0,0,1,0,0.13,0.03,0.16,0.13,0.16,Matches,256609db
Dion Dublin,eng ENG,DFFW,25,31,31,2787,31.0,13,6,19,13,0,0,3,0,0.42,0.19,0.61,0.42,0.61,Matches,a0886d18
Peter Ndlovu,zw ZIM,FW,21,30,28,2520,28.0,11,3,14,8,3,3,0,0,0.39,0.11,0.50,0.29,0.39,Matches,1adcef64
David Rennie,sct SCO,DFMF,29,28,28,2450,27.2,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,f179f420
Ally Pickering,eng ENG,DF,27,31,27,2566,28.5,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,7c53d9c7
Julian Darby,eng ENG,DFMF,26,29,27,2464,27.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,ee9ab4e9
Steve Morgan,eng ENG,DF,25,28,26,2387,26.5,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,63d53f6e
Roy Wegerle,us USA,FWMF,30,26,21,1841,20.5,3,1,4,2,1,1,0,0,0.15,0.05,0.20,0.10,0.15,Matches,9dccac09
David Busst,eng ENG,DF,27,20,20,1694,18.8,2,2,4,2,0,0,1,0,0.11,0.11,0.21,0.11,0.21,Matches,4fb135bb
Steven Pressley,sct SCO,DF,20,19,18,1558,17.3,1,0,1,1,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches,25b379f2
Cobi Jones,us USA,FWMF,24,21,16,1502,16.7,2,1,3,2,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches,1b7c1cc7
Mike Marsh,eng ENG,FWMF,25,15,15,1325,14.7,2,1,3,2,0,0,2,0,0.14,0.07,0.20,0.14,0.20,Matches,33ef84d2
Kevin Richardson,eng ENG,MF,31,14,14,1260,14.0,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,cffbb5c8
David Burrows,eng ENG,DF,25,11,11,990,11.0,0,0,0,,,,4,0,0.00,0.00,0.00,,,Matches,d806427e
Leigh Jenkinson,eng ENG,MF,25,11,10,749,8.3,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches,bb296134
Willie Boland,ie IRL,MF,18,12,9,790,8.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,be13a103
Jonathan Gould,sct SCO,GK,26,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b5e5380
Paul Williams,eng ENG,DF,24,5,5,450,5.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e532acff
Gordon Strachan,sct SCO,MF,37,5,5,448,5.0,0,2,2,0,0,0,1,0,0.00,0.40,0.40,0.00,0.40,Matches,90aef1c6
Micky Quinn,eng ENG,FW,32,6,3,325,3.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,532367e6
Phil Babb,ie IRL,DF,23,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37af386a
Marcus Hall,eng ENG,DF,18,5,2,220,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,10a2c499
John Filan,au AUS,GK,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4321738
Gary Gillespie,sct SCO,DFMF,34,3,2,163,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,769bb08e
John Williams,eng ENG,FW,26,7,1,205,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1fb6cf8f
Sandy Robertson,sct SCO,MF,23,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f436340
Squad Total,,,27.6,42,500,3780,42.0,42,36,78,37,5,5,54,3,1.00,0.86,1.86,0.88,1.74,,-9999
Opponent Total,,,26.3,42,,3780,42.0,,,,,,,,,,,,,,,-9999
