,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
John Lukic,eng ENG,GK,33,42,42,3780,42.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,99095d88
Gary Kelly,ie IRL,DF,20,42,42,3696,41.1,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches,1832e33c
Gary McAllister,sct SCO,MF,29,41,41,3690,41.0,6,8,14,3,3,4,1,0,0.15,0.20,0.34,0.07,0.27,Matches,19f7edbc
Carlton Palmer,eng ENG,MF,28,39,39,3510,39.0,3,2,5,3,0,0,11,0,0.08,0.05,0.13,0.08,0.13,Matches,45fdede4
Gary Speed,wls WAL,MF,24,39,39,3510,39.0,3,9,12,3,0,0,6,0,0.08,0.23,0.31,0.08,0.31,Matches,5ca13d11
David Wetherall,eng ENG,DF,23,38,38,3369,37.4,3,2,5,3,0,0,6,0,0.08,0.05,0.13,0.08,0.13,Matches,ceb3f12d
Brian Deane,eng ENG,FW,26,35,33,3020,33.6,9,3,12,9,0,0,10,0,0.27,0.09,0.36,0.27,0.36,Matches,909a4bb4
Rod Wallace,eng ENG,FW,24,32,30,2642,29.4,4,3,7,4,0,0,6,0,0.14,0.10,0.24,0.14,0.24,Matches,89421101
Tony Dorigo,eng ENG,DF,28,28,28,2482,27.6,0,3,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches,451c459e
John Pemberton,eng ENG,DF,29,27,22,2041,22.7,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches,b89cfe47
Nigel Worthington,nir NIR,DFMF,32,27,21,1956,21.7,1,2,3,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,Matches,20a32162
Noel Whelan,eng ENG,FW,19,23,18,1713,19.0,7,1,8,7,0,0,4,0,0.37,0.05,0.42,0.37,0.42,Matches,901c3bdf
David White,eng ENG,FWMF,26,23,18,1628,18.1,3,2,5,3,0,0,3,0,0.17,0.11,0.28,0.17,0.28,Matches,b296c9ab
Tony Yeboah,gh GHA,FW,28,18,16,1437,16.0,12,2,14,12,0,0,0,0,0.75,0.13,0.88,0.75,0.88,Matches,19256324
Phil Masinga,za RSA,FW,25,21,15,1329,14.8,5,0,5,5,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches,92522d39
Lucas Radebe,za RSA,DF,25,12,9,658,7.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
Gordon Strachan,sct SCO,MF,37,6,5,399,4.4,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches,90aef1c6
Andy Couzens,eng ENG,MF,19,4,4,292,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,75c74499
Mark Tinkler,eng ENG,MF,19,3,2,243,2.7,0,1,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches,b6649d48
Chris Fairclough,eng ENG,DF,30,5,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9181fa3
Kevin Sharp,eng ENG,DF,19,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab94537e
Squad Total,,,26.9,42,458,3780,42.0,56,46,102,53,3,4,70,0,1.33,1.10,2.43,1.26,2.36,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
