,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Teddy Sheringham,eng ENG,FW,28,42,41,3736,41.5,18,8,26,18,0,0,3,0,0.43,0.19,0.63,0.43,0.63,Matches,4e56eef6
Ian Walker,eng ENG,GK,22,41,41,3690,41.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
Jürgen Klinsmann,de GER,FW,30,41,41,3625,40.3,20,10,30,19,1,2,6,0,0.50,0.25,0.74,0.47,0.72,Matches,7f97bf11
Darren Anderton,eng ENG,MF,22,37,37,3275,36.4,5,14,19,5,0,0,3,0,0.14,0.38,0.52,0.14,0.52,Matches,09cebe50
Nick Barmby,eng ENG,FWMF,20,38,37,3228,35.9,9,6,15,9,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches,4af0a400
Colin Calderwood,sct SCO,DF,29,36,35,3040,33.8,2,0,2,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches,2903aa4a
Gary Mabbutt,eng ENG,DFMF,32,36,33,2998,33.3,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,be519c25
Justin Edinburgh,eng ENG,DF,24,31,29,2587,28.7,0,4,4,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,Matches,17743284
Sol Campbell,eng ENG,DFFW,19,30,29,2449,27.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,3e3b2fbd
David Howells,eng ENG,MF,26,26,26,2315,25.7,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches,cc7c360e
Dean Austin,eng ENG,DF,24,24,23,2122,23.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,c7b38bf3
Gheorghe Popescu,ro ROU,DFFW,26,23,23,1996,22.2,3,0,3,3,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches,7a2b4127
David Kerslake,eng ENG,DF,28,18,16,1463,16.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,424b986c
Ronny Rosenthal,il ISR,FWMF,30,20,14,1376,15.3,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,e69665a8
Ilie Dumitrescu,ro ROU,FWMF,25,13,11,997,11.1,4,1,5,3,1,1,1,0,0.36,0.09,0.45,0.27,0.36,Matches,c49a32f4
Stuart Nethercott,eng ENG,DF,21,17,8,844,9.4,0,2,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,b5341532
Jason Dozzell,eng ENG,MF,26,7,6,462,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a2b23551
Kevin Scott,eng ENG,DF,27,4,3,307,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ba0facbd
Micky Hazard,eng ENG,MF,34,11,2,382,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,33cc8433
Gerry McMahon,nir NIR,MF,20,2,2,170,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3ba295ee
Erik Thorstvedt,no NOR,GK,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4431c65
Andy Turner,ie IRL,MF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fb07a0d
Danny Hill,eng ENG,MF,19,3,0,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2055ed0e
Darren Caskey,eng ENG,MF,19,4,0,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c88203e1
Squad Total,,,26.0,42,458,3780,42.0,62,49,111,60,2,3,48,2,1.48,1.17,2.64,1.43,2.60,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
