,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dean Saunders,wls WAL,FW,30,39,39,3387,37.6,15,3,18,14,1,1,2,0,0.40,0.08,0.48,0.37,0.45,Matches,c1435456
Ugo Ehiogu,eng ENG,DF,21,39,38,3440,38.2,3,0,3,3,0,0,7,0,0.08,0.00,0.08,0.08,0.08,Matches,bd8d3cd5
Paul McGrath,ie IRL,DF,34,40,36,3289,36.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2f129582
Steve Staunton,ie IRL,DFMF,25,35,34,2929,32.5,5,7,12,5,0,0,7,0,0.15,0.22,0.37,0.15,0.37,Matches,cb617782
Dwight Yorke,tt TRI,FWMF,22,37,33,2963,32.9,6,5,11,6,0,0,3,0,0.18,0.15,0.33,0.18,0.33,Matches,2d0a99d3
Andy Townsend,ie IRL,MF,31,32,32,2645,29.4,1,3,4,1,0,0,9,2,0.03,0.10,0.14,0.03,0.14,Matches,976c90a4
Mark Bosnich,au AUS,GK,22,30,30,2696,30.0,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,9b46bcb7
Shaun Teale,eng ENG,DF,30,28,28,2481,27.6,0,3,3,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,96db05d1
Earl Barrett,eng ENG,DF,27,25,24,2180,24.2,0,1,1,,,,3,0,0.00,0.04,0.04,,,Matches,225696d1
Ian Taylor,eng ENG,MF,26,22,22,1980,22.0,1,3,4,,,,2,0,0.05,0.14,0.18,,,Matches,daa71b88
Ray Houghton,ie IRL,MF,32,26,19,1792,19.9,1,2,3,,,,1,0,0.05,0.10,0.15,,,Matches,61888b3f
Kevin Richardson,eng ENG,MF,31,19,18,1651,18.3,0,2,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches,cffbb5c8
Gary Charles,eng ENG,DF,24,16,14,1263,14.0,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,c20cb242
Phil King,eng ENG,DF,26,16,13,1202,13.4,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,c7c33967
Garry Parker,eng ENG,MF,28,14,12,1119,12.4,1,2,3,1,0,0,1,0,0.08,0.16,0.24,0.08,0.24,Matches,54ae7f03
Nigel Spink,eng ENG,GK,35,13,12,1116,12.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cbdaf1c1
Dalian Atkinson,eng ENG,FW,26,16,11,947,10.5,3,2,5,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches,40094615
Tommy Johnson,eng ENG,FW,23,14,11,928,10.3,4,0,4,4,0,0,2,0,0.39,0.00,0.39,0.39,0.39,Matches,e8fa6f69
John Fashanu,eng ENG,FW,31,13,11,897,10.0,3,0,3,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches,e9430452
Alan Wright,eng ENG,DF,22,8,8,710,7.9,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,df6cf3fe
Graham Fenton,eng ENG,MF,20,17,7,818,9.1,2,1,3,2,0,0,4,0,0.22,0.11,0.33,0.22,0.33,Matches,d2fd5e70
Bryan Small,eng ENG,DF,22,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4614157
Guy Whittingham,eng ENG,FW,29,7,4,420,4.7,2,1,3,,,,0,0,0.43,0.21,0.64,,,Matches,2a222ae2
Nii Lamptey,gh GHA,FWMF,19,6,1,220,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6cb4eab3
Franz Carr,eng ENG,FWMF,27,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf5f4723
Chris Boden,eng ENG,DF,20,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,310b4bd0
Squad Total,,,27.5,42,423,3780,42.0,48,39,87,47,1,1,62,3,1.14,0.93,2.07,1.12,2.05,,-9999
Opponent Total,,,26.6,42,,3780,42.0,,,,,,,,,,,,,,,-9999
