,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Leighton Baines,eng ENG,DF,27,38,38,3420,38.0,5,5,10,3,2,2,4,0,0.13,0.13,0.26,0.08,0.21,Matches,b18095b6
Tim Howard,us USA,GK,33,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c444465e
Leon Osman,eng ENG,MF,31,36,36,3175,35.3,5,2,7,5,0,0,9,0,0.14,0.06,0.20,0.14,0.20,Matches,a014c247
Phil Jagielka,eng ENG,DFMF,29,36,36,3154,35.0,2,1,3,2,0,0,1,0,0.06,0.03,0.09,0.06,0.09,Matches,3233eefd
Steven Pienaar,za RSA,MF,30,35,35,3055,33.9,6,6,12,6,0,0,9,2,0.18,0.18,0.35,0.18,0.35,Matches,8056f6e6
Sylvain Distin,fr FRA,DF,34,34,31,2838,31.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,002d06bb
Marouane Fellaini,be BEL,MF,24,31,31,2783,30.9,11,5,16,11,0,0,9,0,0.36,0.16,0.52,0.36,0.52,Matches,87575fd9
Nikica Jelavić,hr CRO,FW,26,37,26,2427,27.0,7,2,9,7,0,0,4,0,0.26,0.07,0.33,0.26,0.33,Matches,1a29f38c
Séamus Coleman,ie IRL,DFMF,23,26,24,2165,24.1,0,5,5,0,0,0,4,0,0.00,0.21,0.21,0.00,0.21,Matches,0420d84f
Kevin Mirallas,be BEL,FWMF,24,27,23,1824,20.3,6,3,9,6,0,0,3,0,0.30,0.15,0.44,0.30,0.44,Matches,aa51343f
Darron Gibson,ie IRL,MF,24,23,22,1804,20.0,1,2,3,1,0,0,4,1,0.05,0.10,0.15,0.05,0.15,Matches,f0e72e1c
Victor Anichebe,ng NGA,FW,24,26,19,1712,19.0,6,4,10,6,0,0,2,0,0.32,0.21,0.53,0.32,0.53,Matches,4aed5c19
Phil Neville,eng ENG,DFMF,35,18,18,1546,17.2,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,3db5e0ec
John Heitinga,nl NED,DFMF,28,26,17,1607,17.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,2661360d
Steven Naismith,sct SCO,FWMF,25,31,13,1283,14.3,4,1,5,4,0,0,0,0,0.28,0.07,0.35,0.28,0.35,Matches,5e98c186
Tony Hibbert,eng ENG,DF,31,6,4,433,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c878c4bf
Thomas Hitzlsperger,de GER,MF,30,7,4,350,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2757060a
Ross Barkley,eng ENG,MF,18,7,2,209,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3a24769f
Ján Mucha,sk SVK,GK,29,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1fa82e32
Bryan Oviedo,cr CRC,DFMF,22,15,1,242,2.7,0,1,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Matches,31faf295
Apostolos Vellios,gr GRE,FW,20,6,0,61,0.7,0,1,1,0,0,0,0,0,0.00,1.48,1.48,0.00,1.48,Matches,44918bf5
Magaye Gueye,fr FRA,FWMF,22,2,0,51,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82b85f5a
Shane Duffy,ie IRL,DFMF,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7314bba4
Squad Total,,,28.8,38,418,3420,38.0,53,42,95,51,2,2,63,3,1.39,1.11,2.50,1.34,2.45,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
