,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Roman Weidenfeller,de GER,GK,31,31,31,2781,30.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,16b8fabd
Robert Lewandowski,pl POL,FW,23,31,29,2595,28.8,24,5,29,23,1,2,2,1,0.83,0.17,1.01,0.80,0.97,Matches,8d78e732
Marcel Schmelzer,de GER,DF,24,29,29,2488,27.6,0,1,1,0,0,0,3,1,0.00,0.04,0.04,0.00,0.04,Matches,89565ac5
Łukasz Piszczek,pl POL,DFMF,27,29,28,2531,28.1,2,8,10,2,0,0,1,0,0.07,0.28,0.36,0.07,0.36,Matches,fe2db476
Mats Hummels,de GER,DF,23,28,28,2371,26.3,1,3,4,1,0,0,3,0,0.04,0.11,0.15,0.04,0.15,Matches,05d548d8
Marco Reus,de GER,FWMF,23,32,27,2338,26.0,14,9,23,14,0,0,4,0,0.54,0.35,0.89,0.54,0.89,Matches,36a3ff67
İlkay Gündoğan,de GER,MF,21,28,26,2115,23.5,3,3,6,3,0,0,4,0,0.13,0.13,0.26,0.13,0.26,Matches,819b3158
Neven Subotić,rs SRB,DF,23,25,25,2241,24.9,3,0,3,3,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,821233cc
Mario Götze,de GER,FWMF,20,28,23,2017,22.4,10,10,20,9,1,1,4,0,0.45,0.45,0.89,0.40,0.85,Matches,9efa1d25
Jakub Błaszczykowski,pl POL,MF,26,27,23,1926,21.4,11,12,23,8,3,4,1,0,0.51,0.56,1.07,0.37,0.93,Matches,2b350e6b
Kevin Großkreutz,de GER,DFFW,24,29,19,1746,19.4,2,4,6,2,0,0,2,0,0.10,0.21,0.31,0.10,0.31,Matches,fbeee546
Sebastian Kehl,de GER,DFMF,32,22,19,1487,16.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,6167875f
Felipe Santana,br BRA,DF,26,21,15,1459,16.2,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,156527c0
Sven Bender,de GER,DFMF,23,20,15,1325,14.7,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,070ec0b1
Nuri Şahin,tr TUR,MF,23,15,9,898,10.0,3,3,6,3,0,0,0,0,0.30,0.30,0.60,0.30,0.60,Matches,f4081572
Moritz Leitner,de GER,MF,19,25,8,990,11.0,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,9460aaed
Julian Schieber,de GER,FW,23,23,6,800,8.9,3,0,3,3,0,0,5,1,0.34,0.00,0.34,0.34,0.34,Matches,37c213cf
Ivan Perišić,hr CRO,FWMF,23,14,5,511,5.7,2,0,2,2,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,6fe90922
Mitchell Langerak,au AUS,GK,23,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d2a184cc
Leonardo Bittencourt,de GER,FWMF,18,5,2,214,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches,dc62fbee
Oliver Kirch,de GER,DFMF,29,4,2,185,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5764c4fc
Jonas Hofmann,de GER,MF,20,3,2,170,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,2903a856
Bálint Bajner,hu HUN,FW,21,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a676b68c
Squad Total,,,24.9,34,374,3060,34.0,81,63,144,76,5,7,43,4,2.38,1.85,4.24,2.24,4.09,,-9999
Opponent Total,,,25.5,34,,3060,34.0,,,,,,,,,,,,,,,-9999
