,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Manuel Neuer,de GER,GK,26,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8778c910
Dante,br BRA,DF,28,29,29,2610,29.0,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches,fd2bc67d
Philipp Lahm,de GER,DFMF,28,29,28,2501,27.8,0,11,11,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,de491a33
Bastian Schweinsteiger,de GER,DFMF,27,28,27,2352,26.1,7,3,10,7,0,0,4,0,0.27,0.11,0.38,0.27,0.38,Matches,ccc22fea
Jérôme Boateng,de GER,DF,23,26,25,2245,24.9,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,2db2fd7b
Thomas Müller,de GER,FWMF,22,28,25,2091,23.2,13,11,24,11,2,2,0,0,0.56,0.47,1.03,0.47,0.95,Matches,3c6089ab
Franck Ribéry,fr FRA,FWMF,29,27,24,2110,23.4,10,14,24,10,0,0,2,0,0.43,0.60,1.02,0.43,1.02,Matches,f61c7c4e
Toni Kroos,de GER,MF,22,24,23,1915,21.3,6,8,14,6,0,0,2,0,0.28,0.38,0.66,0.28,0.66,Matches,6ce1f46f
David Alaba,at AUT,DFMF,20,23,22,1993,22.1,3,3,6,1,2,3,0,0,0.14,0.14,0.27,0.05,0.18,Matches,05439de2
Mario Mandžukić,hr CRO,FWMF,26,24,22,1725,19.2,15,1,16,15,0,0,2,0,0.78,0.05,0.83,0.78,0.83,Matches,afa0d4e0
Javi Martínez,es ESP,DFMF,23,26,19,1747,19.4,3,3,6,3,0,0,3,0,0.15,0.15,0.31,0.15,0.31,Matches,7f97771d
Luiz Gustavo,br BRA,DFMF,25,22,16,1454,16.2,4,1,5,4,0,0,6,0,0.25,0.06,0.31,0.25,0.31,Matches,82671804
Xherdan Shaqiri,ch SUI,FWMF,20,26,13,1376,15.3,4,5,9,4,0,0,1,0,0.26,0.33,0.59,0.26,0.59,Matches,6421ec64
Holger Badstuber,de GER,DF,23,12,12,981,10.9,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,45b7edae
Daniel Van Buyten,be BEL,DF,34,13,11,1067,11.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18a7d190
Arjen Robben,nl NED,FWMF,28,16,11,981,10.9,5,5,10,5,0,0,0,0,0.46,0.46,0.92,0.46,0.92,Matches,09586899
Mario Gómez,de GER,FW,27,21,9,882,9.8,11,1,12,11,0,0,0,0,1.12,0.10,1.22,1.12,1.22,Matches,71a20ce8
Claudio Pizarro,pe PER,FW,33,20,7,754,8.4,6,7,13,6,0,0,0,0,0.72,0.84,1.55,0.72,1.55,Matches,54b6ee79
Rafinha,br BRA,DF,26,13,6,574,6.4,2,1,3,2,0,0,3,1,0.31,0.16,0.47,0.31,0.47,Matches,d003e213
Anatoliy Tymoshchuk,ua UKR,DFMF,33,16,5,589,6.5,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,48c971c4
Diego Contento,de GER,DF,22,5,4,378,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15a21c79
Tom Starke,de GER,GK,31,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5b52d1f7
Emre Can,de GER,DFMF,18,4,2,215,2.4,1,1,2,1,0,0,1,0,0.42,0.42,0.84,0.42,0.84,Matches,a65ce836
Pierre Højbjerg,dk DEN,MF,16,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b04d6c1
Squad Total,,,26.1,34,374,3060,34.0,94,79,173,90,4,5,37,1,2.76,2.32,5.09,2.65,4.97,,-9999
Opponent Total,,,25.6,34,,3060,34.0,,,,,,,,,,,,,,,-9999
