,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Per Frandsen,dk DEN,MF,27,38,38,3260,36.2,2,4,6,2,0,0,7,0,0.06,0.11,0.17,0.06,0.17,Matches,4df04be7
Nathan Blake,wls WAL,FW,25,35,35,3085,34.3,12,5,17,12,0,0,6,1,0.35,0.15,0.50,0.35,0.50,Matches,6c447486
Keith Branagan,ie IRL,GK,31,34,34,3000,33.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2415cbc7
Guðni Bergsson,is ISL,DF,32,35,34,2992,33.2,2,0,2,2,0,0,9,1,0.06,0.00,0.06,0.06,0.06,Matches,bfc3b538
Alan Thompson,eng ENG,MF,23,33,33,2854,31.7,9,6,15,6,3,3,7,1,0.28,0.19,0.47,0.19,0.38,Matches,2eaac012
Jamie Pollock,eng ENG,MF,23,26,25,2138,23.8,1,1,2,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches,d6eae203
Andy Todd,eng ENG,DF,22,25,23,2131,23.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,1b9ecd06
Scott Sellars,eng ENG,MF,31,22,22,1933,21.5,2,4,6,2,0,0,7,0,0.09,0.19,0.28,0.09,0.28,Matches,f767b113
Mark Fish,za RSA,DFFW,23,22,22,1882,20.9,2,0,2,2,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,71e120b7
Jimmy Phillips,eng ENG,DF,31,22,21,1855,20.6,1,3,4,1,0,0,5,0,0.05,0.15,0.19,0.05,0.19,Matches,d1f18d9f
Neil Cox,eng ENG,DF,25,21,20,1776,19.7,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,dee2b65d
Dean Holdsworth,eng ENG,FW,28,20,17,1484,16.5,3,0,3,3,0,0,6,0,0.18,0.00,0.18,0.18,0.18,Matches,fdb64aeb
Gerry Taggart,nir NIR,DF,26,15,14,1244,13.8,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,2bf06765
Peter Beardsley,eng ENG,FWMF,36,17,14,1197,13.3,2,0,2,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches,4d9a93aa
Mike Whitlow,eng ENG,DF,29,13,13,1170,13.0,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,9d3d5f5d
John Sheridan,ie IRL,MF,32,12,12,1051,11.7,0,3,3,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,85f0a5ee
Bob Taylor,eng ENG,FW,30,12,10,1024,11.4,3,1,4,3,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches,034eeba4
Chris Fairclough,eng ENG,DF,33,11,10,866,9.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d9181fa3
Michael Johansen,dk DEN,MF,25,16,4,535,5.9,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,31ee6965
Gavin Ward,eng ENG,GK,27,6,4,412,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ab0ee28f
John McGinlay,sct SCO,FW,33,7,4,339,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c87585f
Robbie Elliott,eng ENG,DF,23,4,4,325,3.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9ade4dc1
Arnar Gunnlaugsson,is ISL,FWMF,24,15,2,433,4.8,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,3a06ea31
Hasney Aljofree,eng ENG,DF,19,2,2,180,2.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8250d3dc
Steve McAnespie,sct SCO,DF,25,2,1,76,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b402622
John Salako,eng ENG,MF,28,7,0,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2749f5b7
Franz Carr,eng ENG,FWMF,30,5,0,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bf5f4723
Gaetano Giallanza,ch SUI,FW,23,3,0,37,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,782d85f1
Squad Total,,,28.0,38,433,3420,38.0,41,33,74,38,3,3,70,5,1.08,0.87,1.95,1.00,1.87,,-9999
Opponent Total,,,26.5,38,,3420,38.0,,,,,,,,,,,,,,,-9999
