,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David Batty,eng ENG,MF,28,32,32,2728,30.3,1,0,1,1,0,0,12,3,0.03,0.00,0.03,0.03,0.03,Matches,21b2e37b
Alessandro Pistone,it ITA,DF,22,28,28,2520,28.0,0,2,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches,956096ee
Steve Watson,eng ENG,DFMF,23,29,27,2490,27.7,1,3,4,1,0,0,3,0,0.04,0.11,0.14,0.04,0.14,Matches,302d8e76
Rob Lee,eng ENG,MF,31,28,26,2347,26.1,4,2,6,4,0,0,3,0,0.15,0.08,0.23,0.15,0.23,Matches,291b2178
Stuart Pearce,eng ENG,DF,35,25,25,2189,24.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,39243ce6
Keith Gillespie,nir NIR,FWMF,22,29,25,2184,24.3,4,2,6,4,0,0,3,0,0.16,0.08,0.25,0.16,0.25,Matches,012f440e
Shay Given,ie IRL,GK,21,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
John Barnes,eng ENG,DFFW,33,26,22,1842,20.5,6,0,6,5,1,2,0,0,0.29,0.00,0.29,0.24,0.24,Matches,e654196b
Philippe Albert,be BEL,DF,29,23,21,1819,20.2,0,2,2,0,0,0,8,0,0.00,0.10,0.10,0.00,0.10,Matches,749d95dc
Darren Peacock,eng ENG,DF,29,20,19,1730,19.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,957c8f17
Warren Barton,eng ENG,DF,28,23,17,1659,18.4,3,0,3,3,0,0,8,0,0.16,0.00,0.16,0.16,0.16,Matches,7e732709
Jon Dahl Tomasson,dk DEN,FWMF,20,23,17,1508,16.8,3,1,4,3,0,0,1,0,0.18,0.06,0.24,0.18,0.24,Matches,4af3fb59
John Beresford,eng ENG,DF,30,18,17,1476,16.4,2,2,4,,,,3,0,0.12,0.12,0.24,,,Matches,50d79fe2
Temur Ketsbaia,ge GEO,MF,29,31,16,1649,18.3,3,3,6,3,0,0,3,0,0.16,0.16,0.33,0.16,0.33,Matches,1aa44aea
Alan Shearer,eng ENG,FW,26,17,15,1399,15.5,2,1,3,2,0,0,2,0,0.13,0.06,0.19,0.13,0.19,Matches,438b3a51
Shaka Hislop,tt TRI,GK,28,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f44f7dd
Gary Speed,wls WAL,MF,27,13,13,1170,13.0,1,1,2,,,,1,0,0.08,0.08,0.15,,,Matches,5ca13d11
Steve Howey,eng ENG,DF,25,14,11,867,9.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1dd78cb
Nikos Dabizas,gr GRE,DF,23,11,10,961,10.7,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,f8741035
Andreas Andersson,se SWE,FW,23,12,10,78,0.9,2,0,2,2,0,0,0,0,2.31,0.00,2.31,2.31,2.31,Matches,2f681d1b
Faustino Asprilla,co COL,FW,27,10,8,703,7.8,2,2,4,2,0,0,0,0,0.26,0.26,0.51,0.26,0.51,Matches,ec043e74
Des Hamilton,eng ENG,MF,20,12,7,735,8.2,0,1,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,Matches,3b32618e
Ian Rush,wls WAL,FW,35,10,6,565,6.3,0,1,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches,2a942638
Aaron Hughes,nir NIR,DF,17,4,4,355,3.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dccccccc
Andy Griffin,eng ENG,DF,18,4,4,350,3.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38517dc5
Pavel Srníček,cz CZE,GK,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,db13a630
Squad Total,,,27.2,38,411,3420,38.0,35,25,60,34,1,2,64,3,0.92,0.66,1.58,0.89,1.55,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
