,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jeff Kenna,ie IRL,DF,26,37,37,3330,37.0,0,2,2,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,cf4038bb
Stéphane Henchoz,ch SUI,DF,22,36,36,3050,33.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,17476497
Chris Sutton,eng ENG,DFFW,24,35,35,3099,34.4,18,6,24,16,2,2,9,1,0.52,0.17,0.70,0.46,0.64,Matches,83c38e36
Colin Hendry,sct SCO,DF,31,34,34,2906,32.3,1,1,2,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,Matches,9acd6d0d
Kevin Gallacher,sct SCO,FWMF,30,33,31,2773,30.8,16,4,20,16,0,0,2,0,0.52,0.13,0.65,0.52,0.65,Matches,dc257810
Tim Sherwood,eng ENG,MF,28,31,29,2592,28.8,5,2,7,5,0,0,5,0,0.17,0.07,0.24,0.17,0.24,Matches,885f0b51
Garry Flitcroft,eng ENG,MF,24,33,28,2546,28.3,0,4,4,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,Matches,dc6356ad
Billy McKinlay,sct SCO,MF,28,30,26,2246,25.0,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e06511
Stuart Ripley,eng ENG,FWMF,29,29,25,2004,22.3,2,8,10,2,0,0,0,0,0.09,0.36,0.45,0.09,0.45,Matches,6516188c
Jason Wilcox,eng ENG,FWMF,26,31,24,2180,24.2,4,4,8,4,0,0,6,2,0.17,0.17,0.33,0.17,0.33,Matches,6b9fa9ad
Tim Flowers,eng ENG,GK,30,25,24,2161,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df3b6e40
Gary Croft,eng ENG,DF,23,23,19,1734,19.3,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,0a7190bb
Damien Duff,ie IRL,FWMF,18,26,17,1682,18.7,4,2,6,4,0,0,0,0,0.21,0.11,0.32,0.21,0.32,Matches,057a6936
Patrick Valéry,fr FRA,DF,28,15,14,1152,12.8,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,3efe9a77
Martin Dahlin,se SWE,FW,29,21,11,1103,12.3,4,0,4,4,0,0,2,0,0.33,0.00,0.33,0.33,0.33,Matches,caff9577
Alan Fettis,nir NIR,GK,26,8,7,656,7.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9079df2
John Filan,au AUS,GK,27,7,7,603,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4321738
Lars Bohinen,no NOR,MF,27,16,6,712,7.9,1,3,4,1,0,0,0,0,0.13,0.38,0.51,0.13,0.51,Matches,bdb7e1b5
Tore Pedersen,no NOR,DF,27,5,3,379,4.2,0,1,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,Matches,7476f53d
Marlon Broomes,eng ENG,DF,19,4,2,231,2.6,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7040cf47
Ian Pearce,eng ENG,DF,23,5,1,235,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3537c18f
Anders Andersson,se SWE,FWMF,23,4,1,78,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37694cd3
Callum Davidson,sct SCO,DF,21,1,1,57,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bcf5daf
James Beattie,eng ENG,FW,19,3,0,41,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c881089
Squad Total,,,26.9,38,410,3420,38.0,55,54,109,53,2,2,62,4,1.45,1.42,2.87,1.39,2.82,,-9999
Opponent Total,,,26.6,38,,3420,38.0,,,,,,,,,,,,,,,-9999
