,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Neil Sullivan,sct SCO,GK,27,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2ea16583
Chris Perry,eng ENG,DF,24,35,35,3150,35.0,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,Matches,2f43aa1c
Dean Blackwell,eng ENG,DF,27,35,35,3066,34.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,9ed3d8ed
Kenny Cunningham,ie IRL,DF,26,32,32,2880,32.0,0,3,3,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,984a2038
Neal Ardley,eng ENG,MF,24,34,31,2730,30.3,2,2,4,1,1,1,2,0,0.07,0.07,0.13,0.03,0.10,Matches,124a61d8
Michael Hughes,nir NIR,MF,25,29,29,2586,28.7,4,3,7,4,0,0,4,0,0.14,0.10,0.24,0.14,0.24,Matches,65085487
Alan Kimble,eng ENG,DF,30,25,23,2139,23.8,0,3,3,0,0,0,7,0,0.00,0.13,0.13,0.00,0.13,Matches,30dfbe94
Ben Thatcher,wls WAL,DF,21,26,23,2000,22.2,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,Matches,dc5460f9
Vinnie Jones,wls WAL,MF,32,24,22,1835,20.4,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,eec5fbba
Marcus Gayle,jm JAM,FWMF,26,30,21,1813,20.1,2,2,4,2,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches,b80303a7
Robbie Earle,jm JAM,MF,32,22,20,1845,20.5,3,1,4,3,0,0,0,0,0.15,0.05,0.20,0.15,0.20,Matches,3a757429
Carl Cort,gy GUY,FW,19,22,16,1484,16.5,4,3,7,4,0,0,0,0,0.24,0.18,0.42,0.24,0.42,Matches,c07f2109
Carl Leaburn,eng ENG,FW,28,16,15,1296,14.4,4,2,6,4,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matches,2ec16bbc
Jason Euell,jm JAM,FWMF,20,19,14,1106,12.3,4,1,5,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,Matches,d97fe8bd
Ceri Hughes,wls WAL,MF,26,17,13,1145,12.7,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,3467a528
Efan Ekoku,ng NGA,FW,30,16,11,1034,11.5,4,1,5,4,0,0,0,0,0.35,0.09,0.44,0.35,0.44,Matches,d0d589ec
Andy Roberts,eng ENG,MF,23,11,11,990,11.0,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,7666f4b8
Peter Fear,eng ENG,MF,23,8,5,487,5.4,2,0,2,2,0,0,2,0,0.37,0.00,0.37,0.37,0.37,Matches,584ebbeb
Brian McAllister,sct SCO,DF,26,7,4,456,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e43b1ade
Ståle Solbakken,no NOR,MF,29,6,4,403,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,fa459d46
Mark Kennedy,ie IRL,DFMF,21,4,4,322,3.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f91768b
Dean Holdsworth,eng ENG,FW,28,5,4,269,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fdb64aeb
Stewart Castledine,eng ENG,MF,24,6,3,313,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e334a7ab
Duncan Jupp,sct SCO,DF,22,3,3,233,2.6,0,0,0,0,0,,2,0,0.00,0.00,0.00,0.00,0.00,Matches,303a2b38
Andy Clarke,eng ENG,FW,30,14,1,361,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c8479463
Alan Reeves,eng ENG,DF,29,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4dd90468
Damien Francis,jm JAM,MF,18,2,0,71,0.8,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a0cd907
Squad Total,,,26.5,38,429,3420,38.0,32,29,61,31,1,1,47,2,0.84,0.76,1.61,0.82,1.58,,-9999
Opponent Total,,,26.6,38,,3420,38.0,,,,,,,,,,,,,,,-9999
