,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Martyn,eng ENG,GK,30,37,37,3330,37.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,8977904e
Gary Kelly,ie IRL,DF,23,34,34,3014,33.5,0,8,8,0,0,0,8,1,0.00,0.24,0.24,0.00,0.24,Matches,1832e33c
David Wetherall,eng ENG,DF,26,34,33,2986,33.2,3,3,6,3,0,0,7,0,0.09,0.09,0.18,0.09,0.18,Matches,ceb3f12d
Jimmy Floyd Hasselbaink,nl NED,FW,25,33,30,2637,29.3,16,6,22,15,1,2,5,0,0.55,0.20,0.75,0.51,0.72,Matches,db8a04d1
Gunnar Halle,no NOR,DF,31,32,30,2606,29.0,2,1,3,2,0,0,6,1,0.07,0.03,0.10,0.07,0.10,Matches,5c1170da
Rod Wallace,eng ENG,FW,27,31,29,2616,29.1,10,4,14,10,0,0,6,0,0.34,0.14,0.48,0.34,0.48,Matches,89421101
Bruno Ribeiro,pt POR,MF,21,29,28,2399,26.7,3,4,7,3,0,0,5,0,0.11,0.15,0.26,0.11,0.26,Matches,638e7441
Harry Kewell,au AUS,FWMF,18,29,26,2357,26.2,5,2,7,5,0,0,4,1,0.19,0.08,0.27,0.19,0.27,Matches,51ef13b9
Alf-Inge Haaland,no NOR,DFMF,24,32,26,2332,25.9,7,0,7,7,0,0,8,1,0.27,0.00,0.27,0.27,0.27,Matches,3ae21039
Lucas Radebe,za RSA,DF,28,27,26,2259,25.1,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
David Robertson,sct SCO,DF,28,26,24,2181,24.2,0,2,2,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches,0d515c62
David Hopkin,sct SCO,MF,26,25,22,1953,21.7,1,1,2,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09,Matches,f411e76b
Lee Bowyer,eng ENG,MF,20,25,21,1862,20.7,3,5,8,3,0,0,5,0,0.15,0.24,0.39,0.15,0.39,Matches,f4fd57ba
Robert Molenaar,nl NED,DF,28,22,18,1557,17.3,2,2,4,2,0,0,4,0,0.12,0.12,0.23,0.12,0.23,Matches,5748f64c
Ian Harte,ie IRL,DF,19,12,12,1059,11.8,0,4,4,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches,fd4fa092
Martin Hiden,at AUT,DF,24,11,11,959,10.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,53fb71e8
Alan Maybury,ie IRL,DF,18,12,9,782,8.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a2a6ec2e
Mark Beeney,eng ENG,GK,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,958f12e8
Derek Lilley,sct SCO,FW,23,12,0,216,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,b292ddd8
Stephen McPhail,ie IRL,MF,17,4,0,72,0.8,0,1,1,0,0,,0,0,0.00,1.25,1.25,0.00,1.25,Matches,60c96516
Lee Matthews,eng ENG,FW,18,3,0,12,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b1231873
Mark Jackson,eng ENG,DF,19,1,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,24bee4e0
Squad Total,,,25.7,38,418,3420,38.0,52,43,95,51,1,2,85,5,1.37,1.13,2.50,1.34,2.47,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
