,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Winterburn,eng ENG,DF,33,36,35,3099,34.4,1,5,6,1,0,0,3,0,0.03,0.15,0.17,0.03,0.17,Matches,0672e24e
Ray Parlour,eng ENG,MF,24,34,34,2737,30.4,5,3,8,5,0,0,5,0,0.16,0.10,0.26,0.16,0.26,Matches,d567e937
Emmanuel Petit,fr FRA,DFMF,26,32,32,2721,30.2,2,7,9,2,0,0,4,1,0.07,0.23,0.30,0.07,0.30,Matches,291358c4
Marc Overmars,nl NED,FWMF,24,32,32,2668,29.6,12,5,17,12,0,0,0,0,0.40,0.17,0.57,0.40,0.57,Matches,c9cc6332
David Seaman,eng ENG,GK,33,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Patrick Vieira,fr FRA,MF,21,33,31,2720,30.2,2,4,6,2,0,0,8,1,0.07,0.13,0.20,0.07,0.20,Matches,f90f1086
Dennis Bergkamp,nl NED,FW,28,28,28,2447,27.2,16,11,27,14,2,3,7,0,0.59,0.40,0.99,0.51,0.92,Matches,d8703fda
Tony Adams,eng ENG,DF,30,26,26,2340,26.0,3,1,4,3,0,0,6,0,0.12,0.04,0.15,0.12,0.15,Matches,26b5e727
Lee Dixon,eng ENG,DF,33,28,26,2260,25.1,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,b6ba1615
Ian Wright,eng ENG,FW,33,24,22,1893,21.0,10,3,13,9,1,1,6,0,0.48,0.14,0.62,0.43,0.57,Matches,60c275b3
Steve Bould,eng ENG,DF,34,24,21,1973,21.9,0,2,2,0,0,0,9,0,0.00,0.09,0.09,0.00,0.09,Matches,42e0fd3a
Martin Keown,eng ENG,DFMF,31,18,18,1545,17.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,b844a204
Gilles Grimandi,fr FRA,DF,26,22,16,1581,17.6,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches,4eae5f8d
Nicolas Anelka,fr FRA,FW,18,26,16,1490,16.6,6,6,12,6,0,0,2,0,0.36,0.36,0.72,0.36,0.72,Matches,931ed5e9
David Platt,eng ENG,MF,31,31,11,1460,16.2,3,3,6,1,2,2,4,0,0.18,0.18,0.37,0.06,0.25,Matches,eded06bf
Stephen Hughes,eng ENG,MF,20,17,7,775,8.6,2,1,3,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,Matches,fe278764
Christopher Wreh,lr LBR,FW,22,16,7,702,7.8,3,1,4,3,0,0,0,0,0.38,0.13,0.51,0.38,0.51,Matches,1d94a117
Alex Manninger,at AUT,GK,20,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb55b1bc
Rémi Garde,fr FRA,DFMF,31,10,6,544,6.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e603c6a9
Matt Upson,eng ENG,DF,18,5,5,434,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Luís Boa Morte,pt POR,FWMF,19,15,4,430,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,59ab6332
Scott Marshall,sct SCO,DF,24,3,1,146,1.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85bcb2e5
Alberto Méndez,de GER,MF,22,3,1,93,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97ba6ba5
Paolo Vernazza,eng ENG,MF,17,1,1,79,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eafddfa3
Gavin McGowan,eng ENG,DFMF,21,1,0,11,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4be205a
Isaiah Rankin,eng ENG,FWMF,19,1,0,5,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,306bb797
Squad Total,,,28.2,38,415,3420,38.0,66,56,122,61,5,6,71,4,1.74,1.47,3.21,1.61,3.08,,-9999
Opponent Total,,,26.4,38,,3420,38.0,,,,,,,,,,,,,,,-9999
