,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Paul Jones,wls WAL,GK,30,38,38,3420,38.0,0,2,2,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,3bf1ce9d
Jason Dodd,eng ENG,DF,26,36,36,3170,35.2,1,6,7,1,0,0,2,0,0.03,0.17,0.20,0.03,0.20,Matches,df15c7a1
Francis Benali,eng ENG,DF,28,33,32,2806,31.2,1,1,2,1,0,0,2,2,0.03,0.03,0.06,0.03,0.06,Matches,91950851
Matt Oakley,eng ENG,MF,19,33,32,2631,29.2,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches,79974582
Claus Lundekvam,no NOR,DF,24,31,31,2680,29.8,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,22de8419
Ken Monkou,nl NED,DF,32,32,30,2613,29.0,1,1,2,1,0,0,6,1,0.03,0.03,0.07,0.03,0.07,Matches,25daebfd
David Hirst,eng ENG,FW,29,28,28,2314,25.7,9,3,12,8,1,1,3,0,0.35,0.12,0.47,0.31,0.43,Matches,e274c78d
Carlton Palmer,eng ENG,MF,31,26,26,2325,25.8,3,3,6,3,0,0,8,1,0.12,0.12,0.23,0.12,0.23,Matches,45fdede4
Kevin Richardson,eng ENG,MF,34,28,25,2144,23.8,0,3,3,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,cffbb5c8
Matt Le Tissier,eng ENG,FWMF,28,26,25,2031,22.6,11,9,20,7,4,4,6,0,0.49,0.40,0.89,0.31,0.71,Matches,d5e78451
Egil Østenstad,no NOR,FW,25,29,21,2058,22.9,11,2,13,11,0,0,3,0,0.48,0.09,0.57,0.48,0.57,Matches,bc242ac0
Kevin Davies,eng ENG,FW,20,25,20,1738,19.3,9,2,11,9,0,0,4,0,0.47,0.10,0.57,0.47,0.57,Matches,2f726a89
Richard Dryden,eng ENG,DF,28,13,11,1005,11.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,72ca8427
John Beresford,eng ENG,DF,30,10,10,889,9.9,0,1,1,,,,0,0,0.00,0.10,0.10,,,Matches,50d79fe2
Lee Todd,eng ENG,DF,25,10,9,798,8.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4b142ef5
David Hughes,eng ENG,MF,24,13,6,675,7.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5245936b
Mickey Evans,ie IRL,FW,24,10,6,600,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12eb14b3
Neil Maddison,eng ENG,DFMF,27,6,5,462,5.1,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,10691ae9
Jim Magilton,nir NIR,DFMF,28,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,27240fa9
Duncan Spedding,eng ENG,MF,19,7,4,386,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae87228a
Andy Williams,wls WAL,DFMF,19,20,3,595,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fa30abb8
Alan Neilson,wls WAL,DF,24,8,3,386,4.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,382b521d
Robbie Slater,au AUS,MF,32,11,3,367,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,61b90583
Stig Johansen,no NOR,FW,25,6,3,252,2.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e362c09e
Kevin Gibbens,eng ENG,FWMF,17,2,2,167,1.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,91a5db9a
Simon Charlton,eng ENG,DF,25,3,2,119,1.3,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d52b42c9
Jason Bowen,wls WAL,FW,24,3,1,131,1.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d298bd17
Ulrich van Gobbel,nl NED,DF,26,2,1,83,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,859fce4f
Steve Basham,eng ENG,FW,19,9,0,96,1.1,0,1,1,0,0,0,0,0,0.00,0.94,0.94,0.00,0.94,Matches,fd89f288
Phil Warner,eng ENG,DF,18,1,0,52,0.6,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed4f3b37
Matthew Robinson,eng ENG,DF,22,1,0,12,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4375ab8f
Squad Total,,,27.5,38,413,3420,38.0,48,37,85,43,5,5,59,4,1.26,0.97,2.24,1.13,2.11,,-9999
Opponent Total,,,26.5,38,,3420,38.0,,,,,,,,,,,,,,,-9999
