,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ugo Ehiogu,eng ENG,DF,24,37,37,3213,35.7,2,1,3,2,0,0,6,1,0.06,0.03,0.08,0.06,0.08,Matches,bd8d3cd5
Alan Wright,eng ENG,DF,25,37,35,3155,35.1,0,4,4,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,df6cf3fe
Gareth Southgate,eng ENG,DF,26,32,32,2835,31.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,a29c3ed6
Mark Draper,eng ENG,MF,26,31,31,2730,30.3,3,4,7,3,0,0,4,0,0.10,0.13,0.23,0.10,0.23,Matches,bf597500
Mark Bosnich,au AUS,GK,25,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9b46bcb7
Ian Taylor,eng ENG,MF,29,32,30,2693,29.9,6,2,8,6,0,0,6,0,0.20,0.07,0.27,0.20,0.27,Matches,daa71b88
Dwight Yorke,tt TRI,FWMF,25,30,30,2643,29.4,12,3,15,10,2,3,5,0,0.41,0.10,0.51,0.34,0.44,Matches,2d0a99d3
Simon Grayson,eng ENG,DF,27,33,28,2542,28.2,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,c4c559e6
Steve Staunton,ie IRL,DFMF,28,27,27,2285,25.4,1,4,5,1,0,0,5,0,0.04,0.16,0.20,0.04,0.20,Matches,cb617782
Stan Collymore,eng ENG,FW,26,25,23,2098,23.3,6,4,10,6,0,0,3,1,0.26,0.17,0.43,0.26,0.43,Matches,eed4ff30
Fernando Nélson,pt POR,DF,25,25,21,1838,20.4,0,5,5,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches,2761461a
Savo Milošević,rs SRB,FW,23,23,19,1614,17.9,7,4,11,6,1,1,5,0,0.39,0.22,0.61,0.33,0.56,Matches,bab73c39
Julian Joachim,eng ENG,FW,22,26,16,1633,18.1,8,2,10,8,0,0,0,0,0.44,0.11,0.55,0.44,0.55,Matches,2a0f531a
Riccardo Scimeca,eng ENG,DFMF,22,21,16,1508,16.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a0a691c9
Gary Charles,eng ENG,DF,27,18,14,1258,14.0,1,1,2,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches,c20cb242
Lee Hendrie,eng ENG,MF,20,17,13,1272,14.1,3,2,5,3,0,0,1,0,0.21,0.14,0.35,0.21,0.35,Matches,8716663c
Michael Oakes,eng ENG,GK,23,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,af24b12a
Darren Byfield,jm JAM,FW,20,7,6,444,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,03d4e002
Andy Townsend,ie IRL,MF,34,3,3,270,3.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,976c90a4
Saša Ćurčić,,MF,25,7,3,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c62ba448
Gareth Barry,eng ENG,MF,16,2,1,132,1.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7dbbe367
Richard Walker,eng ENG,FW,19,1,0,1,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8965ec2a
Squad Total,,,25.8,38,416,3420,38.0,49,39,88,46,3,4,45,2,1.29,1.03,2.32,1.21,2.24,,-9999
Opponent Total,,,26.7,38,,3420,38.0,,,,,,,,,,,,,,,-9999
