,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Des Walker,eng ENG,DF,31,38,38,3375,37.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4e1b2261
Kevin Pressman,eng ENG,GK,29,36,36,3171,35.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f2ff0b9
Paolo Di Canio,it ITA,FW,29,35,34,2960,32.9,12,6,18,12,0,0,10,0,0.36,0.18,0.55,0.36,0.55,Matches,9bbe0ecf
Mark Pembridge,wls WAL,MF,26,34,31,2601,28.9,4,1,5,4,0,0,4,0,0.14,0.03,0.17,0.14,0.17,Matches,0f9d5dee
Benito Carbone,it ITA,FW,25,33,28,2442,27.1,9,6,15,6,3,3,8,1,0.33,0.22,0.55,0.22,0.44,Matches,ad76f0c4
Ian Nolan,nir NIR,DF,27,27,27,2365,26.3,0,6,6,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches,6587459a
Peter Atherton,eng ENG,DFMF,27,27,27,2334,25.9,3,1,4,3,0,0,8,0,0.12,0.04,0.15,0.12,0.15,Matches,1bcd6fc7
Jon Newsome,eng ENG,DF,26,25,25,2168,24.1,2,1,3,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,Matches,4e8e407f
Andy Booth,eng ENG,FW,23,23,21,1809,20.1,7,2,9,7,0,0,2,1,0.35,0.10,0.45,0.35,0.45,Matches,bdf267e7
Petter Rudi,no NOR,MF,23,22,19,1635,18.2,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,6b8b954a
Dejan Stefanović,rs SRB,DF,22,20,19,1596,17.7,2,0,2,2,0,0,8,1,0.11,0.00,0.11,0.11,0.11,Matches,1efa2799
Guy Whittingham,eng ENG,FW,32,28,17,1665,18.5,4,2,6,4,0,0,1,0,0.22,0.11,0.32,0.22,0.32,Matches,2a222ae2
Andy Hinchcliffe,eng ENG,DF,28,15,15,1350,15.0,1,1,2,1,0,0,0,0,0.07,0.07,0.13,0.07,0.13,Matches,4bb95ffe
Graham Hyde,eng ENG,MF,26,22,14,1227,13.6,1,1,2,1,0,0,8,0,0.07,0.07,0.15,0.07,0.15,Matches,1cedc407
Jim Magilton,nir NIR,DFMF,28,21,13,1227,13.6,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,27240fa9
Earl Barrett,eng ENG,DF,30,10,10,875,9.7,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,225696d1
Wayne Collins,eng ENG,MF,28,19,8,1031,11.5,5,1,6,5,0,0,2,0,0.44,0.09,0.52,0.44,0.52,Matches,3792daf7
Emerson Thome,br BRA,DF,25,6,6,484,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7dc1b3c9
Patrick Blondeau,fr FRA,DF,29,6,5,488,5.4,0,1,1,0,0,0,1,1,0.00,0.18,0.18,0.00,0.18,Matches,df753ae4
Niclas Alexandersson,se SWE,MF,25,6,5,405,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8fce0898
Steve Nicol,sct SCO,DF,35,7,4,479,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f8cf9d0b
David Hirst,eng ENG,FW,29,6,3,379,4.2,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches,e274c78d
Lee Briscoe,eng ENG,DFMF,21,7,3,314,3.5,0,2,2,0,0,0,2,0,0.00,0.57,0.57,0.00,0.57,Matches,49c0435b
Goce Sedloski,mk MKD,DF,23,4,3,244,2.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a8a2b221
