,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Rio Ferdinand,eng ENG,DF,18,35,35,3140,34.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,52465662
Eyal Berkovic,il ISR,MF,25,35,34,2810,31.2,7,9,16,7,0,0,2,0,0.22,0.29,0.51,0.22,0.51,Matches,10e485ae
Steve Lomas,nir NIR,MF,23,33,33,2937,32.6,2,4,6,2,0,0,7,1,0.06,0.12,0.18,0.06,0.18,Matches,9e58673a
David Unsworth,eng ENG,DF,23,32,32,2832,31.5,2,2,4,2,0,0,9,1,0.06,0.06,0.13,0.06,0.13,Matches,05fcbb55
John Hartson,wls WAL,FW,22,32,32,2782,30.9,15,8,23,14,1,1,3,2,0.49,0.26,0.74,0.45,0.71,Matches,10d28fb8
Ian Pearce,eng ENG,DF,23,30,30,2693,29.9,1,2,3,1,0,0,2,0,0.03,0.07,0.10,0.03,0.10,Matches,3537c18f
Frank Lampard,eng ENG,MF,19,31,27,2472,27.5,5,2,7,5,0,0,6,0,0.18,0.07,0.25,0.18,0.25,Matches,268df6b1
Stan Lazaridis,au AUS,DFMF,24,28,27,2395,26.6,2,5,7,2,0,0,2,0,0.08,0.19,0.26,0.08,0.26,Matches,5350fc7f
Andy Impey,eng ENG,DFMF,25,19,19,1547,17.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,67cbd956
Tim Breacker,eng ENG,DF,32,19,18,1450,16.1,0,2,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,298a0444
John Moncur,eng ENG,MF,30,20,17,1548,17.2,1,1,2,1,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches,e982f824
Steve Potts,eng ENG,DF,30,23,14,1458,16.2,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,3607a95d
Trevor Sinclair,eng ENG,MF,24,14,14,1254,13.9,7,1,8,7,0,0,5,0,0.50,0.07,0.57,0.50,0.57,Matches,d2f7373c
Craig Forrest,ca CAN,GK,29,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b253de9c
Luděk Mikloško,cz CZE,GK,35,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e410880a
Samassi Abou,fr FRA,FW,24,19,12,1118,12.4,5,2,7,5,0,0,2,1,0.40,0.16,0.56,0.40,0.56,Matches,170ea618
Bernard Lama,fr FRA,GK,34,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,980e2173
Paul Kitson,eng ENG,FW,26,13,12,1055,11.7,4,0,4,4,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches,86707c0d
Iain Dowie,nir NIR,FW,32,12,7,663,7.4,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,7853411c
Keith Rowland,nir NIR,DF,25,7,6,560,6.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,59b07c21
Marc Rieper,dk DEN,DF,29,5,5,450,5.0,1,1,2,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,Matches,21e20305
Ian Bishop,eng ENG,MF,32,3,3,270,3.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,40198f42
Michael Hughes,nir NIR,MF,25,5,2,238,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,65085487
Emmanuel Omoyinmi,ng NGA,FW,19,5,1,133,1.5,2,0,2,2,0,0,0,0,1.35,0.00,1.35,1.35,1.35,Matches,28c84e76
Scott Mean,eng ENG,MF,23,3,0,85,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,46b2ff15
Ian Moore,eng ENG,FWMF,20,1,0,32,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9c89ccea
Paulo Alves,pt POR,FW,27,4,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d35e8c20
Lee Hodges,eng ENG,MF,19,2,0,12,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4ea258e4
David Terrier,fr FRA,DF,23,1,0,2,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5f5234e5
Squad Total,,,25.3,38,413,3420,38.0,53,42,95,52,1,1,64,5,1.39,1.11,2.50,1.37,2.47,,-9999
Opponent Total,,,26.6,38,,3420,38.0,,,,,,,,,,,,,,,-9999
