,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steve McManaman,eng ENG,MF,25,36,36,3191,35.5,11,9,20,11,0,0,1,0,0.31,0.25,0.56,0.31,0.56,Matches,9be05f40
Michael Owen,eng ENG,FW,17,36,34,3003,33.4,18,10,28,16,2,3,5,1,0.54,0.30,0.84,0.48,0.78,Matches,88b3f52c
Paul Ince,eng ENG,MF,29,31,31,2784,30.9,8,6,14,8,0,0,8,0,0.26,0.19,0.45,0.26,0.45,Matches,3ce58c27
David James,eng ENG,GK,26,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Øyvind Leonhardsen,no NOR,MF,26,28,27,2354,26.2,6,3,9,6,0,0,2,0,0.23,0.11,0.34,0.23,0.34,Matches,490a8799
Dominic Matteo,sct SCO,DFMF,23,26,24,2241,24.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f6ea8457
Steve Harkness,eng ENG,DF,25,25,24,2135,23.7,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches,e4fa02d3
Stig Inge Bjørnebye,no NOR,DF,27,25,24,2048,22.8,0,6,6,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,Matches,b8e08ea6
Bjørn Tore Kvarme,no NOR,DF,25,23,22,1936,21.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,07965324
Jamie Redknapp,eng ENG,MF,24,20,20,1777,19.7,3,2,5,,,,3,,0.15,0.10,0.25,,,Matches,c337443d
Rob Jones,eng ENG,DF,25,21,20,1733,19.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cd6a211c
Robbie Fowler,eng ENG,FW,22,20,19,1690,18.8,9,2,11,7,2,2,3,1,0.48,0.11,0.59,0.37,0.48,Matches,7cd34266
Phil Babb,ie IRL,DF,26,19,18,1626,18.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,37af386a
Karl-Heinz Riedle,de GER,FW,31,25,18,1541,17.1,6,0,6,6,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches,2c7f0e9f
Jamie Carragher,eng ENG,DFMF,19,20,17,1499,16.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d0ebce19
Jason McAteer,ie IRL,MF,26,21,15,1381,15.3,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches,8a09067c
Brad Friedel,us USA,GK,26,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8c0a975
Michael Thomas,eng ENG,MF,29,11,10,902,10.0,1,1,2,1,0,0,3,0,0.10,0.10,0.20,0.10,0.20,Matches,68de2664
Patrik Berger,cz CZE,MF,23,22,6,769,8.5,3,1,4,3,0,0,0,0,0.35,0.12,0.47,0.35,0.47,Matches,f16325b3
Danny Murphy,eng ENG,MF,20,16,6,645,7.2,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches,03a97c40
Mark Wright,eng ENG,DF,33,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9995820e
Neil Ruddock,eng ENG,DF,29,2,2,112,1.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8533db00
David Thompson,eng ENG,MF,19,5,1,170,1.9,1,1,2,1,0,0,1,0,0.53,0.53,1.06,0.53,1.06,Matches,5696222a
Mark Kennedy,ie IRL,DFMF,21,1,0,57,0.6,0,1,1,0,0,,0,0,0.00,1.58,1.58,0.00,1.58,Matches,9f91768b
Squad Total,,,25.4,38,416,3420,38.0,68,57,125,64,4,5,55,2,1.79,1.50,3.29,1.68,3.18,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
