,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David James,eng ENG,GK,33,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Sylvain Distin,fr FRA,DF,26,38,38,3402,37.8,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,002d06bb
Richard Dunne,ie IRL,DF,24,35,35,3120,34.7,2,3,5,2,0,0,7,1,0.06,0.09,0.14,0.06,0.14,Matches,6cbc015d
Antoine Sibierski,fr FRA,FWMF,29,35,34,2867,31.9,4,1,5,3,1,1,3,0,0.13,0.03,0.16,0.09,0.13,Matches,22936ff2
Shaun Wright-Phillips,eng ENG,FWMF,22,34,33,2998,33.3,10,4,14,10,0,0,0,0,0.30,0.12,0.42,0.30,0.42,Matches,e1e0b05f
Danny Mills,eng ENG,DF,27,32,29,2607,29.0,0,3,3,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,Matches,240e4301
Joey Barton,eng ENG,MF,21,31,28,2502,27.8,1,5,6,1,0,0,9,0,0.04,0.18,0.22,0.04,0.22,Matches,93bfa675
Robbie Fowler,eng ENG,FW,29,32,28,2495,27.7,11,5,16,9,2,3,3,0,0.40,0.18,0.58,0.32,0.51,Matches,7cd34266
Paul Bosvelt,nl NED,DFMF,34,28,28,2435,27.1,2,0,2,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,56d1e956
Stephen Jordan,eng ENG,DF,22,19,19,1620,18.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1a3d94b5
Nicolas Anelka,fr FRA,FW,25,19,18,1510,16.8,7,2,9,5,2,2,0,0,0.42,0.12,0.54,0.30,0.42,Matches,931ed5e9
Ben Thatcher,wls WAL,DF,28,18,17,1546,17.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,dc5460f9
Claudio Reyna,us USA,MF,31,17,16,1463,16.3,2,1,3,2,0,0,0,0,0.12,0.06,0.18,0.12,0.18,Matches,75a3a799
Jon Macken,ie IRL,FW,26,23,16,1395,15.5,1,3,4,1,0,0,0,0,0.06,0.19,0.26,0.06,0.26,Matches,b3e2544a
Kiki Musampa,nl NED,FWMF,27,14,14,1240,13.8,3,2,5,3,0,0,0,0,0.22,0.15,0.36,0.22,0.36,Matches,4095895b
Nedum Onuoha,eng ENG,DF,17,17,11,1068,11.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b28a0b5a
Steve McManaman,eng ENG,MF,32,13,5,637,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9be05f40
Willo Flood,ie IRL,DFMF,19,9,4,381,4.2,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches,be9f7bbe
Sun Jihai,cn CHN,DF,26,6,4,333,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fd08c217
Trevor Sinclair,eng ENG,MF,31,4,2,194,2.2,1,0,1,1,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matches,d2f7373c
David Sommeil,gp GLP,DF,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f4c68930
Bradley Wright-Phillips,eng ENG,FW,19,14,0,190,2.1,1,0,1,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,Matches,9bb42ab8
Lee Croft,eng ENG,MF,19,7,0,77,0.9,0,1,1,0,0,0,0,0,0.00,1.17,1.17,0.00,1.17,Matches,02f652d8
Christian Negouai,fr FRA,DFMF,26,1,0,3,0.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,f32556f9
Nicky Weaver,eng ENG,GK,25,1,0,3,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44509649
Squad Total,,,27.3,38,418,3420,38.0,45,33,78,40,5,6,44,3,1.18,0.87,2.05,1.05,1.92,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
