,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Brad Friedel,us USA,GK,33,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8c0a975
Lucas Neill,au AUS,DF,26,36,34,3150,35.0,1,2,3,1,0,0,9,0,0.03,0.06,0.09,0.03,0.09,Matches,b6cf046f
Brett Emerton,au AUS,DFMF,25,37,33,3088,34.3,4,4,8,4,0,0,4,0,0.12,0.12,0.23,0.12,0.23,Matches,a1866af0
Paul Dickov,sct SCO,FW,31,29,27,2358,26.2,9,2,11,7,2,3,7,0,0.34,0.08,0.42,0.27,0.34,Matches,1ea43e27
Andy Todd,eng ENG,DF,29,26,26,2295,25.5,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,1b9ecd06
Dominic Matteo,sct SCO,DFMF,30,28,25,2236,24.8,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches,f6ea8457
Steven Reid,ie IRL,DFMF,23,28,23,1959,21.8,2,4,6,2,0,0,3,0,0.09,0.18,0.28,0.09,0.28,Matches,e26f852b
Barry Ferguson,sct SCO,MF,26,21,21,1890,21.0,2,1,3,2,0,0,4,0,0.10,0.05,0.14,0.10,0.14,Matches,43420ade
Jon Stead,eng ENG,FW,21,29,19,1787,19.9,2,1,3,2,0,0,6,0,0.10,0.05,0.15,0.10,0.15,Matches,aba66ab7
Morten Gamst Pedersen,no NOR,FWMF,22,19,19,1546,17.2,4,3,7,4,0,0,1,0,0.23,0.17,0.41,0.23,0.41,Matches,c75d2fba
Nils-Eric Johansson,se SWE,DF,24,22,18,1711,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c281ba3e
Garry Flitcroft,eng ENG,MF,31,19,17,1443,16.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,dc6356ad
Aaron Mokoena,za RSA,DFMF,23,16,16,1282,14.2,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches,8eedd90f
Ryan Nelsen,nz NZL,DF,26,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,510f2c7c
Tugay Kerimoğlu,tr TUR,MF,33,21,13,1262,14.0,0,1,1,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches,543e7bda
Craig Short,eng ENG,DF,36,14,13,1053,11.7,1,0,1,1,0,0,1,1,0.09,0.00,0.09,0.09,0.09,Matches,ff7178f7
David Thompson,eng ENG,MF,26,24,11,1179,13.1,0,3,3,0,0,0,4,1,0.00,0.23,0.23,0.00,0.23,Matches,5696222a
Michael Gray,eng ENG,DFMF,29,9,9,803,8.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fefae709
Robbie Savage,wls WAL,MF,29,9,9,724,8.0,0,1,1,,,,3,0,0.00,0.12,0.12,,,Matches,f60a24de
Paul Gallagher,sct SCO,FWMF,19,16,5,524,5.8,2,1,3,2,0,0,0,0,0.34,0.17,0.52,0.34,0.52,Matches,9f0fb63c
Jay Bothroyd,eng ENG,FW,22,11,5,488,5.4,1,0,1,1,0,0,0,1,0.18,0.00,0.18,0.18,0.18,Matches,8cdc5afd
Lorenzo Amoruso,it ITA,DF,33,6,5,453,5.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,264b69a0
Jay McEveley,sct SCO,DF,19,5,5,450,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c5c63c9a
Matt Jansen,eng ENG,FW,26,7,3,298,3.3,2,0,2,2,0,0,0,0,0.60,0.00,0.60,0.60,0.60,Matches,fac73006
Youri Djorkaeff,fr FRA,FWMF,36,3,3,198,2.2,0,1,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches,e9f1bedd
Dwight Yorke,tt TRI,FWMF,32,4,2,190,2.1,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,2d0a99d3
Vratislav Greško,sk SVK,DF,27,3,2,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,81bc6dbe
Javier de Pedro,es ESP,MF,30,2,1,59,0.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0023e354
Jemal Johnson,us USA,FWMF,19,3,0,87,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fe5f6d53
Jonathan Douglas,ie IRL,MF,22,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7670e1c6
Matt Derbyshire,eng ENG,FW,18,1,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,193ed0c0
Squad Total,,,27.8,38,414,3420,38.0,31,24,55,29,2,3,75,5,0.82,0.63,1.45,0.76,1.39,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
