,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Wayne Routledge,eng ENG,FWMF,19,38,38,3140,34.9,0,9,9,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,1d387eee
Andrew Johnson,eng ENG,FW,23,37,37,3327,37.0,21,3,24,11,10,12,4,0,0.57,0.08,0.65,0.30,0.38,Matches,facd1b3e
Fitz Hall,eng ENG,DFFW,23,36,36,3171,35.2,2,0,2,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,f799f31c
Danny Granville,eng ENG,DF,29,35,35,3114,34.6,3,0,3,3,0,0,7,0,0.09,0.00,0.09,0.09,0.09,Matches,1ba9184d
Michael Hughes,nir NIR,MF,32,36,34,3014,33.5,2,2,4,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches,65085487
Gábor Király,hu HUN,GK,28,32,32,2880,32.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,6603a18c
Aki Riihilahti,fi FIN,MF,27,31,28,2237,24.9,4,4,8,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches,27da5710
Emmerson Boyce,bb BRB,DF,24,27,26,2342,26.0,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,84bfbd38
Tony Popovic,au AUS,DF,31,23,21,1841,20.5,2,1,3,2,0,0,4,0,0.10,0.05,0.15,0.10,0.15,Matches,2b3507ad
Joonas Kolkka,fi FIN,MF,29,23,20,1706,19.0,3,2,5,3,0,0,1,0,0.16,0.11,0.26,0.16,0.26,Matches,e5a99524
Mikele Leigertwood,ag ATG,DFMF,21,20,16,1564,17.4,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,3cd9228b
Tom Soares,eng ENG,MF,18,22,16,1554,17.3,0,2,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches,b46e5985
Ben Watson,eng ENG,MF,19,21,16,1394,15.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,df540668
Gonzalo Sorondo,uy URU,DF,24,20,16,1356,15.1,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches,1eef476a
Dougie Freedman,sct SCO,FW,30,20,10,888,9.9,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches,40d2372e
Mark Hudson,eng ENG,DF,22,7,7,630,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,e4e3de44
Danny Butterfield,eng ENG,DFMF,24,7,7,545,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d0ef7f30
Vasilis Lakis,gr GRE,FWMF,27,18,6,676,7.5,0,1,1,0,0,0,2,1,0.00,0.13,0.13,0.00,0.13,Matches,b0517083
Julián Speroni,ar ARG,GK,25,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8e65a5e5
Darren Powell,eng ENG,DF,28,6,4,437,4.9,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,a86b61bb
Sándor Torghelle,hu HUN,FW,22,12,3,397,4.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,53307464
Gary Borrowdale,eng ENG,DF,19,7,2,278,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e6076933
Shaun Derry,eng ENG,MF,26,7,1,119,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e3606bf2
Iván Kaviedes,ec ECU,FW,26,4,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94c89cb3
Wayne Andrews,eng ENG,FW,26,9,0,124,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ac95c49a
Nicola Ventola,it ITA,FW,26,3,0,76,0.8,1,0,1,1,0,0,0,0,1.18,0.00,1.18,1.18,1.18,Matches,dc7672a6
Neil Shipperley,eng ENG,FW,29,1,0,14,0.2,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82dabdf3
Squad Total,,,25.7,38,418,3420,38.0,43,26,69,33,10,12,59,3,1.13,0.68,1.82,0.87,1.55,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
