,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ledley King,eng ENG,DFMF,23,38,38,3420,38.0,2,0,2,2,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,83ca192d
Paul Robinson,eng ENG,GK,24,36,36,3214,35.7,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,3515ba56
Jermain Defoe,eng ENG,FW,21,35,28,2525,28.1,13,2,15,13,0,0,5,0,0.46,0.07,0.53,0.46,0.53,Matches,f1e8372d
Erik Edman,se SWE,DF,25,28,28,2382,26.5,1,2,3,1,0,0,3,0,0.04,0.08,0.11,0.04,0.11,Matches,cf98b935
Noureddine Naybet,ma MAR,DF,34,27,27,2327,25.9,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,fa01d80f
Michael Carrick,eng ENG,MF,23,29,26,2373,26.4,0,4,4,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,ab7263c1
Robbie Keane,ie IRL,FW,24,35,23,2190,24.3,11,5,16,10,1,1,0,0,0.45,0.21,0.66,0.41,0.62,Matches,f45e1bb2
Noé Pamarot,fr FRA,DF,25,23,23,1948,21.6,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,Matches,6036afc6
Frédéric Kanouté,ml MLI,FW,26,32,22,1990,22.1,7,6,13,7,0,0,4,1,0.32,0.27,0.59,0.32,0.59,Matches,1a24d5b6
Pedro Mendes,pt POR,MF,25,24,22,1950,21.7,1,1,2,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,Matches,801c23c5
Michael Brown,eng ENG,MF,27,24,20,1713,19.0,1,3,4,1,0,0,8,0,0.05,0.16,0.21,0.05,0.21,Matches,85543572
Simon Davies,wls WAL,MF,24,21,17,1629,18.1,0,3,3,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,522b6d6c
Timothée Atouba,cm CMR,DF,22,18,15,1397,15.5,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,8c0c6e13
Stephen Kelly,ie IRL,DF,20,17,13,1281,14.2,2,0,2,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,4d7dd756
Andy Reid,ie IRL,MF,22,13,13,1077,12.0,1,1,2,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,Matches,8c4c0cf8
Reto Ziegler,ch SUI,DFMF,18,23,12,1093,12.1,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches,facb3c57
Sean Davis,eng ENG,MF,24,15,11,1028,11.4,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,c3feaa94
Jamie Redknapp,eng ENG,MF,31,14,9,762,8.5,,1,,,,,5,,,0.12,,,,Matches,c337443d
Anthony Gardner,eng ENG,DF,23,17,8,830,9.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0f2da318
Michael Dawson,eng ENG,DF,20,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4771114f
Rohan Ricketts,eng ENG,MF,21,6,5,375,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78d55186
Mido,eg EGY,FW,21,9,4,381,4.2,2,0,2,2,0,0,1,0,0.47,0.00,0.47,0.47,0.47,Matches,91d87d09
Dean Marney,eng ENG,MF,20,5,3,300,3.3,2,1,3,2,0,0,3,0,0.60,0.30,0.90,0.60,0.90,Matches,b3379356
Johnnie Jackson,eng ENG,MF,21,8,3,274,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1853aad9
Radek Černý,cz CZE,GK,30,3,2,206,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,190c0bb8
Goran Bunjevčević,rs SRB,DF,31,3,2,186,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c29307da
Philip Ifil,eng ENG,DF,17,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,37b04be1
Mbulelo Mabizela,za RSA,DFMF,23,1,1,66,0.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92b06426
Mark Yeates,ie IRL,DFFW,19,2,0,32,0.4,0,0,0,0,0,,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b3922703
Gary Doherty,ie IRL,DFFW,24,1,0,21,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,db5c50dd
Calum Davenport,eng ENG,DF,21,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f59901c
Squad Total,,,24.8,38,412,3420,38.0,47,32,79,46,1,1,58,1,1.24,0.84,2.08,1.21,2.05,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
