,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Danny Murphy,eng ENG,MF,27,38,37,3240,36.0,3,7,10,3,0,0,4,0,0.08,0.19,0.28,0.08,0.28,Matches,03a97c40
Dean Kiely,ie IRL,GK,33,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0012caa1
Luke Young,eng ENG,DF,25,36,36,3240,36.0,2,2,4,2,0,0,4,0,0.06,0.06,0.11,0.06,0.11,Matches,409a29d7
Hermann Hreiðarsson,is ISL,DF,30,34,33,2959,32.9,1,3,4,1,0,0,4,0,0.03,0.09,0.12,0.03,0.12,Matches,18e3787e
Matt Holland,ie IRL,MF,30,32,31,2692,29.9,3,1,4,3,0,0,0,0,0.10,0.03,0.13,0.10,0.13,Matches,87c9a037
Jonathan Fortune,eng ENG,DF,23,31,28,2586,28.7,2,0,2,2,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,dfa0cd77
Talal El Karkouri,ma MAR,DFMF,28,32,28,2498,27.8,5,0,5,5,0,0,5,1,0.18,0.00,0.18,0.18,0.18,Matches,a6292419
Radostin Kishishev,bg BUL,DFMF,30,31,27,2199,24.4,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches,d06e83b4
Shaun Bartlett,za RSA,FW,31,25,25,2039,22.7,6,3,9,6,0,0,0,1,0.26,0.13,0.40,0.26,0.40,Matches,0bbb893d
Jerome Thomas,eng ENG,FWMF,21,24,21,1704,18.9,3,2,5,3,0,0,3,0,0.16,0.11,0.26,0.16,0.26,Matches,94cf0dab
Dennis Rommedahl,dk DEN,FWMF,26,26,19,1663,18.5,2,0,2,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,5cf3dd42
Chris Perry,eng ENG,DF,31,19,17,1503,16.7,1,0,1,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches,2f43aa1c
Paul Konchesky,eng ENG,DFFW,23,28,15,1546,17.2,1,2,3,1,0,0,3,0,0.06,0.12,0.17,0.06,0.17,Matches,941bcf75
Jonatan Johansson,fi FIN,FW,28,26,15,1447,16.1,4,1,5,4,0,0,0,0,0.25,0.06,0.31,0.25,0.31,Matches,bc8c9864
Kevin Lisbie,jm JAM,FW,25,17,12,1133,12.6,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,e509ea01
Bryan Hughes,eng ENG,MF,28,17,10,963,10.7,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,2afff071
Francis Jeffers,eng ENG,FW,23,20,9,862,9.6,3,3,6,3,0,0,2,0,0.31,0.31,0.63,0.31,0.63,Matches,21b2c885
Jason Euell,jm JAM,FWMF,27,26,7,950,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,d97fe8bd
Mark Fish,za RSA,DFFW,30,7,6,509,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71e120b7
Graham Stuart,eng ENG,FWMF,33,4,4,343,3.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,159c714f
Stephan Andersen,dk DEN,GK,22,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,314c2af0
Lloyd Sam,gh GHA,MF,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5d398e26
Squad Total,,,28.0,38,414,3420,38.0,41,28,69,41,0,0,39,4,1.08,0.74,1.82,1.08,1.82,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
