,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Russell Hoult,eng ENG,GK,31,36,36,3172,35.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,92f8fb89
Neil Clement,eng ENG,DF,25,35,35,3099,34.4,3,0,3,3,0,0,3,1,0.09,0.00,0.09,0.09,0.09,Matches,d33e645f
Jonathan Greening,eng ENG,MF,25,34,32,2837,31.5,0,9,9,0,0,0,4,1,0.00,0.29,0.29,0.00,0.29,Matches,892c1d7a
Zoltán Gera,hu HUN,MF,25,38,31,2722,30.2,6,3,9,6,0,0,4,0,0.20,0.10,0.30,0.20,0.30,Matches,08bd23a0
Paul Robinson,eng ENG,DF,25,30,28,2491,27.7,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,80cdbbe1
Riccardo Scimeca,eng ENG,DFMF,29,33,27,2476,27.5,0,3,3,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches,a0a691c9
Thomas Gaardsøe,dk DEN,DF,24,29,25,2139,23.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,e9a92093
Darren Purse,eng ENG,DF,27,22,22,1953,21.7,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,70137152
Andy Johnson,wls WAL,MF,30,22,22,1848,20.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,8333a39e
Nwankwo Kanu,ng NGA,FW,27,28,21,1927,21.4,2,0,2,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,12578cde
Martin Albrechtsen,dk DEN,DF,24,24,20,1785,19.8,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,01b2ec2b
Ronnie Wallwork,eng ENG,DFMF,26,20,19,1725,19.2,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,cb7b25cf
Robert Earnshaw,wls WAL,FW,23,31,18,1717,19.1,11,1,12,9,2,3,0,0,0.58,0.05,0.63,0.47,0.52,Matches,b3f4b640
Geoff Horsfield,eng ENG,FW,30,29,18,1621,18.0,3,3,6,3,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches,eb3a9b6d
Kevin Campbell,eng ENG,FW,34,16,16,1304,14.5,3,1,4,3,0,0,0,0,0.21,0.07,0.28,0.21,0.28,Matches,b209e651
Kieran Richardson,eng ENG,DFMF,19,12,11,886,9.8,3,1,4,3,0,0,2,0,0.30,0.10,0.41,0.30,0.41,Matches,d2bf40b4
Darren Moore,jm JAM,DF,30,16,10,986,11.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,66f7c69b
Bernt Haas,ch SUI,DF,26,10,9,756,8.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e64591e2
Jason Koumas,wls WAL,MF,24,10,5,531,5.9,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches,e3c6ba7b
Cosmin Contra,ro ROU,DFMF,28,5,5,297,3.3,0,1,1,0,0,0,0,1,0.00,0.30,0.30,0.00,0.30,Matches,9bdc0e80
Richard Chaplow,eng ENG,MF,19,4,3,247,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,66835431
Tomasz Kuszczak,pl POL,GK,22,3,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a924380b
Artim Šakiri,mk MKD,MF,30,3,2,178,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ed710f3d
Scott Dobie,sct SCO,FW,25,5,1,183,2.0,1,0,1,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches,64640563
Junichi Inamoto,jp JPN,MF,24,3,0,119,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ca74b294
Robert Hulse,eng ENG,FW,24,5,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,edaf9ca0
Lloyd Dyer,eng ENG,MF,21,4,0,83,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4181c53d
Squad Total,,,27.1,38,422,3420,38.0,34,25,59,32,2,3,44,5,0.89,0.66,1.55,0.84,1.50,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
