,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ashley Cole,eng ENG,DF,23,35,35,3150,35.0,2,1,3,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,Matches,be091289
Kolo Touré,ci CIV,DF,23,35,35,3135,34.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3301c9f4
Lauren,cm CMR,DF,27,33,32,2939,32.7,1,4,5,0,1,1,4,0,0.03,0.12,0.15,0.00,0.12,Matches,0c662413
Patrick Vieira,fr FRA,MF,28,32,32,2796,31.1,6,6,12,6,0,0,9,0,0.19,0.19,0.39,0.19,0.39,Matches,f90f1086
Thierry Henry,fr FRA,FW,26,32,31,2826,31.4,25,14,39,25,0,1,2,0,0.80,0.45,1.24,0.80,1.24,Matches,c0c5ee74
Jens Lehmann,de GER,GK,34,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1ca1129
Robert Pirès,fr FRA,FWMF,30,33,26,2317,25.7,14,4,18,13,1,1,2,0,0.54,0.16,0.70,0.50,0.66,Matches,59bfafcf
José Antonio Reyes,es ESP,MF,20,30,25,2013,22.4,9,10,19,9,0,0,3,0,0.40,0.45,0.85,0.40,0.85,Matches,19058f02
Cesc Fàbregas,es ESP,FWMF,17,33,24,2117,23.5,2,5,7,2,0,0,4,0,0.09,0.21,0.30,0.09,0.30,Matches,33508c78
Freddie Ljungberg,se SWE,FWMF,27,26,24,2004,22.3,10,8,18,10,0,0,2,0,0.45,0.36,0.81,0.45,0.81,Matches,5d9e8825
Dennis Bergkamp,nl NED,FW,35,29,20,1921,21.3,8,12,20,8,0,0,1,0,0.37,0.56,0.94,0.37,0.94,Matches,d8703fda
Sol Campbell,eng ENG,DFFW,29,16,16,1421,15.8,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,3e3b2fbd
Pascal Cygan,fr FRA,DF,30,15,15,1284,14.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,96d186cf
Gilberto Silva,br BRA,DFMF,27,13,13,1126,12.5,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches,6e6e1b83
Philippe Senderos,ch SUI,DF,19,13,12,1088,12.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b1d82fc2
Robin van Persie,nl NED,FW,20,26,12,996,11.1,5,0,5,5,0,0,4,1,0.45,0.00,0.45,0.45,0.45,Matches,3fcab3a8
Manuel Almunia,es ESP,GK,27,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f6b2f8c
Mathieu Flamini,fr FRA,MF,20,21,9,961,10.7,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches,148d4105
Gaël Clichy,fr FRA,DF,19,15,7,774,8.6,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,450ad405
Edu Gaspar,br BRA,MF,26,12,6,590,6.6,2,1,3,1,1,1,1,0,0.31,0.15,0.46,0.15,0.31,Matches,0471f2a2
Justin Hoyte,tt TRI,DF,19,5,4,371,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b57b7582
Jermaine Pennant,eng ENG,MF,21,7,1,210,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c6043950
Quincy Owusu-Abeyie,gh GHA,FWMF,18,1,1,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a1d1f404
Jérémie Aliadière,fr FRA,FWMF,21,4,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,68ef3d96
Emmanuel Eboué,ci CIV,DFMF,21,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1bfae04c
Squad Total,,,26.2,38,417,3420,38.0,86,68,154,83,3,4,47,1,2.26,1.79,4.05,2.18,3.97,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
