,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Craig Fleming,eng ENG,DF,32,38,38,3420,38.0,1,2,3,1,0,0,2,0,0.03,0.05,0.08,0.03,0.08,Matches,14cfdd19
Robert Green,eng ENG,GK,24,38,38,3392,37.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a350680b
Darren Huckerby,eng ENG,FWMF,28,37,36,3186,35.4,6,6,12,4,2,3,0,0,0.17,0.17,0.34,0.11,0.28,Matches,906c8f78
Damien Francis,jm JAM,MF,25,32,32,2866,31.8,7,1,8,7,0,0,3,0,0.22,0.03,0.25,0.22,0.25,Matches,5a0cd907
Adam Drury,eng ENG,DF,25,33,31,2815,31.3,1,2,3,1,0,0,2,0,0.03,0.06,0.10,0.03,0.10,Matches,cc8f5f70
Marc Edworthy,eng ENG,DF,31,28,27,2345,26.1,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,fc761a49
Leon McKenzie,eng ENG,FW,26,37,24,2417,26.9,7,4,11,7,0,0,4,0,0.26,0.15,0.41,0.26,0.41,Matches,52e5b37f
David Bentley,eng ENG,MF,19,26,22,2005,22.3,2,3,5,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,Matches,a00fbcec
Simon Charlton,eng ENG,DF,32,24,22,1878,20.9,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches,d52b42c9
Gary Holt,sct SCO,MF,31,27,21,1916,21.3,0,1,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,Matches,d2337a97
Mattias Jonson,se SWE,FWMF,30,28,19,1488,16.5,0,2,2,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,Matches,ba36e6b1
Gary Doherty,ie IRL,DFFW,24,20,17,1499,16.7,2,0,2,2,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,db5c50dd
Dean Ashton,eng ENG,FW,20,16,16,1421,15.8,7,3,10,6,1,1,0,0,0.44,0.19,0.63,0.38,0.57,Matches,093e333b
Thomas Helveg,dk DEN,DF,33,20,16,1338,14.9,0,2,2,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches,8388b5e0
Youssef Safri,ma MAR,MF,27,18,13,1083,12.0,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,96c42690
Jason Shackell,eng ENG,DF,20,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8d8655a9
Mathias Svensson,se SWE,FW,29,22,10,936,10.4,4,3,7,4,0,0,1,0,0.38,0.29,0.67,0.38,0.67,Matches,d735eec3
Philip Mulryne,nir NIR,MF,26,10,8,638,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,03bd078e
Graham Stuart,eng ENG,FWMF,33,8,7,574,6.4,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,159c714f
Jim Brennan,ca CAN,DFMF,27,10,6,603,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67b576b3
Paul McVeigh,nir NIR,FWMF,26,17,3,500,5.6,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,ccbff661
Ryan Jarvis,eng ENG,FW,18,4,1,114,1.3,1,0,1,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79,Matches,c1152711
Ian Henderson,eng ENG,FWMF,19,3,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,afb0fae3
Danny Crow,eng ENG,FW,18,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e832e99
Darren Ward,wls WAL,GK,30,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,50a0781d
Squad Total,,,27.6,38,422,3420,38.0,41,29,70,38,3,4,35,2,1.08,0.76,1.84,1.00,1.76,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
