,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Kevin Kilbane,ie IRL,DFMF,27,38,37,3220,35.8,1,3,4,1,0,0,3,0,0.03,0.08,0.11,0.03,0.11,Matches,56cf4517
Tony Hibbert,eng ENG,DF,23,36,35,3185,35.4,0,1,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,Matches,c878c4bf
Lee Carsley,ie IRL,MF,30,36,35,3029,33.7,4,2,6,4,0,0,7,0,0.12,0.06,0.18,0.12,0.18,Matches,8393a60b
David Weir,sct SCO,DF,34,34,34,3034,33.7,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches,ba286fd8
Tim Cahill,au AUS,FWMF,24,33,33,2668,29.6,11,5,16,11,0,0,11,1,0.37,0.17,0.54,0.37,0.54,Matches,e5a2dfc2
Nigel Martyn,eng ENG,GK,37,32,32,2835,31.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8977904e
Alessandro Pistone,it ITA,DF,29,33,32,2742,30.5,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,956096ee
Marcus Bent,eng ENG,FW,26,37,31,2659,29.5,6,4,10,6,0,0,2,0,0.20,0.14,0.34,0.20,0.34,Matches,69166246
Alan Stubbs,eng ENG,DF,32,31,29,2440,27.1,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches,474865f9
Leon Osman,eng ENG,MF,23,29,24,2163,24.0,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,Matches,a014c247
Thomas Gravesen,dk DEN,MF,28,21,20,1814,20.2,4,6,10,2,2,2,3,0,0.20,0.30,0.50,0.10,0.40,Matches,b769b5bd
Joseph Yobo,ng NGA,DF,23,27,19,1772,19.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,acd633df
Steve Watson,eng ENG,DFMF,30,25,12,1186,13.2,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,302d8e76
Mikel Arteta,es ESP,MF,22,12,10,810,9.0,1,3,4,1,0,0,5,0,0.11,0.33,0.44,0.11,0.44,Matches,d934d1e6
James McFadden,sct SCO,FWMF,21,23,7,769,8.5,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,2cfdae75
James Beattie,eng ENG,FW,26,11,7,567,6.3,1,0,1,1,0,0,1,1,0.16,0.00,0.16,0.16,0.16,Matches,7c881089
Duncan Ferguson,sct SCO,FW,32,35,6,1220,13.6,5,3,8,5,0,0,2,1,0.37,0.22,0.59,0.37,0.59,Matches,9593e964
Richard Wright,eng ENG,GK,26,7,6,585,6.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9e2e2ae
Gary Naysmith,sct SCO,DFMF,25,11,5,465,5.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,71cbf286
Kevin Campbell,eng ENG,FW,34,6,4,307,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b209e651
James Vaughan,eng ENG,FW,16,2,0,26,0.3,1,0,1,1,0,0,0,0,3.46,0.00,3.46,3.46,3.46,Matches,4fb0dc59
Nick Chadwick,eng ENG,FW,21,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6602cb4
Squad Total,,,28.5,38,414,3420,38.0,45,34,79,43,2,3,57,4,1.18,0.89,2.08,1.13,2.03,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
