,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jamie Carragher,eng ENG,DFMF,26,38,38,3420,38.0,0,2,2,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,d0ebce19
John Arne Riise,no NOR,DFMF,23,37,34,2984,33.2,6,7,13,6,0,0,2,0,0.18,0.21,0.39,0.18,0.39,Matches,9bf988c2
Sami Hyypiä,fi FIN,DF,30,32,32,2781,30.9,2,0,2,2,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,087b932d
Steve Finnan,ie IRL,DF,28,33,29,2546,28.3,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches,5596a89f
Steven Gerrard,eng ENG,MF,24,30,28,2463,27.4,7,4,11,7,0,1,3,0,0.26,0.15,0.40,0.26,0.40,Matches,caeb5442
Luis García,es ESP,MF,26,29,26,2344,26.0,8,4,12,8,0,0,6,0,0.31,0.15,0.46,0.31,0.46,Matches,a5c8d2b7
Jerzy Dudek,pl POL,GK,31,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1064659d
Dietmar Hamann,de GER,MF,30,30,23,2026,22.5,0,6,6,0,0,0,6,0,0.00,0.27,0.27,0.00,0.27,Matches,01c05efb
Milan Baroš,cz CZE,FW,22,26,22,1857,20.6,9,1,10,7,2,3,2,1,0.44,0.05,0.48,0.34,0.39,Matches,f3a9a99b
Xabi Alonso,es ESP,MF,22,24,20,1809,20.1,2,4,6,2,0,0,1,0,0.10,0.20,0.30,0.10,0.30,Matches,dc001a06
Djimi Traoré,ml MLI,DF,24,26,18,1770,19.7,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches,b8c992d8
Harry Kewell,au AUS,FWMF,25,18,15,1399,15.5,1,2,3,1,0,0,0,0,0.06,0.13,0.19,0.06,0.19,Matches,51ef13b9
Josemi,es ESP,DF,24,15,13,1124,12.5,0,1,1,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08,Matches,e85dd0fc
Fernando Morientes,es ESP,FW,28,13,12,1015,11.3,3,0,3,3,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,bceebb25
Mauricio Pellegrino,ar ARG,DF,32,12,11,912,10.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8b3d6528
Stephen Warnock,eng ENG,DF,22,19,11,803,8.9,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,07869028
Djibril Cissé,fr FRA,FW,22,16,10,932,10.4,4,1,5,3,1,1,0,0,0.39,0.10,0.48,0.29,0.39,Matches,7e6917be
Chris Kirkland,eng ENG,GK,23,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,710265d2
Antonio Núñez,es ESP,MF,25,18,8,902,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,df89070b
Igor Bišćan,hr CRO,DFMF,26,19,8,728,8.1,2,0,2,2,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches,3597a728
Florent Sinama Pongolle,fr FRA,FW,19,16,6,669,7.4,2,0,2,2,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches,f222974d
Neil Mellor,eng ENG,FW,21,9,6,477,5.3,2,0,2,2,0,0,0,0,0.38,0.00,0.38,0.38,0.38,Matches,f18d8642
Salif Diao,sn SEN,MF,27,8,4,417,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,acc326da
Scott Carson,eng ENG,GK,18,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e1550ee
Vladimír Šmicer,cz CZE,FWMF,31,10,2,333,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,134c46b4
Anthony Le Tallec,fr FRA,FWMF,19,4,2,218,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5d81fb2c
John Welsh,eng ENG,MF,20,3,2,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9713e675
Darren Potter,ie IRL,MF,19,2,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fc561eff
David Raven,eng ENG,DF,19,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,055ddd29
Squad Total,,,26.2,38,414,3420,38.0,49,42,91,46,3,5,45,2,1.29,1.11,2.39,1.21,2.32,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
