,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Rory Delap,ie IRL,MF,28,37,34,3028,33.6,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches,9b0dac73
Claus Lundekvam,no NOR,DF,31,34,33,3015,33.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,22de8419
Antti Niemi,fi FIN,GK,32,28,28,2436,27.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79c3c101
Paul Telfer,sct SCO,DFMF,32,30,26,2440,27.1,0,2,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,7b3990c5
Andreas Jakobsson,se SWE,DFMF,31,27,24,2031,22.6,2,0,2,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,4fa47ef0
Graeme Le Saux,eng ENG,DF,35,25,24,1932,21.5,1,3,4,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,Matches,0bd42c09
Kevin Phillips,eng ENG,FW,31,30,21,2091,23.2,10,1,11,9,1,1,3,0,0.43,0.04,0.47,0.39,0.43,Matches,23d97ca1
Anders Svensson,se SWE,MF,28,30,21,2018,22.4,4,0,4,4,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,2c29fd2a
Danny Higginbotham,gi GIB,DF,25,21,20,1807,20.1,1,0,1,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,Matches,688135a1
David Prutton,eng ENG,MF,22,23,19,1687,18.7,2,2,4,2,0,0,8,1,0.11,0.11,0.21,0.11,0.21,Matches,7123fdc0
Peter Crouch,eng ENG,FW,23,27,18,1790,19.9,12,6,18,11,1,1,1,1,0.60,0.30,0.91,0.55,0.85,Matches,73d9bdc7
Jamie Redknapp,eng ENG,MF,31,16,16,1428,15.9,,2,,,,,5,,,0.13,,,,Matches,c337443d
Fabrice Fernandes,fr FRA,MF,24,16,14,1111,12.3,0,4,4,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches,9838d388
Nigel Quashie,sct SCO,MF,26,13,13,1170,13.0,1,2,3,,,,1,0,0.08,0.15,0.23,,,Matches,9b9a2d62
Olivier Bernard,fr FRA,DF,24,13,12,1106,12.3,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,a14778f2
Mikael Nilsson,se SWE,DFMF,26,16,12,1029,11.4,0,1,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,Matches,28c3714e
James Beattie,eng ENG,FW,26,11,11,808,9.0,3,1,4,2,1,1,0,0,0.33,0.11,0.45,0.22,0.33,Matches,7c881089
Henri Camara,sn SEN,FW,27,13,10,910,10.1,4,0,4,4,0,0,2,0,0.40,0.00,0.40,0.40,0.40,Matches,b2b48ae0
Darren Kenton,eng ENG,DF,25,9,9,792,8.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,93040d46
Dexter Blackstock,ag ATG,FW,18,9,8,680,7.6,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,803907c3
Matt Oakley,eng ENG,MF,26,7,6,420,4.7,1,1,2,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches,79974582
Neil McCann,sct SCO,MF,29,11,5,580,6.4,0,2,2,0,0,0,3,0,0.00,0.31,0.31,0.00,0.31,Matches,01ba4d73
Paul Smith,eng ENG,GK,24,6,5,535,5.9,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,51551bec
Calum Davenport,eng ENG,DF,21,7,5,501,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f59901c
Brett Ormerod,eng ENG,FW,27,9,5,440,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fde1ce8d
Jelle Van Damme,be BEL,DFMF,20,6,4,391,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,406eb232
Jason Dodd,eng ENG,DF,33,5,4,367,4.1,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,df15c7a1
Kasey Keller,us USA,GK,34,4,4,360,4.0,0,0,0,,,,0,0,0.00,0.00,0.00,,,Matches,5b5bcd83
Martin Cranie,eng ENG,DF,17,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e53837d
Yoann Folly,tg TOG,MF,19,3,1,129,1.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8dfe153d
Alan Blayney,nir NIR,GK,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,16c7a4a9
Michael Svensson,se SWE,DF,28,1,1,90,1.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,123a0e8f
Leon Best,ie IRL,FW,17,2,1,78,0.9,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0780ab75
Kenwyne Jones,tt TRI,FW,19,2,1,47,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5f3b634e
Léandre Griffit,fr FRA,FWMF,20,2,0,34,0.4,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cecd7a6a
Squad Total,,,28.4,38,415,3420,38.0,44,30,74,41,3,3,45,2,1.16,0.79,1.95,1.08,1.87,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
