,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Frank Lampard,eng ENG,MF,26,38,38,3413,37.9,13,18,31,10,3,3,6,0,0.34,0.47,0.82,0.26,0.74,Matches,268df6b1
Claude Makélélé,fr FRA,MF,31,36,36,3240,36.0,1,2,3,1,0,1,6,0,0.03,0.06,0.08,0.03,0.08,Matches,c27d01de
John Terry,eng ENG,DF,23,36,36,3240,36.0,3,1,4,3,0,0,7,0,0.08,0.03,0.11,0.08,0.11,Matches,68517cfd
Petr Čech,cz CZE,GK,22,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71672fa0
Eiður Guðjohnsen,is ISL,FWMF,25,37,30,2494,27.7,12,6,18,11,1,1,1,0,0.43,0.22,0.65,0.40,0.61,Matches,32fc9ff2
Paulo Ferreira,pt POR,DF,25,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4ca16d65
William Gallas,fr FRA,DF,26,28,28,2446,27.2,2,1,3,2,0,0,1,0,0.07,0.04,0.11,0.07,0.11,Matches,286fb7e0
Damien Duff,ie IRL,FWMF,25,30,28,2396,26.6,6,7,13,6,0,0,1,0,0.23,0.26,0.49,0.23,0.49,Matches,057a6936
Ricardo Carvalho,pt POR,DF,26,25,22,1969,21.9,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,57e7081e
Tiago Mendes,pt POR,MF,23,34,21,1968,21.9,4,3,7,4,0,0,4,0,0.18,0.14,0.32,0.18,0.32,Matches,5e0f7b89
Joe Cole,eng ENG,MF,22,28,19,1629,18.1,8,2,10,8,0,0,5,0,0.44,0.11,0.55,0.44,0.55,Matches,2c2f117b
Didier Drogba,ci CIV,FW,26,26,18,1632,18.1,10,5,15,10,0,0,2,0,0.55,0.28,0.83,0.55,0.83,Matches,945dea33
Arjen Robben,nl NED,FWMF,20,18,14,1255,13.9,7,9,16,7,0,0,5,0,0.50,0.65,1.15,0.50,1.15,Matches,09586899
Glen Johnson,eng ENG,DF,19,17,13,1159,12.9,0,2,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,8cceca90
Wayne Bridge,eng ENG,DF,23,15,12,1150,12.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86b982bc
Alexey Smertin,ru RUS,MF,29,16,11,778,8.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,006d419b
Mateja Kežman,rs SRB,FW,25,25,6,739,8.2,4,0,4,3,1,1,3,0,0.49,0.00,0.49,0.37,0.37,Matches,41985204
Geremi,cm CMR,DFMF,25,13,6,592,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3571f3d1
Robert Huth,de GER,DF,19,10,6,541,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0bd1ea64
Jiří Jarošík,cz CZE,DFMF,26,14,3,436,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,55ea6bb4
Celestine Babayaro,ng NGA,DFMF,25,4,3,282,3.1,0,1,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,Matches,dd4e6b97
Carlo Cudicini,it ITA,GK,30,3,3,261,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df77463a
Scott Parker,eng ENG,MF,23,4,1,128,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,65faf2a1
Adrian Mutu,ro ROU,FWMF,25,2,0,51,0.6,0,1,1,0,0,0,0,0,0.00,1.76,1.76,0.00,1.76,Matches,7af7fbd8
Mikael Forssell,fi FIN,FW,23,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1454df8d
Lenny Pidgeley,eng ENG,GK,20,1,0,9,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2469d4e
Filipe Oliveira,pt POR,DFMF,20,1,0,7,0.1,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0351477
Nuno Morais,pt POR,DFMF,20,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6170459
Anthony Grant,jm JAM,DFMF,17,1,0,1,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,79b041fa
Steven Watt,sct SCO,DF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b45e651
Squad Total,,,25.2,38,422,3420,38.0,71,58,129,66,5,6,51,0,1.87,1.53,3.39,1.74,3.26,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
