,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Thomas Sørensen,dk DEN,GK,28,36,36,3195,35.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31d82fec
Jlloyd Samuel,tt TRI,DFMF,23,35,34,3009,33.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,efc9ff16
Gareth Barry,eng ENG,MF,23,34,33,2837,31.5,7,1,8,4,3,3,2,0,0.22,0.03,0.25,0.13,0.16,Matches,7dbbe367
Nolberto Solano,pe PER,MF,29,36,32,2788,31.0,8,5,13,8,0,0,6,0,0.26,0.16,0.42,0.26,0.42,Matches,37e7c753
Ulises de la Cruz,ec ECU,DF,30,34,30,2834,31.5,0,5,5,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,36e01a2c
Juan Pablo Ángel,co COL,FW,28,35,30,2718,30.2,7,5,12,7,0,3,2,0,0.23,0.17,0.40,0.23,0.40,Matches,f0848ae1
Olof Mellberg,se SWE,DFMF,26,30,30,2655,29.5,3,1,4,3,0,0,6,0,0.10,0.03,0.14,0.10,0.14,Matches,1c95e93d
Mark Delaney,wls WAL,DF,28,30,30,2544,28.3,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,882f42b8
Lee Hendrie,eng ENG,MF,27,29,25,2062,22.9,5,2,7,5,0,0,9,1,0.22,0.09,0.31,0.22,0.31,Matches,8716663c
Gavin McCann,eng ENG,MF,26,20,20,1765,19.6,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,d1e78f75
Steven Davis,nir NIR,MF,19,28,19,1892,21.0,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches,cf15bbb1
Carlton Cole,eng ENG,FW,20,27,18,1511,16.8,3,4,7,3,0,0,1,0,0.18,0.24,0.42,0.18,0.42,Matches,51b2effb
Thomas Hitzlsperger,de GER,MF,22,28,17,1582,17.6,2,2,4,2,0,0,1,0,0.11,0.11,0.23,0.11,0.23,Matches,2757060a
Darius Vassell,eng ENG,FWMF,24,21,17,1398,15.5,2,1,3,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,Matches,e342b5e7
Liam Ridgewell,eng ENG,DF,20,15,12,1129,12.5,1,0,1,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,Matches,7c9e057e
Martin Laursen,dk DEN,DF,27,12,12,1035,11.5,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches,ab40cc8b
Mathieu Berson,fr FRA,MF,24,11,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,31d48214
Luke Moore,eng ENG,FW,18,25,5,849,9.4,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,bf06d13a
Peter Whittingham,eng ENG,MF,19,13,5,568,6.3,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,f2286f20
Eric Djemba-Djemba,cm CMR,MF,23,6,4,357,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f7c35434
Stefan Postma,nl NED,GK,27,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bdfdc32
Stefan Moore,eng ENG,FW,20,1,0,4,0.0,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d88b261e
Squad Total,,,25.7,38,421,3420,38.0,43,34,77,40,3,6,57,2,1.13,0.89,2.03,1.05,1.95,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
