,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gary Kelly,ie IRL,DF,29,37,37,3313,36.8,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,1832e33c
Paul Robinson,eng ENG,GK,23,36,36,3238,36.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,3515ba56
Alan Smith,eng ENG,FWMF,22,35,35,3139,34.9,9,3,12,8,1,1,6,0,0.26,0.09,0.34,0.23,0.32,Matches,fdac06ea
Jermaine Pennant,eng ENG,MF,20,36,34,2969,33.0,2,6,8,2,0,0,5,0,0.06,0.18,0.24,0.06,0.24,Matches,c6043950
Dominic Matteo,sct SCO,DFMF,29,33,33,2883,32.0,2,0,2,2,0,0,10,1,0.06,0.00,0.06,0.06,0.06,Matches,f6ea8457
Mark Viduka,au AUS,FW,27,30,30,2535,28.2,11,3,14,9,2,2,4,2,0.39,0.11,0.50,0.32,0.43,Matches,c4c545c7
James Milner,eng ENG,DFMF,17,30,27,2381,26.5,3,0,3,3,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,2f90f6b8
Seth Johnson,eng ENG,FWMF,24,25,24,2035,22.6,2,4,6,2,0,0,5,0,0.09,0.18,0.27,0.09,0.27,Matches,5915b54c
Ian Harte,ie IRL,DF,25,23,21,1910,21.2,1,4,5,0,1,1,0,0,0.05,0.19,0.24,0.00,0.19,Matches,fd4fa092
Michael Duberry,eng ENG,DF,27,19,19,1710,19.0,3,0,3,3,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,db61b520
Steven Caldwell,sct SCO,DF,22,13,13,1170,13.0,1,1,2,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,Matches,6839f68e
Zoumana Camara,fr FRA,DF,24,13,13,1170,13.0,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,dd8ab3d6
Lucas Radebe,za RSA,DF,34,14,11,960,10.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,84d2a0f0
Jody Morris,eng ENG,MF,24,12,11,936,10.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c5002fd1
David Batty,eng ENG,MF,34,12,10,834,9.3,0,1,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,21b2e37b
Didier Domi,fr FRA,DF,25,12,9,814,9.0,0,1,1,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,91736476
Lamine Sakho,sn SEN,FWMF,25,17,9,773,8.6,1,1,2,1,0,0,3,0,0.12,0.12,0.23,0.12,0.23,Matches,5d65dcf4
Salomon Olembé,cm CMR,MF,22,12,8,840,9.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d7ac4a47
Stephen McPhail,ie IRL,MF,23,12,8,773,8.6,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,60c96516
Eirik Bakke,no NOR,MF,25,10,8,721,8.0,1,0,1,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches,5a10a72e
Matthew Kilgallon,eng ENG,DF,19,8,7,631,7.0,2,0,2,2,0,0,0,0,0.29,0.00,0.29,0.29,0.29,Matches,7c6a3c44
Roque Júnior,br BRA,DF,26,5,5,410,4.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,ef2d5206
Jason Wilcox,eng ENG,FWMF,32,6,3,234,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6b9fa9ad
Frazer Richardson,eng ENG,DF,20,4,2,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b3d3a68
Scott Carson,eng ENG,GK,17,3,2,182,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3e1550ee
Michael Bridges,eng ENG,FWMF,24,10,1,276,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a57b3014
Nick Barmby,eng ENG,FWMF,29,6,1,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4af0a400
Aaron Lennon,eng ENG,FWMF,16,11,0,215,2.4,0,1,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,Matches,2ff964a0
Cyril Chapuis,fr FRA,FW,24,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6921a34
Simon Johnson,eng ENG,MF,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dca18241
Squad Total,,,25.1,38,404,3420,38.0,40,28,68,36,4,4,73,5,1.05,0.74,1.79,0.95,1.68,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
