,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steed Malbranque,fr FRA,MF,23,38,38,3319,36.9,6,10,16,4,2,3,3,0,0.16,0.27,0.43,0.11,0.38,Matches,e3df61bc
Edwin van der Sar,nl NED,GK,32,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,98ee8a67
Moritz Volz,de GER,DF,20,33,32,2880,32.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,41b3e74a
Luís Boa Morte,pt POR,FWMF,25,33,32,2788,31.0,9,4,13,9,0,0,9,1,0.29,0.13,0.42,0.29,0.42,Matches,59ab6332
Zat Knight,eng ENG,DF,23,31,30,2718,30.2,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches,607efc45
Sylvain Legwinski,fr FRA,MF,29,32,30,2581,28.7,0,1,1,0,0,0,9,1,0.00,0.03,0.03,0.00,0.03,Matches,b6054175
Lee Clark,eng ENG,MF,30,25,25,2180,24.2,2,3,5,2,0,0,2,0,0.08,0.12,0.21,0.08,0.21,Matches,8bd64c51
Alain Goma,fr FRA,DF,30,23,23,2070,23.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,92ecd444
Sean Davis,eng ENG,MF,23,24,22,1971,21.9,5,2,7,5,0,0,5,0,0.23,0.09,0.32,0.23,0.32,Matches,c3feaa94
Louis Saha,fr FRA,FW,24,21,20,1698,18.9,13,5,18,,,,1,0,0.69,0.27,0.95,,,Matches,7106e4fe
Martin Djetou,fr FRA,DFMF,28,26,19,1760,19.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,59a231bb
Jérôme Bonnissel,fr FRA,DFFW,30,16,16,1357,15.1,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,11588a83
Carlos Bocanegra,us USA,DF,24,15,15,1322,14.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,c76a89aa
Junichi Inamoto,jp JPN,MF,23,22,15,1295,14.4,2,1,3,2,0,0,8,0,0.14,0.07,0.21,0.14,0.21,Matches,ca74b294
Ian Pearce,eng ENG,DF,29,13,12,1095,12.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3537c18f
Barry Hayles,jm JAM,FW,31,26,10,1028,11.4,4,2,6,4,0,0,2,0,0.35,0.18,0.53,0.35,0.53,Matches,e6c506bf
Andy Melville,wls WAL,DFMF,34,9,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d65253c8
Mark Pembridge,wls WAL,MF,32,12,9,699,7.8,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches,0f9d5dee
Brian McBride,us USA,FW,31,16,5,648,7.2,4,1,5,4,0,0,0,0,0.56,0.14,0.69,0.56,0.69,Matches,c3c36568
Adam Green,eng ENG,DF,19,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9085b193
Collins John,nl NED,FW,17,8,3,324,3.6,4,1,5,4,0,0,1,0,1.11,0.28,1.39,1.11,1.39,Matches,735ea819
Bobby Petta,nl NED,MF,28,9,3,319,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d86f5a68
Jon Harley,eng ENG,DF,23,4,3,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c85d7f3
Dean Leacock,eng ENG,DFMF,19,4,3,306,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c3cbae51
Mark Crossley,wls WAL,GK,34,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51a772b8
Steve Marlet,fr FRA,FWMF,29,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches,1d248a46
Malik Buari,eng ENG,DFMF,19,3,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,360803e1
Facundo Sava,ar ARG,FW,29,6,0,108,1.2,1,0,1,1,0,0,0,0,0.83,0.00,0.83,0.83,0.83,Matches,bbc6102c
Darren Pratley,jm JAM,DFMF,18,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bfc3bf1b
Zesh Rehman,pk PAK,DF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,25f78221
Squad Total,,,27.0,38,421,3420,38.0,52,32,84,50,2,3,66,3,1.37,0.84,2.21,1.32,2.16,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
