,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jens Lehmann,de GER,GK,33,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d1ca1129
Thierry Henry,fr FRA,FW,25,37,37,3330,37.0,30,6,36,23,7,7,3,0,0.81,0.16,0.97,0.62,0.78,Matches,c0c5ee74
Kolo Touré,ci CIV,DF,22,37,36,3184,35.4,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches,3301c9f4
Sol Campbell,eng ENG,DFFW,28,35,35,3085,34.3,1,1,2,1,0,0,2,1,0.03,0.03,0.06,0.03,0.06,Matches,3e3b2fbd
Robert Pirès,fr FRA,FWMF,29,36,33,2831,31.5,14,8,22,14,0,0,0,0,0.45,0.25,0.70,0.45,0.70,Matches,59bfafcf
Ashley Cole,eng ENG,DF,22,32,32,2821,31.3,0,3,3,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,Matches,be091289
Lauren,cm CMR,DF,26,32,30,2744,30.5,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,0c662413
Gilberto Silva,br BRA,DFMF,26,32,29,2546,28.3,4,4,8,4,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches,6e6e1b83
Patrick Vieira,fr FRA,MF,27,29,29,2534,28.2,3,4,7,3,0,0,11,1,0.11,0.14,0.25,0.11,0.25,Matches,f90f1086
Freddie Ljungberg,se SWE,FWMF,26,30,27,2213,24.6,4,5,9,4,0,0,2,0,0.16,0.20,0.37,0.16,0.37,Matches,5d9e8825
Dennis Bergkamp,nl NED,FW,34,28,21,1766,19.6,4,7,11,4,0,0,2,0,0.20,0.36,0.56,0.20,0.56,Matches,d8703fda
Ray Parlour,eng ENG,MF,30,25,16,1521,16.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,d567e937
Edu Gaspar,br BRA,MF,25,30,13,1483,16.5,2,2,4,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches,0471f2a2
Pascal Cygan,fr FRA,DF,29,18,10,987,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,96d186cf
Sylvain Wiltord,fr FRA,FWMF,29,12,8,648,7.2,3,0,3,3,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,cdccf255
Gaël Clichy,fr FRA,DF,18,12,7,657,7.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,450ad405
José Antonio Reyes,es ESP,MF,19,13,7,655,7.3,2,1,3,2,0,0,0,0,0.27,0.14,0.41,0.27,0.41,Matches,19058f02
Nwankwo Kanu,ng NGA,FW,26,10,3,427,4.7,1,2,3,1,0,0,0,0,0.21,0.42,0.63,0.21,0.63,Matches,12578cde
Martin Keown,eng ENG,DFMF,37,10,3,341,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b844a204
Jérémie Aliadière,fr FRA,FWMF,20,10,3,260,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,68ef3d96
David Bentley,eng ENG,MF,18,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a00fbcec
Justin Hoyte,tt TRI,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b57b7582
Squad Total,,,27.3,38,419,3420,38.0,69,52,121,62,7,7,53,3,1.82,1.37,3.18,1.63,3.00,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
