,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jlloyd Samuel,tt TRI,DFMF,22,38,38,3420,38.0,2,4,6,2,0,0,6,0,0.05,0.11,0.16,0.05,0.16,Matches,efc9ff16
Thomas Sørensen,dk DEN,GK,27,38,38,3336,37.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,31d82fec
Gareth Barry,eng ENG,MF,22,36,36,3009,33.4,3,8,11,2,1,1,3,1,0.09,0.24,0.33,0.06,0.30,Matches,7dbbe367
Olof Mellberg,se SWE,DFMF,25,33,33,2915,32.4,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,1c95e93d
Juan Pablo Ángel,co COL,FW,27,33,33,2758,30.6,16,0,16,14,2,3,3,0,0.52,0.00,0.52,0.46,0.46,Matches,f0848ae1
Lee Hendrie,eng ENG,MF,26,32,32,2587,28.7,2,3,5,2,0,0,9,0,0.07,0.10,0.17,0.07,0.17,Matches,8716663c
Gavin McCann,eng ENG,MF,25,28,28,2446,27.2,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,d1e78f75
Darius Vassell,eng ENG,FWMF,23,32,26,2278,25.3,9,1,10,8,1,1,0,0,0.36,0.04,0.40,0.32,0.36,Matches,e342b5e7
Mark Delaney,wls WAL,DF,27,25,23,2039,22.7,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,882f42b8
Thomas Hitzlsperger,de GER,MF,21,32,22,2224,24.7,3,6,9,3,0,0,4,0,0.12,0.24,0.36,0.12,0.36,Matches,2757060a
Ronny Johnsen,no NOR,DF,34,23,21,1877,20.9,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,02f25c21
Peter Whittingham,eng ENG,MF,18,32,20,1952,21.7,0,4,4,0,0,0,5,0,0.00,0.18,0.18,0.00,0.18,Matches,f2286f20
Ulises de la Cruz,ec ECU,DF,29,28,20,1839,20.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,36e01a2c
Dion Dublin,eng ENG,DFFW,34,23,12,1181,13.1,3,0,3,3,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,a0886d18
Nolberto Solano,pe PER,MF,28,10,10,798,8.9,0,2,2,0,0,0,1,1,0.00,0.23,0.23,0.00,0.23,Matches,37e7c753
Marcus Allbäck,se SWE,FW,30,15,7,752,8.4,1,0,1,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,Matches,02c070c0
Peter Crouch,eng ENG,FW,22,16,6,588,6.5,4,3,7,4,0,0,1,0,0.61,0.46,1.07,0.61,1.07,Matches,73d9bdc7
Liam Ridgewell,eng ENG,DF,19,11,5,498,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c9e057e
Alpay Özalan,tr TUR,DF,30,6,4,430,4.8,1,0,1,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches,e1a59314
Stefan Moore,eng ENG,FW,19,15,2,397,4.4,1,0,1,1,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,d88b261e
Mark Kinsella,ie IRL,MF,30,2,2,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3564689a
Stefan Postma,nl NED,GK,26,2,0,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bdfdc32
Mustapha Hadji,ma MAR,MF,31,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0b1d0491
Squad Total,,,25.7,38,418,3420,38.0,48,34,82,44,4,5,52,3,1.26,0.89,2.16,1.16,2.05,,-9999
Opponent Total,,,27.4,38,,3420,38.0,,,,,,,,,,,,,,,-9999
