,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Matt Holland,ie IRL,MF,29,38,38,3408,37.9,6,1,7,6,0,0,0,0,0.16,0.03,0.18,0.16,0.18,Matches,87c9a037
Dean Kiely,ie IRL,GK,32,37,37,3330,37.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches,0012caa1
Hermann Hreiðarsson,is ISL,DF,29,33,33,2968,33.0,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09,Matches,18e3787e
Radostin Kishishev,bg BUL,DFMF,29,33,30,2585,28.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d06e83b4
Claus Jensen,dk DEN,MF,26,31,27,2361,26.2,4,5,9,4,0,1,1,0,0.15,0.19,0.34,0.15,0.34,Matches,b8f8fb0d
Chris Perry,eng ENG,DF,30,29,25,2312,25.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,2f43aa1c
Jason Euell,jm JAM,FWMF,26,31,24,2221,24.7,10,2,12,7,3,3,5,1,0.41,0.08,0.49,0.28,0.36,Matches,d97fe8bd
Graham Stuart,eng ENG,FWMF,32,28,23,2024,22.5,3,1,4,3,0,0,0,0,0.13,0.04,0.18,0.13,0.18,Matches,159c714f
Paolo Di Canio,it ITA,FW,35,31,23,2017,22.4,4,12,16,1,3,4,1,0,0.18,0.54,0.71,0.04,0.58,Matches,9bbe0ecf
Mark Fish,za RSA,DFFW,29,23,23,1853,20.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,71e120b7
Jonathan Fortune,eng ENG,DF,22,28,21,2022,22.5,2,0,2,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,dfa0cd77
Luke Young,eng ENG,DF,24,24,21,1912,21.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,409a29d7
Scott Parker,eng ENG,MF,22,20,20,1763,19.6,2,2,4,,,,6,1,0.10,0.10,0.20,,,Matches,65faf2a1
Paul Konchesky,eng ENG,DFFW,22,21,17,1481,16.5,0,2,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches,941bcf75
Jonatan Johansson,fi FIN,FW,27,26,16,1421,15.8,4,1,5,4,0,0,0,0,0.25,0.06,0.32,0.25,0.32,Matches,bc8c9864
Shaun Bartlett,za RSA,FW,30,19,13,1089,12.1,5,0,5,5,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches,0bbb893d
Chris Powell,eng ENG,DF,33,16,11,962,10.7,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,721060d9
Carlton Cole,eng ENG,FW,19,21,8,971,10.8,4,0,4,4,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches,51b2effb
Kevin Lisbie,jm JAM,FW,24,9,5,452,5.0,4,0,4,4,0,0,0,0,0.80,0.00,0.80,0.80,0.80,Matches,e509ea01
Mathias Svensson,se SWE,FW,28,3,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d735eec3
Gary Rowett,eng ENG,DF,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,92c33b52
Simon Royce,eng ENG,GK,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7bbc61
Jerome Thomas,eng ENG,FWMF,20,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94cf0dab
Jamal Campbell-Ryce,jm JAM,FWMF,20,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d02c06d8
Squad Total,,,28.4,38,406,3420,38.0,50,29,79,44,6,8,38,3,1.32,0.76,2.08,1.16,1.92,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
