,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Shay Given,ie IRL,GK,27,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
Alan Shearer,eng ENG,FW,32,37,37,3313,36.8,22,4,26,15,7,10,1,0,0.60,0.11,0.71,0.41,0.52,Matches,438b3a51
Gary Speed,wls WAL,MF,33,38,37,3298,36.6,3,3,6,3,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches,5ca13d11
Olivier Bernard,fr FRA,DF,23,35,35,3133,34.8,1,3,4,1,0,0,4,0,0.03,0.09,0.11,0.03,0.11,Matches,a14778f2
Aaron Hughes,nir NIR,DF,23,34,34,2965,32.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dccccccc
Laurent Robert,fr FRA,FWMF,28,35,31,2559,28.4,6,6,12,6,0,0,3,1,0.21,0.21,0.42,0.21,0.42,Matches,2f907a4b
Titus Bramble,eng ENG,DF,22,29,27,2486,27.6,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,83ac7c3c
Andy O'Brien,ie IRL,DF,24,28,27,2345,26.1,1,0,1,1,0,0,2,2,0.04,0.00,0.04,0.04,0.04,Matches,1719f6b2
Jermaine Jenas,eng ENG,MF,20,31,26,2386,26.5,2,2,4,2,0,0,3,0,0.08,0.08,0.15,0.08,0.15,Matches,3149f712
Kieron Dyer,eng ENG,MF,24,25,25,2160,24.0,1,3,4,1,0,0,1,0,0.04,0.12,0.17,0.04,0.17,Matches,90b5a2f2
Jonathan Woodgate,eng ENG,DF,23,18,18,1563,17.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,9482a3bd
Shola Ameobi,ng NGA,FW,21,26,18,1556,17.3,7,2,9,7,0,0,0,0,0.40,0.12,0.52,0.40,0.52,Matches,e79a368b
Lee Bowyer,eng ENG,MF,26,24,17,1526,17.0,2,1,3,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,Matches,f4fd57ba
Craig Bellamy,wls WAL,FW,24,16,13,1212,13.5,4,0,4,4,0,0,3,0,0.30,0.00,0.30,0.30,0.30,Matches,b9eae55b
Darren Ambrose,eng ENG,FWMF,19,24,10,960,10.7,2,2,4,2,0,0,3,0,0.19,0.19,0.37,0.19,0.37,Matches,6e5117de
Nolberto Solano,pe PER,MF,28,12,8,716,8.0,0,3,3,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,37e7c753
Hugo Viana,pt POR,MF,20,16,5,542,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches,9a5542cc
Andy Griffin,eng ENG,DF,24,5,5,439,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,38517dc5
Steven Caldwell,sct SCO,DF,22,5,3,326,3.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,6839f68e
Lomana LuaLua,cd COD,FWMF,22,7,2,226,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,27bd6d81
Michael Chopra,eng ENG,FW,19,6,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e8368ec0
Steven Taylor,eng ENG,DF,17,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f9ba8ca
Michael Bridges,eng ENG,FWMF,24,6,0,72,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a57b3014
Martin Brittain,eng ENG,MF,18,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,674a49e7
Squad Total,,,25.8,38,429,3420,38.0,53,33,86,46,7,10,48,3,1.39,0.87,2.26,1.21,2.08,,-9999
Opponent Total,,,27.5,38,,3420,38.0,,,,,,,,,,,,,,,-9999
