,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nigel Martyn,eng ENG,GK,36,34,33,3036,33.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8977904e
Thomas Gravesen,dk DEN,MF,27,30,29,2551,28.3,2,3,5,2,0,0,5,0,0.07,0.11,0.18,0.07,0.18,Matches,b769b5bd
Tomasz Radzinski,ca CAN,FW,29,34,28,2564,28.5,8,4,12,8,0,0,2,0,0.28,0.14,0.42,0.28,0.42,Matches,c3bb247b
Joseph Yobo,ng NGA,DF,22,28,27,2435,27.1,2,0,2,2,0,0,0,0,0.07,0.00,0.07,0.07,0.07,Matches,acd633df
Gary Naysmith,sct SCO,DFMF,24,29,27,2431,27.0,2,5,7,2,0,0,2,1,0.07,0.19,0.26,0.07,0.26,Matches,71cbf286
Wayne Rooney,eng ENG,FWMF,17,34,26,2442,27.1,9,4,13,9,0,0,11,0,0.33,0.15,0.48,0.33,0.48,Matches,f07be45a
Kevin Kilbane,ie IRL,DFMF,26,30,26,2361,26.2,3,1,4,3,0,0,1,0,0.11,0.04,0.15,0.11,0.15,Matches,56cf4517
Alan Stubbs,eng ENG,DF,31,27,25,2216,24.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,474865f9
Tony Hibbert,eng ENG,DF,22,25,24,2177,24.2,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,c878c4bf
Tobias Linderoth,se SWE,MF,24,27,23,1921,21.3,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,f41a16b2
David Unsworth,eng ENG,DF,29,26,22,2052,22.8,3,0,3,3,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,05fcbb55
Steve Watson,eng ENG,DFMF,29,24,22,1716,19.1,5,3,8,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,Matches,302d8e76
Alessandro Pistone,it ITA,DF,28,21,20,1625,18.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,956096ee
Lee Carsley,ie IRL,MF,29,21,15,1406,15.6,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,8393a60b
Duncan Ferguson,sct SCO,FW,31,20,13,1178,13.1,5,2,7,4,1,1,6,1,0.38,0.15,0.53,0.31,0.46,Matches,9593e964
James McFadden,sct SCO,FWMF,20,23,11,1073,11.9,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,2cfdae75
David Weir,sct SCO,DF,33,10,9,810,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ba286fd8
Kevin Campbell,eng ENG,FW,33,17,8,761,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches,b209e651
Alex Nyarko,gh GHA,MF,29,11,7,644,7.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,52343df1
Francis Jeffers,eng ENG,FW,22,18,5,596,6.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,21b2c885
Mark Pembridge,wls WAL,MF,32,4,4,335,3.7,0,2,2,0,0,0,0,0,0.00,0.54,0.54,0.00,0.54,Matches,0f9d5dee
Li Tie,cn CHN,FWMF,25,5,4,325,3.6,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,b9c52f4a
Richard Wright,eng ENG,GK,25,4,4,296,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9e2e2ae
Leon Osman,eng ENG,MF,22,4,3,278,3.1,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches,a014c247
Nick Chadwick,eng ENG,FW,20,3,1,125,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6602cb4
Peter Clarke,eng ENG,DF,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a7bb136
Steve Simonsen,eng ENG,GK,24,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b37c3eea
Squad Total,,,27.4,38,414,3420,38.0,42,31,73,41,1,1,54,3,1.11,0.82,1.92,1.08,1.89,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
