,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Sami Hyypiä,fi FIN,DF,29,38,38,3420,38.0,4,0,4,4,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,087b932d
Harry Kewell,au AUS,FWMF,24,36,36,3122,34.7,7,3,10,7,0,0,6,0,0.20,0.09,0.29,0.20,0.29,Matches,51ef13b9
Steven Gerrard,eng ENG,MF,23,34,34,3004,33.4,4,7,11,3,1,2,2,0,0.12,0.21,0.33,0.09,0.30,Matches,caeb5442
Jerzy Dudek,pl POL,GK,30,30,30,2687,29.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1064659d
Michael Owen,eng ENG,FW,23,29,29,2488,27.6,16,3,19,12,4,5,0,0,0.58,0.11,0.69,0.43,0.54,Matches,88b3f52c
Igor Bišćan,hr CRO,DFMF,25,29,27,2325,25.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3597a728
Emile Heskey,eng ENG,FW,25,35,25,2398,26.6,7,4,11,7,0,0,1,0,0.26,0.15,0.41,0.26,0.41,Matches,30184789
Dietmar Hamann,de GER,MF,29,25,25,2217,24.6,2,2,4,2,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches,01c05efb
John Arne Riise,no NOR,DFMF,22,28,22,2133,23.7,0,4,4,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,9bf988c2
Jamie Carragher,eng ENG,DFMF,25,22,22,1908,21.2,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,d0ebce19
El Hadji Diouf,sn SEN,FWMF,22,26,20,1699,18.9,0,2,2,0,0,0,11,1,0.00,0.11,0.11,0.00,0.11,Matches,1a4542c8
Danny Murphy,eng ENG,MF,26,31,19,1923,21.4,5,4,9,2,3,3,2,0,0.23,0.19,0.42,0.09,0.28,Matches,03a97c40
Steve Finnan,ie IRL,DF,27,22,19,1726,19.2,0,2,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,5596a89f
Stéphane Henchoz,ch SUI,DF,28,18,15,1401,15.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,17476497
Vladimír Šmicer,cz CZE,FWMF,30,20,15,1200,13.3,3,1,4,3,0,0,1,0,0.23,0.07,0.30,0.23,0.30,Matches,134c46b4
Bruno Cheyrou,fr FRA,MF,25,12,9,700,7.8,2,0,2,2,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches,9655ab80
Djimi Traoré,ml MLI,DF,23,7,7,578,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8c992d8
Milan Baroš,cz CZE,FW,21,13,6,610,6.8,1,3,4,1,0,0,2,0,0.15,0.44,0.59,0.15,0.59,Matches,f3a9a99b
Chris Kirkland,eng ENG,GK,22,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,710265d2
Jon Otsemobor,eng ENG,DF,20,4,4,297,3.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9ced37b6
Florent Sinama Pongolle,fr FRA,FW,18,15,3,421,4.7,2,1,3,2,0,0,0,0,0.43,0.21,0.64,0.43,0.64,Matches,f222974d
Anthony Le Tallec,fr FRA,FWMF,18,13,3,409,4.5,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches,5d81fb2c
Salif Diao,sn SEN,MF,26,3,2,216,2.4,0,1,1,0,0,0,1,0,0.00,0.42,0.42,0.00,0.42,Matches,acc326da
Paul Jones,wls WAL,GK,36,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3bf1ce9d
Patrice Luzi,fr FRA,GK,23,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b6132aa2
John Welsh,eng ENG,MF,19,1,0,7,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9713e675
Squad Total,,,26.0,38,408,3420,38.0,53,36,89,45,8,10,46,1,1.39,0.95,2.34,1.18,2.13,,-9999
Opponent Total,,,27.3,38,,3420,38.0,,,,,,,,,,,,,,,-9999
