,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Ian Walker,eng ENG,GK,31,37,37,3262,36.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,78a90cec
James Scowcroft,eng ENG,FW,27,35,33,2979,33.1,5,3,8,5,0,0,2,1,0.15,0.09,0.24,0.15,0.24,Matches,91aafa3c
Muzzy Izzet,tr TUR,MF,28,30,30,2658,29.5,2,14,16,2,0,0,7,0,0.07,0.47,0.54,0.07,0.54,Matches,aeeddfc4
Riccardo Scimeca,eng ENG,DFMF,28,29,28,2532,28.1,1,2,3,1,0,0,7,1,0.04,0.07,0.11,0.04,0.11,Matches,a0a691c9
Paul Dickov,sct SCO,FW,30,35,28,2508,27.9,11,3,14,9,2,3,8,0,0.39,0.11,0.50,0.32,0.43,Matches,1ea43e27
Marcus Bent,eng ENG,FW,25,33,28,2495,27.7,9,3,12,9,0,0,3,0,0.32,0.11,0.43,0.32,0.43,Matches,69166246
Ben Thatcher,wls WAL,DF,27,29,28,2481,27.6,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches,dc5460f9
Les Ferdinand,eng ENG,FW,36,29,20,1547,17.2,12,2,14,12,0,0,3,1,0.70,0.12,0.81,0.70,0.81,Matches,aad47f5a
John Curtis,eng ENG,DF,24,21,19,1204,13.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3edb83bf
Nikos Dabizas,gr GRE,DF,29,18,18,1594,17.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,f8741035
Jordan Stewart,eng ENG,DFMF,21,25,16,1555,17.3,1,2,3,1,0,0,1,0,0.06,0.12,0.17,0.06,0.17,Matches,99bd8581
Billy McKinlay,sct SCO,MF,34,16,15,1266,14.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,a5e06511
Matt Heath,eng ENG,DF,21,13,13,1158,12.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6b4899eb
Steffen Freund,de GER,MF,33,14,13,1089,12.1,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,80439de1
Steve Howey,eng ENG,DF,31,13,13,963,10.7,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,c1dd78cb
Lilian Nalis,fr FRA,MF,31,20,11,1031,11.5,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,dfe37369
Andy Impey,eng ENG,DFMF,31,13,11,1014,11.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,67cbd956
Frank Sinclair,jm JAM,DF,31,14,11,990,11.0,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches,02942593
Steve Guppy,eng ENG,MF,34,15,9,885,9.8,0,2,2,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches,3c05bb47
Gerry Taggart,nir NIR,DF,32,9,9,736,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2bf06765
Callum Davidson,sct SCO,DF,27,13,8,817,9.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6bcf5daf
Alan Rogers,eng ENG,DF,26,8,7,674,7.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,1d6ebd23
Keith Gillespie,nir NIR,FWMF,28,12,7,618,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,012f440e
Matt Elliott,sct SCO,DF,34,7,3,376,4.2,0,1,1,0,0,0,0,1,0.00,0.24,0.24,0.00,0.24,Matches,c1033941
Craig Hignett,eng ENG,FWMF,33,13,3,288,3.2,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches,04f2da3e
Peter Canero,sct SCO,MF,22,7,2,245,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,67c53caf
Trevor Benjamin,jm JAM,FW,24,4,2,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c5328061
Danny Coyne,wls WAL,GK,29,4,1,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,34d03089
Brian Deane,eng ENG,FW,35,5,0,118,1.3,0,1,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches,909a4bb4
Paul Brooker,eng ENG,MF,26,3,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e46d3790
Squad Total,,,29.3,38,391,3420,38.0,45,37,82,43,2,3,61,8,1.18,0.97,2.16,1.13,2.11,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
