,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Brad Friedel,us USA,GK,32,36,36,3240,36.0,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,b8c0a975
Brett Emerton,au AUS,DFMF,24,37,31,2872,31.9,2,11,13,2,0,0,4,0,0.06,0.34,0.41,0.06,0.41,Matches,a1866af0
Tugay Kerimoğlu,tr TUR,MF,32,36,30,2787,31.0,2,7,9,2,0,0,4,0,0.06,0.23,0.29,0.06,0.29,Matches,543e7bda
Lucas Neill,au AUS,DF,25,32,30,2592,28.8,2,0,2,2,0,0,6,1,0.07,0.00,0.07,0.07,0.07,Matches,b6cf046f
Garry Flitcroft,eng ENG,MF,30,31,29,2396,26.6,3,1,4,3,0,0,9,0,0.11,0.04,0.15,0.11,0.15,Matches,dc6356ad
Andy Cole,eng ENG,FW,31,34,27,2624,29.2,11,6,17,11,0,0,3,1,0.38,0.21,0.58,0.38,0.58,Matches,b6638a2c
Markus Babbel,de GER,DF,30,25,23,2036,22.6,3,3,6,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches,b59f0646
Vratislav Greško,sk SVK,DF,26,24,22,1891,21.0,2,0,2,2,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches,81bc6dbe
Andy Todd,eng ENG,DF,28,19,19,1672,18.6,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches,1b9ecd06
Craig Short,eng ENG,DF,35,19,19,1618,18.0,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,ff7178f7
Dwight Yorke,tt TRI,FWMF,31,23,15,1359,15.1,4,2,6,4,0,0,0,0,0.26,0.13,0.40,0.26,0.40,Matches,2d0a99d3
Michael Gray,eng ENG,DFMF,28,14,14,1250,13.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fefae709
Barry Ferguson,sct SCO,MF,25,15,14,1211,13.5,1,1,2,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,Matches,43420ade
Jonathan Douglas,ie IRL,MF,21,14,14,1131,12.6,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,7670e1c6
Jon Stead,eng ENG,FW,20,13,13,1081,12.0,6,0,6,6,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches,aba66ab7
Paul Gallagher,sct SCO,FWMF,18,26,12,1114,12.4,3,4,7,3,0,0,2,0,0.24,0.32,0.57,0.24,0.57,Matches,9f0fb63c
Lorenzo Amoruso,it ITA,DF,32,12,11,991,11.0,3,0,3,3,0,0,3,0,0.27,0.00,0.27,0.27,0.27,Matches,264b69a0
Martin Andresen,no NOR,FWMF,26,11,11,861,9.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,74572e30
Martin Taylor,eng ENG,DF,23,11,10,906,10.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08840bbf
David Thompson,eng ENG,MF,25,11,10,869,9.7,1,1,2,1,0,0,5,0,0.10,0.10,0.21,0.10,0.21,Matches,5696222a
Matt Jansen,eng ENG,FW,25,19,9,852,9.5,2,2,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches,fac73006
Steven Reid,ie IRL,DFMF,22,16,9,803,8.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,e26f852b
Nils-Eric Johansson,se SWE,DF,23,14,7,763,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c281ba3e
Peter Enckelman,fi FIN,GK,26,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b50e147f
Alan Mahon,ie IRL,MF,25,3,1,169,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fbe1f1d0
Dino Baggio,it ITA,MF,32,9,0,161,1.8,1,0,1,1,0,0,1,0,0.56,0.00,0.56,0.56,0.56,Matches,0e351891
Corrado Grabbi,it ITA,FW,28,5,0,74,0.8,0,1,1,0,0,0,0,0,0.00,1.22,1.22,0.00,1.22,Matches,c85faa9b
Neil Danns,gy GUY,MF,20,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8081f166
Squad Total,,,28.2,38,412,3420,38.0,52,39,91,52,0,0,61,3,1.37,1.03,2.39,1.37,2.39,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
