,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
David James,eng ENG,GK,31,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86841dfb
Trevor Sinclair,eng ENG,MF,29,38,36,3204,35.6,8,1,9,7,1,1,2,0,0.22,0.03,0.25,0.20,0.22,Matches,d2f7373c
Joe Cole,eng ENG,MF,20,36,36,3197,35.5,4,3,7,4,0,0,10,0,0.11,0.08,0.20,0.11,0.20,Matches,2c2f117b
Tomáš Řepka,cz CZE,DF,28,32,32,2754,30.6,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,Matches,d1494d48
Jermain Defoe,eng ENG,FW,19,38,29,2812,31.2,8,6,14,8,0,0,3,0,0.26,0.19,0.45,0.26,0.45,Matches,f1e8372d
Michael Carrick,eng ENG,MF,21,30,28,2533,28.1,1,2,3,1,0,0,4,0,0.04,0.07,0.11,0.04,0.11,Matches,ab7263c1
Steve Lomas,nir NIR,MF,28,29,27,2251,25.0,0,2,2,0,0,0,3,1,0.00,0.08,0.08,0.00,0.08,Matches,9e58673a
Ian Pearce,eng ENG,DF,28,30,26,2330,25.9,2,1,3,2,0,0,1,2,0.08,0.04,0.12,0.08,0.12,Matches,3537c18f
Christian Dailly,sct SCO,DF,28,26,23,2090,23.2,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,0210c453
Édouard Cissé,fr FRA,MF,24,25,18,1553,17.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,4fe329a7
Nigel Winterburn,eng ENG,DF,38,18,16,1406,15.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0672e24e
Paolo Di Canio,it ITA,FW,34,18,16,1365,15.2,9,3,12,6,3,3,2,0,0.59,0.20,0.79,0.40,0.59,Matches,9bbe0ecf
Sébastien Schemmel,fr FRA,DF,27,16,15,1358,15.1,0,2,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,3a12ed68
Glen Johnson,eng ENG,DF,17,15,14,1287,14.3,0,2,2,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches,8cceca90
Frédéric Kanouté,ml MLI,FW,24,17,12,1130,12.6,5,1,6,5,0,1,1,1,0.40,0.08,0.48,0.40,0.48,Matches,1a24d5b6
Rufus Brevett,eng ENG,DF,32,13,12,1096,12.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e7ebaace
Les Ferdinand,eng ENG,FW,35,14,12,869,9.7,2,1,3,2,0,0,1,0,0.21,0.10,0.31,0.21,0.31,Matches,aad47f5a
Lee Bowyer,eng ENG,MF,25,10,10,865,9.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,f4fd57ba
Gary Breen,ie IRL,DF,28,14,9,860,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9922c8b8
Scott Minto,eng ENG,DF,30,12,9,834,9.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,8cd0120b
Don Hutchison,sct SCO,MF,31,10,0,130,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,158494ce
John Moncur,eng ENG,MF,35,7,0,66,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e982f824
Titi Camara,gn GUI,FW,29,4,0,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9a0eee14
Vladimír Labant,sk SVK,DF,28,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4841987f
Squad Total,,,27.3,38,422,3420,38.0,41,29,70,37,4,5,67,4,1.08,0.76,1.84,0.97,1.74,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
