,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jussi Jääskeläinen,fi FIN,GK,27,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,340d2a24
Youri Djorkaeff,fr FRA,FWMF,34,36,36,3048,33.9,7,4,11,7,0,0,4,0,0.21,0.12,0.32,0.21,0.32,Matches,e9f1bedd
Per Frandsen,dk DEN,MF,32,34,34,2847,31.6,2,2,4,2,0,0,7,0,0.06,0.06,0.13,0.06,0.13,Matches,4df04be7
Guðni Bergsson,is ISL,DF,37,31,31,2790,31.0,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,bfc3b538
Ricardo Gardner,jm JAM,DFMF,23,32,31,2721,30.2,2,1,3,2,0,0,6,1,0.07,0.03,0.10,0.07,0.10,Matches,b6a1eaa0
Henrik Pedersen,dk DEN,FW,27,33,31,2502,27.8,7,2,9,7,0,0,1,0,0.25,0.07,0.32,0.25,0.32,Matches,8ef377c5
Iván Campo,es ESP,DFMF,28,31,28,2597,28.9,2,1,3,2,0,0,14,1,0.07,0.03,0.10,0.07,0.10,Matches,b655e58d
Simon Charlton,eng ENG,DF,30,31,27,2370,26.3,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches,d52b42c9
Jay-Jay Okocha,ng NGA,MF,28,31,26,2353,26.1,7,3,10,6,1,2,0,0,0.27,0.11,0.38,0.23,0.34,Matches,66ceb871
Bruno N'Gotty,fr FRA,DF,31,23,23,1887,21.0,1,0,1,1,0,0,3,1,0.05,0.00,0.05,0.05,0.05,Matches,95682207
Anthony Barness,eng ENG,DF,29,25,21,1923,21.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1f2e31a8
Bernard Mendy,fr FRA,DFFW,20,21,20,1629,18.1,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,ea52a7a5
Kevin Nolan,eng ENG,MF,20,33,15,1577,17.5,1,2,3,1,0,0,5,0,0.06,0.11,0.17,0.06,0.17,Matches,3d307105
Mike Whitlow,eng ENG,DF,34,17,14,1304,14.5,0,2,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,9d3d5f5d
Michael Ricketts,eng ENG,FW,23,22,13,1391,15.5,6,0,6,,,,2,0,0.39,0.00,0.39,,,Matches,3099ed37
Florent Laville,fr FRA,DF,28,10,10,900,10.0,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,49909716
Gareth Farrelly,ie IRL,MF,26,8,6,519,5.8,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,8a1a3cf0
Paul Warhurst,eng ENG,DFMF,32,7,5,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,86810d2a
Dean Holdsworth,eng ENG,FW,33,9,5,374,4.2,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,fdb64aeb
Stig Tøfting,dk DEN,MF,32,8,2,284,3.2,0,1,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,Matches,a8fe3e31
Delroy Facey,gd GRN,FW,22,9,1,186,2.1,2,1,3,2,0,0,0,0,0.97,0.48,1.45,0.97,1.45,Matches,3966915f
Salva Ballesta,es ESP,FW,27,5,1,131,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bd42bcb8
Pierre-Yves André,fr FRA,FW,28,9,0,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a8ab0bcd
Danny Livesey,eng ENG,DF,17,2,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3f27e09e
Jonathan Walters,ie IRL,FWMF,18,4,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0356cf4f
Jermaine Johnson,jm JAM,FWMF,22,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3a954a65
Bülent Akın,tr TUR,MF,23,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e99fd5d6
Squad Total,,,29.1,38,418,3420,38.0,38,24,62,37,1,2,71,3,1.00,0.63,1.63,0.97,1.61,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
