,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Thierry Henry,fr FRA,FW,24,37,37,3298,36.6,24,20,44,20,4,5,8,0,0.65,0.55,1.20,0.55,1.09,Matches,c0c5ee74
Sol Campbell,eng ENG,DFFW,27,33,33,2927,32.5,2,0,2,2,0,0,3,2,0.06,0.00,0.06,0.06,0.06,Matches,3e3b2fbd
Gilberto Silva,br BRA,DFMF,25,35,32,3017,33.5,0,2,2,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,Matches,6e6e1b83
Ashley Cole,eng ENG,DF,21,31,30,2703,30.0,1,4,5,1,0,0,5,0,0.03,0.13,0.17,0.03,0.17,Matches,be091289
David Seaman,eng ENG,GK,38,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d578837
Sylvain Wiltord,fr FRA,FWMF,28,34,27,2348,26.1,10,4,14,10,0,0,1,0,0.38,0.15,0.54,0.38,0.54,Matches,cdccf255
Lauren,cm CMR,DF,25,27,26,2300,25.6,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches,0c662413
Patrick Vieira,fr FRA,MF,26,24,24,2038,22.6,3,3,6,3,0,0,7,1,0.13,0.13,0.26,0.13,0.26,Matches,f90f1086
Dennis Bergkamp,nl NED,FW,33,29,23,1795,19.9,4,9,13,4,0,0,3,0,0.20,0.45,0.65,0.20,0.65,Matches,d8703fda
Martin Keown,eng ENG,DFMF,36,24,22,1954,21.7,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches,b844a204
Robert Pirès,fr FRA,FWMF,28,26,21,1797,20.0,14,3,17,13,1,1,0,0,0.70,0.15,0.85,0.65,0.80,Matches,59bfafcf
Freddie Ljungberg,se SWE,FWMF,25,20,19,1605,17.8,6,1,7,6,0,0,0,0,0.34,0.06,0.39,0.34,0.39,Matches,5d9e8825
Pascal Cygan,fr FRA,DF,28,18,16,1429,15.9,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,96d186cf
Ray Parlour,eng ENG,MF,29,19,14,1277,14.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d567e937
Edu Gaspar,br BRA,MF,24,18,12,999,11.1,2,0,2,2,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,0471f2a2
Oleh Luzhny,ua UKR,DF,33,17,11,1064,11.8,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,d39e96f7
Giovanni van Bronckhorst,nl NED,DFMF,27,20,9,956,10.6,1,2,3,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches,7e4e7dea
Kolo Touré,ci CIV,DF,21,26,9,898,10.0,2,1,3,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches,3301c9f4
Nwankwo Kanu,ng NGA,FW,25,16,9,856,9.5,5,4,9,5,0,0,0,0,0.53,0.42,0.95,0.53,0.95,Matches,12578cde
Stuart Taylor,eng ENG,GK,21,8,7,677,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30871c08
Rami Shaaban,se SWE,GK,27,3,3,223,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0fedd59
Francis Jeffers,eng ENG,FW,21,16,2,365,4.1,2,1,3,2,0,0,1,0,0.49,0.25,0.74,0.49,0.74,Matches,21b2c885
Igors Stepanovs,lv LVA,DF,26,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3216f38a
Jermaine Pennant,eng ENG,MF,19,5,1,169,1.9,3,1,4,3,0,0,0,0,1.60,0.53,2.13,1.60,2.13,Matches,c6043950
Ryan Garry,eng ENG,DFMF,18,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bacfeec7
Jérémie Aliadière,fr FRA,FWMF,19,3,0,26,0.3,1,0,1,1,0,0,0,0,3.46,0.00,3.46,3.46,3.46,Matches,68ef3d96
Stathis Tavlaridis,gr GRE,DF,22,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8be432df
Justin Hoyte,tt TRI,DF,17,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b57b7582
Squad Total,,,27.8,38,418,3420,38.0,84,66,150,79,5,6,56,2,2.21,1.74,3.95,2.08,3.82,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
