,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Jeff Kenna,ie IRL,DF,31,37,36,3059,34.0,1,2,3,1,0,0,1,0,0.03,0.06,0.09,0.03,0.09,Matches,cf4038bb
Robbie Savage,wls WAL,MF,27,33,33,2892,32.1,4,5,9,3,1,1,10,0,0.12,0.16,0.28,0.09,0.25,Matches,f60a24de
Kenny Cunningham,ie IRL,DF,31,31,31,2763,30.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,984a2038
Damien Johnson,nir NIR,MF,23,30,28,2402,26.7,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches,c1c0a75f
Nico Vaesen,be BEL,GK,32,27,27,2423,26.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97cbc169
Clinton Morrison,ie IRL,FW,23,28,24,2078,23.1,6,1,7,6,0,0,5,0,0.26,0.04,0.30,0.26,0.30,Matches,e80d5b3b
Aliou Cissé,sn SEN,DFMF,26,21,21,1881,20.9,1,0,1,1,0,0,11,0,0.05,0.00,0.05,0.05,0.05,Matches,0717f817
Paul Devlin,sct SCO,MF,30,32,20,1898,21.1,3,1,4,1,2,2,3,0,0.14,0.05,0.19,0.05,0.09,Matches,58be3ded
Stern John,tt TRI,FW,25,30,20,1782,19.8,5,5,10,4,1,2,2,0,0.25,0.25,0.51,0.20,0.45,Matches,e4e2ac24
Darren Purse,eng ENG,DF,25,20,19,1680,18.7,1,0,1,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,Matches,70137152
Stan Lazaridis,au AUS,DFMF,29,30,17,1771,19.7,2,6,8,2,0,0,1,0,0.10,0.30,0.41,0.10,0.41,Matches,5350fc7f
Jamie Clapham,eng ENG,DF,26,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1df59e7b
Christophe Dugarry,fr FRA,FWMF,30,16,16,1294,14.4,5,0,5,5,0,0,4,0,0.35,0.00,0.35,0.35,0.35,Matches,4c5db7e2
Geoff Horsfield,eng ENG,FW,28,31,15,1582,17.6,5,2,7,5,0,0,1,1,0.28,0.11,0.40,0.28,0.40,Matches,eb3a9b6d
Stephen Clemence,eng ENG,MF,24,15,15,1266,14.1,2,2,4,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches,31f20410
Matt Upson,eng ENG,DF,23,14,14,1211,13.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,1a6e6d03
Olivier Tébily,ci CIV,DF,26,12,12,968,10.8,0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches,10b7ae2e
Bryan Hughes,eng ENG,MF,26,22,10,941,10.5,2,1,3,2,0,0,3,0,0.19,0.10,0.29,0.19,0.29,Matches,2afff071
Ian Bennett,eng ENG,GK,30,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28d29138
Martin Grainger,eng ENG,DF,29,9,8,669,7.4,0,1,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,0e6df4ab
Jovan Kirovski,us USA,FW,26,17,5,525,5.8,2,0,2,2,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches,393c5930
Michael Johnson,jm JAM,DF,29,6,5,443,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8c848d46
Steve Vickers,eng ENG,DF,34,5,5,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b0dbeef
Darren Carter,eng ENG,DFMF,18,12,3,382,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,52fefc5b
Darryl Powell,jm JAM,MF,30,11,3,350,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4b351524
Mat Sadler,eng ENG,DF,17,2,2,158,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1108f3c0
Joey Hutchinson,eng ENG,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0c71bffa
Andy Marriott,wls WAL,GK,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dff6c9f3
Ferdinand Coly,sn SEN,DF,28,1,1,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,da5d198d
Curtis Woodhouse,eng ENG,MF,22,3,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e6bf398d
Piotr Świerczewski,pl POL,MF,30,1,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,77946472
Craig Fagan,eng ENG,FWMF,19,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,26d9e452
Tommy Mooney,eng ENG,FW,30,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,690373bc
Squad Total,,,27.9,38,418,3420,38.0,40,26,66,36,4,5,74,3,1.05,0.68,1.74,0.95,1.63,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
