,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Olof Mellberg,se SWE,DFMF,24,38,38,3420,38.0,1,1,2,1,0,0,1,0,0.03,0.03,0.05,0.03,0.05,Matches,1c95e93d
Gareth Barry,eng ENG,MF,21,35,35,3038,33.8,3,4,7,3,0,0,11,0,0.09,0.12,0.21,0.09,0.21,Matches,7dbbe367
Jlloyd Samuel,tt TRI,DFMF,21,38,33,3054,33.9,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,efc9ff16
Peter Enckelman,fi FIN,GK,25,33,33,2926,32.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,b50e147f
Darius Vassell,eng ENG,FWMF,22,33,28,2502,27.8,8,3,11,7,1,1,2,0,0.29,0.11,0.40,0.25,0.36,Matches,e342b5e7
Ronny Johnsen,no NOR,DF,33,26,25,2046,22.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,02f25c21
Thomas Hitzlsperger,de GER,MF,20,26,24,2053,22.8,2,3,5,2,0,0,3,0,0.09,0.13,0.22,0.09,0.22,Matches,2757060a
Dion Dublin,eng ENG,DFFW,33,28,23,2004,22.3,10,3,13,8,2,3,5,1,0.45,0.13,0.58,0.36,0.49,Matches,a0886d18
Steve Staunton,ie IRL,DFMF,33,26,22,2085,23.2,0,1,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,Matches,cb617782
Lee Hendrie,eng ENG,MF,25,27,22,1832,20.4,4,2,6,4,0,0,7,0,0.20,0.10,0.29,0.20,0.29,Matches,8716663c
Mark Kinsella,ie IRL,MF,29,19,15,1381,15.3,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,3564689a
Øyvind Leonhardsen,no NOR,MF,31,19,13,1219,13.5,3,2,5,3,0,0,2,0,0.22,0.15,0.37,0.22,0.37,Matches,490a8799
Ulises de la Cruz,ec ECU,DF,28,20,12,1250,13.9,1,2,3,1,0,0,2,0,0.07,0.14,0.22,0.07,0.22,Matches,36e01a2c
Mark Delaney,wls WAL,DF,26,12,12,1061,11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,882f42b8
Marcus Allbäck,se SWE,FW,29,19,9,967,10.7,5,1,6,5,0,0,2,0,0.47,0.09,0.56,0.47,0.56,Matches,02c070c0
Ian Taylor,eng ENG,MF,34,13,9,919,10.2,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches,daa71b88
Joey Guðjónsson,is ISL,MF,22,11,9,783,8.7,2,2,4,2,0,0,4,1,0.23,0.23,0.46,0.23,0.46,Matches,b79e0fde
Alan Wright,eng ENG,DF,30,10,9,754,8.4,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,df6cf3fe
Juan Pablo Ángel,co COL,FW,26,15,8,783,8.7,1,3,4,1,0,0,1,0,0.11,0.34,0.46,0.11,0.46,Matches,f0848ae1
Mustapha Hadji,ma MAR,MF,30,11,7,617,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0b1d0491
Peter Crouch,eng ENG,FW,21,14,7,582,6.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,73d9bdc7
Stefan Moore,eng ENG,FW,18,13,7,530,5.9,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,d88b261e
Rob Edwards,wls WAL,DF,19,8,7,508,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,270efb21
Stefan Postma,nl NED,GK,25,6,5,494,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4bdfdc32
Alpay Özalan,tr TUR,DF,29,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e1a59314
Peter Whittingham,eng ENG,MF,17,4,1,213,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f2286f20
Stephen Cooke,eng ENG,MF,20,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71015afb
Squad Total,,,26.2,38,418,3420,38.0,42,29,71,39,3,4,66,4,1.11,0.76,1.87,1.03,1.79,,-9999
Opponent Total,,,26.9,38,,3420,38.0,,,,,,,,,,,,,,,-9999
