,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Mikaël Silvestre,fr FRA,DF,24,34,34,2921,32.5,1,6,7,1,0,0,2,0,0.03,0.18,0.22,0.03,0.22,Matches,4dde97ea
Ruud van Nistelrooy,nl NED,FW,26,34,33,2894,32.2,25,4,29,16,9,9,3,0,0.78,0.12,0.90,0.50,0.62,Matches,80a30989
Ryan Giggs,wls WAL,FWMF,28,36,32,2848,31.6,8,10,18,8,0,0,0,0,0.25,0.32,0.57,0.25,0.57,Matches,561de8d0
Paul Scholes,eng ENG,MF,27,33,31,2737,30.4,14,3,17,14,0,0,4,0,0.46,0.10,0.56,0.46,0.56,Matches,24a3a72c
Fabien Barthez,fr FRA,GK,31,30,30,2541,28.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,321646f0
Ole Gunnar Solskjær,no NOR,FW,29,37,29,2601,28.9,9,6,15,9,0,0,4,0,0.31,0.21,0.52,0.31,0.52,Matches,65cb97b8
David Beckham,eng ENG,MF,27,31,27,2516,28.0,6,8,14,6,0,0,5,0,0.21,0.29,0.50,0.21,0.50,Matches,53539318
Rio Ferdinand,eng ENG,DF,23,28,27,2437,27.1,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,52465662
John O'Shea,ie IRL,DFMF,21,32,26,2287,25.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7c1f4685
Wes Brown,eng ENG,DF,22,22,22,1849,20.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,659ccc97
Juan Sebastián Verón,ar ARG,MF,27,25,21,1762,19.6,3,3,6,3,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches,f11a57c1
Gary Neville,eng ENG,DF,27,26,19,1823,20.3,0,4,4,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches,1b013e33
Roy Keane,ie IRL,MF,30,21,19,1763,19.6,0,1,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,Matches,8f218498
Phil Neville,eng ENG,DFMF,25,25,19,1668,18.5,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,Matches,3db5e0ec
Laurent Blanc,fr FRA,DFMF,36,19,15,1422,15.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,51a9b34c
Nicky Butt,eng ENG,DFMF,27,18,14,1218,13.5,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matches,616b3f9a
Roy Carroll,nir NIR,GK,24,10,8,834,9.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0e880937
Diego Forlán,uy URU,FWMF,23,25,7,834,9.3,6,2,8,6,0,0,3,0,0.65,0.22,0.86,0.65,0.86,Matches,d87d0dfc
Quinton Fortune,za RSA,MF,25,9,5,506,5.6,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,fa706d7f
Ricardo,es ESP,GK,30,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fe713ed
Kieran Richardson,eng ENG,DFMF,17,2,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d2bf40b4
Luke Chadwick,eng ENG,MF,21,1,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9c35f696
Lee Roche,eng ENG,DF,21,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d391aaf0
Danny Pugh,eng ENG,DFMF,19,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7f60e79c
David May,eng ENG,DF,32,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c719a79
Michael Stewart,sct SCO,MF,21,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58db0909
Squad Total,,,27.0,38,418,3420,38.0,73,56,129,64,9,9,46,1,1.92,1.47,3.39,1.68,3.16,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
