,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Danny Murphy,eng ENG,MF,25,36,36,3163,35.1,7,7,14,5,2,2,7,0,0.20,0.20,0.40,0.14,0.34,Matches,03a97c40
Sami Hyypiä,fi FIN,DF,28,36,36,3153,35.0,3,2,5,3,0,0,0,1,0.09,0.06,0.14,0.09,0.14,Matches,087b932d
Jamie Carragher,eng ENG,DFMF,24,35,34,3011,33.5,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,d0ebce19
Steven Gerrard,eng ENG,MF,22,34,32,2864,31.8,5,7,12,5,0,0,5,1,0.16,0.22,0.38,0.16,0.38,Matches,caeb5442
Michael Owen,eng ENG,FW,22,35,32,2836,31.5,19,5,24,17,2,4,0,0,0.60,0.16,0.76,0.54,0.70,Matches,88b3f52c
John Arne Riise,no NOR,DFMF,21,37,31,2899,32.2,6,5,11,6,0,0,1,0,0.19,0.16,0.34,0.19,0.34,Matches,9bf988c2
Jerzy Dudek,pl POL,GK,29,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1064659d
Djimi Traoré,ml MLI,DF,22,32,30,2672,29.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,b8c992d8
Dietmar Hamann,de GER,MF,28,30,29,2545,28.3,2,2,4,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,Matches,01c05efb
Emile Heskey,eng ENG,FW,24,32,22,2057,22.9,6,3,9,6,0,0,3,0,0.26,0.13,0.39,0.26,0.39,Matches,30184789
El Hadji Diouf,sn SEN,FWMF,21,29,21,1881,20.9,3,2,5,3,0,0,6,0,0.14,0.10,0.24,0.14,0.24,Matches,1a4542c8
Stéphane Henchoz,ch SUI,DF,27,19,19,1615,17.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,17476497
Milan Baroš,cz CZE,FW,20,27,17,1538,17.1,9,2,11,9,0,0,2,0,0.53,0.12,0.64,0.53,0.64,Matches,f3a9a99b
Salif Diao,sn SEN,MF,25,26,13,1232,13.7,1,1,2,1,0,0,5,1,0.07,0.07,0.15,0.07,0.15,Matches,acc326da
Vladimír Šmicer,cz CZE,FWMF,29,21,10,946,10.5,0,4,4,0,0,0,2,0,0.00,0.38,0.38,0.00,0.38,Matches,134c46b4
Bruno Cheyrou,fr FRA,MF,24,19,8,760,8.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9655ab80
Chris Kirkland,eng ENG,GK,21,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,710265d2
Abel Xavier,pt POR,DF,29,4,4,360,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,1c4eb067
Igor Bišćan,hr CRO,DFMF,24,6,3,274,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3597a728
Markus Babbel,de GER,DF,29,2,2,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b59f0646
Neil Mellor,eng ENG,FW,19,3,1,101,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f18d8642
Patrik Berger,cz CZE,MF,28,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f16325b3
Grégory Vignal,fr FRA,DF,21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5027d998
Squad Total,,,24.9,38,418,3420,38.0,61,49,110,57,4,6,48,1,1.61,1.29,2.89,1.50,2.79,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
