,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Nicolas Anelka,fr FRA,FW,23,38,38,3381,37.6,14,5,19,13,1,1,0,0,0.37,0.13,0.51,0.35,0.48,Matches,931ed5e9
Marc-Vivien Foé,cm CMR,MF,27,35,35,3107,34.5,9,0,9,9,0,0,7,0,0.26,0.00,0.26,0.26,0.26,Matches,f98e429e
Sylvain Distin,fr FRA,DF,24,34,34,3060,34.0,0,1,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,Matches,002d06bb
Niclas Jensen,dk DEN,DF,27,33,32,2855,31.7,1,0,1,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,Matches,b71569d2
Peter Schmeichel,dk DEN,GK,38,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f1fe7ffe
Eyal Berkovic,il ISR,MF,30,27,27,2162,24.0,1,8,9,1,0,0,2,0,0.04,0.33,0.37,0.04,0.37,Matches,10e485ae
Sun Jihai,cn CHN,DF,24,28,25,2224,24.7,2,2,4,2,0,0,6,1,0.08,0.08,0.16,0.08,0.16,Matches,fd08c217
Richard Dunne,ie IRL,DF,22,25,24,2058,22.9,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches,6cbc015d
Steve Howey,eng ENG,DF,30,24,24,2013,22.4,2,0,2,2,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,c1dd78cb
Shaun Wright-Phillips,eng ENG,FWMF,20,31,23,2130,23.7,1,3,4,1,0,0,4,2,0.04,0.13,0.17,0.04,0.17,Matches,e1e0b05f
Kevin Horlock,nir NIR,MF,29,30,22,2049,22.8,0,3,3,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches,2bd566d6
Ali Benarbia,dz ALG,MF,33,33,21,2059,22.9,3,6,9,3,0,0,5,1,0.13,0.26,0.39,0.13,0.39,Matches,43b3c8bd
Shaun Goater,bm BER,FW,32,26,14,1315,14.6,7,2,9,7,0,0,0,0,0.48,0.14,0.62,0.48,0.62,Matches,1e14a14f
David Sommeil,gp GLP,DF,27,14,14,1260,14.0,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,f4c68930
Robbie Fowler,eng ENG,FW,27,13,12,966,10.7,2,1,3,1,1,1,0,0,0.19,0.09,0.28,0.09,0.19,Matches,7cd34266
Danny Tiatto,au AUS,DFMF,29,13,10,891,9.9,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,98538ebb
Carlo Nash,eng ENG,GK,28,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd9670b3
Joey Barton,eng ENG,MF,19,7,7,610,6.8,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,93bfa675
Darren Huckerby,eng ENG,FWMF,26,16,6,585,6.5,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,906c8f78
Gerard Wiekens,nl NED,DF,29,6,5,424,4.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5e22707e
Lucien Mettomo,cm CMR,DF,25,4,3,320,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4d72172a
Djamel Belmadi,dz ALG,MF,26,8,2,330,3.7,0,2,2,0,0,0,0,0,0.00,0.55,0.55,0.00,0.55,Matches,fa0f8351
Chris Shuker,eng ENG,MF,20,3,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c9fd80f9
Mikkel Bischoff,dk DEN,DF,20,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,966c92b5
Jon Macken,ie IRL,FW,24,5,0,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3e2544a
Stephen Jordan,eng ENG,DF,20,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1a3d94b5
Squad Total,,,27.8,38,419,3420,38.0,47,40,87,45,2,2,58,5,1.24,1.05,2.29,1.18,2.24,,-9999
Opponent Total,,,27.0,38,,3420,38.0,,,,,,,,,,,,,,,-9999
