,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Steed Malbranque,fr FRA,MF,22,37,35,3050,33.9,6,5,11,3,3,3,3,0,0.18,0.15,0.32,0.09,0.24,Matches,e3df61bc
Sylvain Legwinski,fr FRA,MF,28,35,33,2890,32.1,4,2,6,4,0,0,3,0,0.12,0.06,0.19,0.12,0.19,Matches,b6054175
Steve Finnan,ie IRL,DF,26,32,32,2880,32.0,0,2,2,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches,5596a89f
Alain Goma,fr FRA,DF,29,29,29,2480,27.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,92ecd444
Sean Davis,eng ENG,MF,22,28,28,2489,27.7,3,1,4,3,0,0,3,0,0.11,0.04,0.14,0.11,0.14,Matches,c3feaa94
Steve Marlet,fr FRA,FWMF,28,28,28,2349,26.1,5,1,6,4,1,2,2,1,0.19,0.04,0.23,0.15,0.19,Matches,1d248a46
Luís Boa Morte,pt POR,FWMF,24,29,25,2187,24.3,2,1,3,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,Matches,59ab6332
Andy Melville,wls WAL,DFMF,33,26,24,2248,25.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,d65253c8
Martin Djetou,fr FRA,DFMF,27,25,22,1789,19.9,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches,59a231bb
Rufus Brevett,eng ENG,DF,32,20,20,1746,19.4,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,e7ebaace
Edwin van der Sar,nl NED,GK,31,19,19,1681,18.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,98ee8a67
Maik Taylor,nir NIR,GK,30,19,18,1596,17.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,755ea891
Louis Saha,fr FRA,FW,23,17,13,1157,12.9,5,1,6,3,2,2,0,0,0.39,0.08,0.47,0.23,0.31,Matches,7106e4fe
Facundo Sava,ar ARG,FW,28,20,13,1093,12.1,5,1,6,5,0,0,1,0,0.41,0.08,0.49,0.41,0.49,Matches,bbc6102c
Pierre Womé,cm CMR,DF,23,14,13,1034,11.5,1,1,2,1,0,0,5,1,0.09,0.09,0.17,0.09,0.17,Matches,981757db
Zat Knight,eng ENG,DF,22,17,12,1274,14.2,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,607efc45
Jon Harley,eng ENG,DF,22,11,11,990,11.0,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,1c85d7f3
Abdeslam Ouaddou,ma MAR,DFMF,23,13,9,931,10.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,02bb0e65
Bjarne Goldbæk,dk DEN,MF,33,11,9,823,9.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9bf2321a
Lee Clark,eng ENG,MF,29,11,9,775,8.6,2,1,3,2,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches,8bd64c51
Junichi Inamoto,jp JPN,MF,22,18,8,803,8.9,2,2,4,2,0,0,0,0,0.22,0.22,0.45,0.22,0.45,Matches,ca74b294
Barry Hayles,jm JAM,FW,30,14,4,549,6.1,1,2,3,1,0,0,3,0,0.16,0.33,0.49,0.16,0.49,Matches,e6c506bf
Elvis Hammond,gh GHA,FW,21,10,3,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51ca8fed
Martín Herrera,ar ARG,GK,31,2,1,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d7b793fb
Andrejs Štolcers,lv LVA,MF,28,5,0,56,0.6,0,1,1,0,0,0,0,0,0.00,1.61,1.61,0.00,1.61,Matches,4a1f36d3
Calum Willock,kn SKN,FW,20,2,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3db947c2
John Collins,sct SCO,MF,34,5,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6eadab89
Squad Total,,,27.3,38,417,3420,38.0,38,23,61,32,6,7,58,6,1.00,0.61,1.61,0.84,1.45,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
