,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Frank Lampard,eng ENG,MF,24,38,37,3307,36.7,6,3,9,6,0,0,3,0,0.16,0.08,0.24,0.16,0.24,Matches,268df6b1
William Gallas,fr FRA,DF,24,38,36,3241,36.0,4,1,5,4,0,0,5,0,0.11,0.03,0.14,0.11,0.14,Matches,286fb7e0
Carlo Cudicini,it ITA,GK,28,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df77463a
Mario Melchiot,nl NED,DF,25,34,31,2829,31.4,0,2,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,1f5e2ed9
Gianfranco Zola,it ITA,FW,36,38,30,2695,29.9,14,7,21,14,0,0,0,0,0.47,0.23,0.70,0.47,0.70,Matches,59883773
Marcel Desailly,fr FRA,DFMF,33,31,30,2694,29.9,2,0,2,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,9dfb97aa
Jimmy Floyd Hasselbaink,nl NED,FW,30,36,27,2377,26.4,11,7,18,8,3,3,4,0,0.42,0.27,0.68,0.30,0.57,Matches,db8a04d1
Graeme Le Saux,eng ENG,DF,33,28,27,2180,24.2,2,4,6,2,0,0,4,0,0.08,0.17,0.25,0.08,0.25,Matches,0bd42c09
Emmanuel Petit,fr FRA,DFMF,31,24,23,2056,22.8,1,5,6,1,0,0,6,0,0.04,0.22,0.26,0.04,0.26,Matches,291358c4
Eiður Guðjohnsen,is ISL,FWMF,23,35,20,2027,22.5,10,2,12,10,0,0,1,0,0.44,0.09,0.53,0.44,0.53,Matches,32fc9ff2
Jesper Grønkjær,dk DEN,FWMF,24,30,20,1731,19.2,4,4,8,4,0,0,5,0,0.21,0.21,0.42,0.21,0.42,Matches,afe43b0f
Jody Morris,eng ENG,MF,23,25,19,1798,20.0,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,c5002fd1
Enrique de Lucas,es ESP,FWMF,23,25,17,1550,17.2,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,ae61cc61
Celestine Babayaro,ng NGA,DFMF,23,19,16,1478,16.4,1,0,1,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,Matches,dd4e6b97
John Terry,eng ENG,DF,21,20,16,1415,15.7,3,2,5,3,0,0,3,0,0.19,0.13,0.32,0.19,0.32,Matches,68517cfd
Mario Stanić,hr CRO,FWMF,30,18,13,1019,11.3,4,2,6,4,0,0,4,0,0.35,0.18,0.53,0.35,0.53,Matches,c5c88be5
Boudewijn Zenden,nl NED,DFFW,25,21,11,988,11.0,1,5,6,1,0,0,2,0,0.09,0.46,0.55,0.09,0.55,Matches,4e27a622
Albert Ferrer,es ESP,DF,32,3,3,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e70c5725
Carlton Cole,eng ENG,FW,18,13,2,388,4.3,3,2,5,3,0,0,3,0,0.70,0.46,1.16,0.70,1.16,Matches,51b2effb
Ed de Goey,nl NED,GK,35,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5a7b2f65
Robert Huth,de GER,DF,17,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0bd1ea64
Filipe Oliveira,pt POR,DFMF,18,3,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d0351477
Joe Keenan,eng ENG,MF,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a67c6886
Squad Total,,,27.8,38,416,3420,38.0,67,40,107,64,3,3,62,1,1.76,1.05,2.82,1.68,2.74,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
