,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Dean Henderson,eng ENG,GK,28,37,37,3330,37.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,e5a76dfe
Tyrick Mitchell,eng ENG,MF,25,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,Matches,5cbd1eb0
Maxence Lacroix,fr FRA,DF,25,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09,Matches,277c49ed
Chris Richards,us USA,DF,25,33,31,2827,31.4,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,0a3d6d2b
Adam Wharton,eng ENG,MF,21,34,29,2552,28.4,1,5,6,1,0,0,6,1,0.04,0.18,0.21,0.04,0.21,Matches,4b542852
Daniel Muñoz,co COL,MF,29,29,29,2399,26.7,4,3,7,4,0,0,7,0,0.15,0.11,0.26,0.15,0.26,Matches,778ef829
Yéremy Pino,es ESP,MFFW,22,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches,540ec57b
Jean-Philippe Mateta,fr FRA,FW,28,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.00,0.49,0.32,0.32,Matches,50e6dc35
Ismaila Sarr,sn SEN,MF,27,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,Matches,bfdb33aa
Daichi Kamada,jp JPN,MF,28,28,22,1902,21.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,15b287da
Marc Guéhi,eng ENG,DF,25,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20,Matches,d0706b27
Will Hughes,eng ENG,MF,30,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches,a0666d3e
Jefferson Lerma,co COL,MFDF,30,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches,9b5ce51a
Jaydee Canvot,fr FRA,DF,19,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3684108d
Brennan Johnson,wls WAL,MFFW,24,18,13,1112,12.4,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches,0cd31129
Jørgen Strand Larsen,no NOR,FW,25,14,12,903,10.0,3,0,3,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches,f553b2b3
Justin Devenny,nir NIR,MFFW,21,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0.00,0.11,0.00,0.00,Matches,6c2b66fc
Nathaniel Clyne,eng ENG,MFDF,34,10,7,594,6.6,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,0442183b
Chadi Riad,ma MAR,DF,22,9,6,552,6.1,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,b3b9b8b8
Evann Guessand,ci CIV,MF,24,8,3,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,Matches,b73f17f8
Eddie Nketiah,eng ENG,MF,26,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.00,0.42,0.42,0.42,Matches,a53649b7
Walter Benítez,ar ARG,GK,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a2248b4
Rio Cardines,tt TRI,MF,19,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,702812fe
Eberechi Eze,eng ENG,MF,27,1,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ae4fc6a4
Christantus Uche,ng NGA,FW,22,14,0,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87941696
Borna Sosa,hr CRO,DFMF,27,7,0,101,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af0d79a9
Romain Esse,eng ENG,MF,20,4,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87189f25
Joél Drakes-Thomas,eng ENG,MF,16,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1bd530e8
Kaden Rodney,eng ENG,DFMF,20,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49375cdd
Odsonne Édouard,fr FRA,FW,27,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0562b7f1
Dean Benamar,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,Matches,b047bb3b
Ben Casey,eng ENG,FW,17,0,0,,,,,,,,,,,,,,,,Matches,39f7c6fe
Danny Imray,eng ENG,DFMF,22,0,0,,,,,,,,,,,,,,,,Matches,c1395580
George King,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches,72103498
Zachariah Marsh,eng ENG,FW,19,0,0,,,,,,,,,,,,,,,,Matches,6baa90d0
Remi Matthews,eng ENG,GK,31,0,0,,,,,,,,,,,,,,,,Matches,27f4f772
Jesurun Rak Sakyi,gh GHA,FWMF,22,0,0,,,,,,,,,,,,,,,,Matches,45685411
Squad Total,,,26.2,38,418,3420,38.0,40,23,63,32,8,8,76,2,1.05,0.61,1.66,0.84,1.45,,-9999
Opponent Total,,,26.2,38,418,3420,38.0,49,30,79,44,5,7,68,4,1.29,0.79,2.08,1.16,1.95,,-9999
