,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Virgil van Dijk,nl NED,DF,34,38,38,3420,38.0,6,0,6,6,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches,e06683ca
Dominik Szoboszlai,hu HUN,MFDF,24,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.17,0.19,0.36,0.17,0.36,Matches,934e1968
Ibrahima Konaté,fr FRA,DF,26,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches,5ed9b537
Ryan Gravenberch,nl NED,MF,23,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.15,0.09,0.24,0.15,0.24,Matches,b8e740fb
Cody Gakpo,nl NED,MFFW,26,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,Matches,1971591f
Alexis Mac Allister,ar ARG,MF,26,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.20,0.07,0.20,Matches,83d074ff
Florian Wirtz,de GER,MF,22,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.19,0.11,0.30,0.19,0.30,Matches,e7fcf289
Milos Kerkez,hu HUN,DF,21,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,Matches,0ad53bdc
Alisson,br BRA,GK,32,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7a2e46a8
Mohamed Salah,eg EGY,MF,33,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,Matches,e342ad68
Hugo Ekitike,fr FRA,FW,23,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.20,0.75,0.55,0.75,Matches,5b92d896
Curtis Jones,eng ENG,MFDF,24,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,Matches,4fb9c88f
Jeremie Frimpong,nl NED,DFMF,24,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches,74f2e748
Conor Bradley,nir NIR,DF,22,15,12,929,10.3,0,1,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches,bbd67769
Andy Robertson,sct SCO,DF,31,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,2e4f5f03
Giorgi Mamardashvili,ge GEO,GK,24,10,10,867,9.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d4b73232
Alexander Isak,se SWE,FW,25,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,Matches,8e92be30
Joe Gomez,eng ENG,DF,28,21,7,607,6.7,0,2,2,0,0,0,4,0,0.00,0.30,0.30,0.00,0.30,Matches,7a11550b
Rio Ngumoha,eng ENG,MF,16,19,5,560,6.2,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,Matches,022eca88
Freddie Woodman,eng ENG,GK,28,3,2,213,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,19e50035
Federico Chiesa,it ITA,MF,27,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.80,0.53,0.80,Matches,b0f7e36c
Wataru Endo,jp JPN,DF,32,8,1,175,1.9,0,1,1,0,0,0,1,0,0.00,0.51,0.51,0.00,0.51,Matches,c149016b
Trey Nyoni,eng ENG,MF,18,6,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d3b3d77
Harvey Elliott,eng ENG,FWMF,22,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9e1436c
Giovanni Leoni,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,Matches,570888ce
James McConnell,eng ENG,MF,20,0,0,,,,,,,,,,,,,,,,Matches,bf973eeb
Kieran Morrison,nir NIR,MF,18,0,0,,,,,,,,,,,,,,,,Matches,25683300
Amara Nallo,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,Matches,398a24f6
Wellity Omoruyi,es ESP,DF,19,0,0,,,,,,,,,,,,,,,,Matches,5fbafc66
Ármin Pécsi,hu HUN,GK,20,0,0,,,,,,,,,,,,,,,,Matches,46206cf7
Calvin Ramsay,sct SCO,DF,22,0,0,,,,,,,,,,,,,,,,Matches,d720e834
Mor Talla Ndiaye,sn SEN,DF,17,0,0,,,,,,,,,,,,,,,,Matches,821c9f86
Will Wright,,FW,,0,0,,,,,,,,,,,,,,,,Matches,bfa847c8
Squad Total,,,26.6,38,418,3420,38.0,61,44,105,60,1,2,57,1,1.61,1.16,2.76,1.58,2.74,,-9999
Opponent Total,,,26.2,38,418,3420,38.0,53,33,86,50,3,4,81,5,1.39,0.87,2.26,1.32,2.18,,-9999
