,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Shay Given,ie IRL,GK,25,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,0db918ff
Nolberto Solano,pe PER,MF,26,37,37,3158,35.1,7,9,16,7,0,0,3,0,0.20,0.26,0.46,0.20,0.46,Matches,37e7c753
Alan Shearer,eng ENG,FW,30,37,36,3220,35.8,23,4,27,18,5,7,2,1,0.64,0.11,0.75,0.50,0.61,Matches,438b3a51
Aaron Hughes,nir NIR,DF,21,34,34,3042,33.8,0,4,4,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,dccccccc
Laurent Robert,fr FRA,FWMF,26,36,34,3029,33.7,8,11,19,8,0,0,7,0,0.24,0.33,0.56,0.24,0.56,Matches,2f907a4b
Nikos Dabizas,gr GRE,DF,27,35,33,2926,32.5,3,0,3,3,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,f8741035
Andy O'Brien,ie IRL,DF,22,34,31,2768,30.8,2,0,2,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches,1719f6b2
Gary Speed,wls WAL,MF,31,29,28,2449,27.2,5,1,6,5,0,0,3,0,0.18,0.04,0.22,0.18,0.22,Matches,5ca13d11
Craig Bellamy,wls WAL,FW,22,27,26,2313,25.7,9,4,13,9,0,0,8,1,0.35,0.16,0.51,0.35,0.51,Matches,b9eae55b
Robbie Elliott,eng ENG,DF,27,27,26,2147,23.9,1,4,5,1,0,0,4,0,0.04,0.17,0.21,0.04,0.21,Matches,9ade4dc1
Sylvain Distin,fr FRA,DF,23,28,20,1947,21.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,002d06bb
Kieron Dyer,eng ENG,MF,22,18,15,1366,15.2,3,4,7,3,0,0,0,0,0.20,0.26,0.46,0.20,0.46,Matches,90b5a2f2
Rob Lee,eng ENG,MF,35,16,15,1271,14.1,1,2,3,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,Matches,291b2178
Clarence Acuña,cl CHI,MF,26,16,10,978,10.9,3,0,3,3,0,0,3,0,0.28,0.00,0.28,0.28,0.28,Matches,cbf4c181
Jermaine Jenas,eng ENG,MF,18,12,6,623,6.9,0,1,1,0,0,,0,0,0.00,0.14,0.14,0.00,0.14,Matches,3149f712
Carl Cort,gy GUY,FW,23,8,6,446,5.0,1,1,2,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,Matches,c07f2109
Lomana LuaLua,cd COD,FWMF,20,20,4,584,6.5,3,3,6,3,0,0,0,0,0.46,0.46,0.92,0.46,0.92,Matches,27bd6d81
Olivier Bernard,fr FRA,DF,21,16,4,581,6.5,3,0,3,3,0,0,1,0,0.46,0.00,0.46,0.46,0.46,Matches,a14778f2
Warren Barton,eng ENG,DF,32,5,4,358,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7e732709
Shola Ameobi,ng NGA,FW,19,15,4,351,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e79a368b
Andy Griffin,eng ENG,DF,22,4,3,276,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,38517dc5
Jamie McClen,eng ENG,DFMF,22,3,3,245,2.7,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4a2acfa7
Christian Bassedas,ar ARG,DFMF,28,2,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,09f71b6d
David Beharall,eng ENG,DF,22,1,0,45,0.5,0,0,0,0,0,,0,0,0.00,0.00,0.00,0.00,0.00,,4e86b75a
Squad Total,,,25.9,38,390,3420,38.0,72,53,125,67,5,7,47,2,1.89,1.39,3.29,1.76,3.16,,-9999
Opponent Total,,,27.4,38,,3420,38.0,,,,,,,,,,,,,,,-9999
