,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Kevin Phillips,eng ENG,FW,28,37,37,3239,36.0,11,4,15,10,1,3,3,0,0.31,0.11,0.42,0.28,0.39,Matches,23d97ca1
Michael Gray,eng ENG,DFMF,26,35,35,3091,34.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fefae709
Thomas Sørensen,dk DEN,GK,25,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31d82fec
Jody Craddock,eng ENG,DFMF,26,30,30,2683,29.8,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches,573e5dd2
Gavin McCann,eng ENG,MF,23,29,29,2593,28.8,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches,d1e78f75
Bernt Haas,ch SUI,DF,23,27,27,2374,26.4,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,e64591e2
Niall Quinn,ie IRL,FW,34,38,24,2228,24.8,6,3,9,6,0,0,3,0,0.24,0.12,0.36,0.24,0.36,Matches,050093a9
Kevin Kilbane,ie IRL,DFMF,24,28,24,2151,23.9,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,56cf4517
Darren Williams,eng ENG,DF,24,28,23,2144,23.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,45364051
Jason McAteer,ie IRL,MF,30,26,23,2087,23.2,2,3,5,2,0,0,8,0,0.09,0.13,0.22,0.09,0.22,Matches,8a09067c
Julio Arca,ar ARG,DFMF,20,22,20,1758,19.5,1,4,5,1,0,0,3,0,0.05,0.20,0.26,0.05,0.26,Matches,7ac25aa9
Stefan Schwarz,se SWE,DFMF,32,20,18,1594,17.7,1,4,5,1,0,0,7,0,0.06,0.23,0.28,0.06,0.28,Matches,aeab7566
Claudio Reyna,us USA,MF,28,17,17,1417,15.7,3,1,4,3,0,0,4,1,0.19,0.06,0.25,0.19,0.25,Matches,75a3a799
George McCartney,nir NIR,DF,20,18,12,1121,12.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,f6c4946d
Emerson Thome,br BRA,DF,29,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,7dc1b3c9
Paul Thirlwell,eng ENG,MF,22,14,11,1005,11.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3f658e48
Joachim Björklund,se SWE,DF,30,12,11,986,11.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,bedacbef
Stanislav Varga,sk SVK,DF,28,9,9,739,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,bcde5b12
Lilian Laslandes,fr FRA,FW,29,12,5,471,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8cdeb339
Patrick M'Boma,cm CMR,FW,30,9,5,471,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,1a6928ad
Jürgen Macho,at AUT,GK,23,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ce8143d7
Thomas Butler,ie IRL,MF,20,7,2,390,4.3,0,1,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,Matches,d033d76b
Don Hutchison,sct SCO,MF,30,2,2,157,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,158494ce
Alex Rae,sct SCO,MF,31,3,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a64175a1
David Bellion,fr FRA,FW,18,7,0,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a901d685
Kevin Kyle,sct SCO,FW,20,4,0,83,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,b98c1020
Squad Total,,,26.5,38,415,3420,38.0,29,19,48,28,1,3,67,1,0.76,0.50,1.26,0.74,1.24,,-9999
Opponent Total,,,27.1,38,,3420,38.0,,,,,,,,,,,,,,,-9999
