,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Brad Friedel,us USA,GK,30,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8c0a975
Henning Berg,no NOR,DF,31,34,34,2986,33.2,1,2,3,1,0,0,2,0,0.03,0.06,0.09,0.03,0.09,Matches,ad77f84e
Matt Jansen,eng ENG,FW,23,35,34,2941,32.7,10,5,15,10,0,0,2,0,0.31,0.15,0.46,0.31,0.46,Matches,fac73006
Tugay Kerimoğlu,tr TUR,MF,30,33,32,2779,30.9,3,3,6,3,0,0,8,0,0.10,0.10,0.19,0.10,0.19,Matches,543e7bda
Damien Duff,ie IRL,FWMF,22,32,31,2739,30.4,7,6,13,7,0,0,3,0,0.23,0.20,0.43,0.23,0.43,Matches,057a6936
Lucas Neill,au AUS,DF,23,31,31,2702,30.0,1,1,2,1,0,0,8,0,0.03,0.03,0.07,0.03,0.07,Matches,b6cf046f
Garry Flitcroft,eng ENG,MF,28,29,26,2341,26.0,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12,Matches,dc6356ad
David Dunn,eng ENG,MF,21,29,26,2221,24.7,7,5,12,6,1,1,4,0,0.28,0.20,0.49,0.24,0.45,Matches,7ecdf483
Stig Inge Bjørnebye,no NOR,DF,31,23,23,1844,20.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,b8e08ea6
Keith Gillespie,nir NIR,FWMF,26,32,21,2103,23.4,2,4,6,2,0,0,4,0,0.09,0.17,0.26,0.09,0.26,Matches,012f440e
Craig Short,eng ENG,DF,33,22,21,1807,20.1,0,0,0,0,0,0,5,3,0.00,0.00,0.00,0.00,0.00,Matches,ff7178f7
Andy Cole,eng ENG,FW,29,15,15,1278,14.2,9,2,11,9,0,0,2,1,0.63,0.14,0.77,0.63,0.77,Matches,b6638a2c
Nils-Eric Johansson,se SWE,DF,21,20,14,1365,15.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c281ba3e
Martin Taylor,eng ENG,DF,21,19,12,1231,13.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08840bbf
Alan Mahon,ie IRL,MF,23,13,10,851,9.5,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,fbe1f1d0
Corrado Grabbi,it ITA,FW,26,14,10,676,7.5,1,3,4,1,0,0,1,0,0.13,0.40,0.53,0.13,0.53,Matches,c85faa9b
John Curtis,eng ENG,DF,22,9,9,747,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3edb83bf
Hakan Ünsal,tr TUR,DF,28,8,7,642,7.1,0,2,2,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,Matches,0d5d71c6
Damien Johnson,nir NIR,MF,22,7,6,438,4.9,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches,c1c0a75f
Yordi,es ESP,FW,25,7,5,362,4.0,2,0,2,2,0,,0,0,0.50,0.00,0.50,0.50,0.50,Matches,8cbb78fb
Craig Hignett,eng ENG,FWMF,31,20,4,702,7.8,4,3,7,4,0,0,2,0,0.51,0.38,0.90,0.51,0.90,Matches,04f2da3e
Mark Hughes,wls WAL,FW,37,21,4,660,7.3,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches,b01e9032
Alan Kelly Jr.,ie IRL,GK,32,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fc4c6bb9
Egil Østenstad,no NOR,FW,29,4,2,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bc242ac0
Marcus Bent,eng ENG,FW,23,9,1,246,2.7,0,1,1,0,0,,2,0,0.00,0.37,0.37,0.00,0.37,Matches,69166246
Jason McAteer,ie IRL,MF,30,4,1,154,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8a09067c
Nathan Blake,wls WAL,FW,29,3,0,115,1.3,1,0,1,1,0,0,0,0,0.78,0.00,0.78,0.78,0.78,Matches,6c447486
Squad Total,,,27.2,38,416,3420,38.0,54,39,93,53,1,1,58,4,1.42,1.03,2.45,1.39,2.42,,-9999
Opponent Total,,,27.2,38,,3420,38.0,,,,,,,,,,,,,,,-9999
