,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
Gareth Southgate,eng ENG,DF,30,37,37,3330,37.0,1,0,1,1,0,0,0,0,0.03,0.00,0.03,0.03,0.03,Matches,a29c3ed6
Jonathan Greening,eng ENG,MF,22,36,36,3039,33.8,1,1,2,1,0,1,4,0,0.03,0.03,0.06,0.03,0.06,Matches,892c1d7a
Paul Ince,eng ENG,MF,33,31,31,2770,30.8,2,2,4,2,0,0,11,1,0.06,0.06,0.13,0.06,0.13,Matches,3ce58c27
Robbie Mustoe,eng ENG,MF,32,36,31,2765,30.7,2,1,3,2,0,0,2,0,0.07,0.03,0.10,0.07,0.10,Matches,2c02df03
Ugo Ehiogu,eng ENG,DF,28,29,29,2570,28.6,1,0,1,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,Matches,bd8d3cd5
Franck Queudrue,fr FRA,DF,22,28,28,2361,26.2,2,3,5,2,0,0,8,1,0.08,0.11,0.19,0.08,0.19,Matches,4b7d3170
Robbie Stockdale,sct SCO,DF,21,28,26,2341,26.0,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,7d0a8842
Mark Schwarzer,au AUS,GK,28,21,21,1830,20.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,da409c6f
Alen Bokšić,hr CRO,FW,31,22,20,1785,19.8,8,1,9,6,2,2,2,0,0.40,0.05,0.45,0.30,0.35,Matches,480438da
Noel Whelan,eng ENG,FW,26,19,18,1446,16.1,4,0,4,4,0,0,2,0,0.25,0.00,0.25,0.25,0.25,Matches,901c3bdf
Mark Crossley,wls WAL,GK,32,18,17,1517,16.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51a772b8
Colin Cooper,eng ENG,DF,34,18,14,1389,15.4,2,0,2,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,42f93b8f
Benito Carbone,it ITA,FW,29,13,13,1104,12.3,1,5,6,1,0,0,1,0,0.08,0.41,0.49,0.08,0.49,Matches,ad76f0c4
Allan Johnston,sct SCO,MF,27,17,13,982,10.9,1,0,1,1,0,,1,0,0.09,0.00,0.09,0.09,0.09,Matches,6136320d
Carlos Marinelli,ar ARG,MF,19,20,12,1192,13.2,2,3,5,2,0,0,2,0,0.15,0.23,0.38,0.15,0.38,Matches,3a81b990
Szilárd Németh,sk SVK,FW,23,21,11,1008,11.2,3,1,4,3,0,0,0,0,0.27,0.09,0.36,0.27,0.36,Matches,74da02b4
Dean Windass,eng ENG,FWMF,32,27,8,800,8.9,1,0,1,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches,5d318f2d
Curtis Fleming,ie IRL,DF,32,8,8,705,7.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2b507014
Gianluca Festa,it ITA,DF,32,8,8,649,7.2,1,0,1,1,0,0,1,2,0.14,0.00,0.14,0.14,0.14,Matches,1cada5ff
Brian Deane,eng ENG,FW,33,7,6,525,5.8,1,0,1,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches,909a4bb4
Luke Wilkshire,au AUS,DFFW,19,7,6,514,5.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c74d1bd3
Hámilton Ricard,co COL,FW,27,9,6,503,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e08d8909
Jason Gavin,ie IRL,DF,21,8,5,441,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,692450a7
Phil Stamp,eng ENG,MF,25,6,3,295,3.3,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches,f50ed0f5
Joseph-Désiré Job,cm CMR,FWMF,23,4,3,284,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8208d253
Mark Wilson,eng ENG,MF,22,10,2,320,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2fd8ad28
